60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b2,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:c3,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:14:10,44:48:c1:91:d0:11,38:17:c3:1f:14:12,44:48:c1:91:d0:12,44:48:c1:91:d0:14,38:17:c3:1f:14:11,44:48:c1:91:d0:10,9c:d6:43:60:92:e0,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:00,38:17:c3:1f:14:00,38:17:c3:1f:19:d0,38:17:c3:1f:19:d1,38:17:c3:1f:19:d2,38:17:c3:1f:09:82,44:48:c1:91:d0:02,44:48:c1:91:95:a2,44:48:c1:91:95:b2,44:48:c1:91:95:b0,44:48:c1:91:95:b3,20:a6:cd:42:0a:c2,44:48:c1:91:d0:01,a8:bd:27:4c:aa:92,a8:bd:27:4c:aa:91,38:17:c3:24:47:50,20:a6:cd:42:0a:c1,44:48:c1:91:95:b1,20:a6:cd:42:0a:c0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,38:17:c3:24:47:52,a8:bd:27:4c:aa:90,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:1f:09:92,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,00:4e:35:de:d7:43,44:48:c1:91:d0:04,38:17:c3:1f:09:81,44:48:c1:91:95:a0,b4:5d:50:e1:96:43,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,b4:5d:50:e1:96:40,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:83,38:17:c3:24:56:50,44:48:c1:91:aa:21,38:17:c3:1f:09:83,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e1,38:17:c3:19:d7:71,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,68:ff:7b:e4:af:39,80:8d:b7:55:25:f2,72:32:b1:3e:1a:b7,80:8d:b7:55:35:10,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,80:8d:b7:55:35:02,80:8d:b7:55:35:01,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:35:11,80:8d:b7:55:3a:42,38:17:c3:1e:ff:10,80:8d:b7:55:3a:40,80:8d:b7:55:3a:51,80:8d:b7:55:39:d0,b0:be:76:f8:30:5e,ea:9e:b4:53:24:54,38:17:c3:19:71:90,38:17:c3:19:71:92,38:17:c3:19:36:32,38:17:c3:19:36:31,38:17:c3:19:71:91,38:17:c3:19:71:81,38:17:c3:19:71:80,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:00,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,38:17:c3:1e:ff:02,80:8d:b7:55:29:c1,80:8d:b7:55:29:d0,80:8d:b7:55:29:c2,68:ff:7b:e4:af:38,80:8d:b7:55:29:d2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:b0,20:a6:cd:50:24:b1,00:4e:35:df:06:52,38:17:c3:1f:0e:10,80:8d:b7:55:29:d1,38:17:c3:1e:ff:11,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:51,00:4e:35:df:06:50,00:4e:35:de:e1:12,00:4e:35:df:06:40,00:4e:35:df:06:42,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:22:22,x,y,label
-61,-62,-64,-67,-66,-71,-71,-71,-66,-80,-81,-81,-82,-69,-84,-85,-84,-84,-100,-79,-100,-79,-79,-100,-79,-79,-85,-85,-85,-83,-82,-100,-83,-90,-100,-100,-83,-100,-100,-86,-86,-85,-67,-100,-91,-100,-85,-67,-86,-67,-93,-85,-84,-91,-86,-87,-86,-87,-86,-100,-100,-100,-83,-100,-74,-100,-100,-100,-83,-90,-100,-78,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-100,-58,-64,-66,-67,-100,-100,-100,-67,-80,-80,-80,-79,-100,-83,-83,-84,-82,-80,-80,-80,-80,-80,-79,-80,-79,-86,-86,-100,-84,-83,-81,-83,-89,-88,-89,-83,-81,-89,-87,-87,-87,-100,-82,-100,-100,-86,-100,-88,-100,-89,-85,-84,-89,-85,-86,-85,-85,-100,-100,-100,-100,-83,-100,-74,-77,-100,-100,-83,-89,-100,-78,-88,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,243,1
-100,-62,-64,-65,-69,-71,-72,-72,-68,-79,-80,-80,-80,-100,-86,-86,-100,-100,-100,-79,-100,-78,-78,-100,-79,-100,-85,-85,-86,-78,-79,-100,-78,-90,-100,-100,-100,-100,-100,-87,-87,-87,-87,-100,-100,-100,-89,-88,-87,-87,-100,-87,-87,-100,-88,-89,-88,-88,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-100,-65,-65,-65,-74,-73,-74,-65,-79,-79,-79,-79,-100,-84,-84,-84,-84,-72,-81,-72,-82,-81,-72,-82,-100,-83,-83,-83,-78,-77,-83,-78,-90,-100,-100,-86,-83,-100,-89,-89,-89,-84,-82,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-84,-85,-84,-84,-88,-100,-100,-100,-85,-100,-100,-83,-100,-100,-86,-100,-88,-100,-100,-100,-100,-88,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-75,-65,-73,-65,-67,-73,-100,-84,-67,-80,-81,-80,-81,-100,-83,-83,-84,-84,-74,-80,-75,-79,-80,-75,-80,-100,-85,-85,-84,-77,-77,-100,-77,-88,-88,-100,-87,-84,-100,-90,-89,-89,-83,-84,-100,-90,-100,-83,-89,-100,-89,-100,-100,-89,-90,-91,-100,-90,-74,-74,-100,-100,-89,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-100,-100,-100,-74,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-100,-63,-66,-62,-65,-71,-71,-71,-67,-78,-79,-78,-78,-80,-76,-77,-75,-76,-78,-81,-78,-80,-81,-78,-81,-100,-84,-84,-84,-77,-77,-80,-77,-88,-87,-88,-100,-80,-100,-85,-86,-86,-83,-80,-100,-92,-84,-84,-86,-83,-91,-84,-84,-91,-88,-89,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-64,-67,-67,-61,-63,-74,-74,-75,-63,-72,-72,-73,-72,-100,-83,-83,-83,-83,-82,-80,-81,-81,-80,-81,-81,-100,-100,-100,-100,-78,-78,-82,-78,-86,-86,-86,-100,-81,-100,-87,-87,-86,-100,-81,-90,-90,-86,-100,-86,-100,-90,-85,-85,-90,-88,-89,-88,-89,-87,-87,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-100,-67,-63,-63,-74,-71,-73,-62,-72,-72,-73,-72,-100,-82,-81,-83,-82,-85,-79,-85,-80,-79,-84,-79,-100,-100,-100,-100,-78,-78,-100,-78,-86,-86,-87,-100,-100,-90,-100,-100,-100,-100,-81,-92,-100,-86,-100,-100,-100,-92,-85,-86,-91,-89,-87,-89,-88,-100,-89,-100,-100,-100,-100,-76,-78,-78,-100,-100,-100,-88,-78,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,226,2
-67,-100,-68,-62,-62,-73,-73,-73,-61,-77,-77,-77,-78,-100,-86,-86,-86,-86,-73,-81,-73,-81,-81,-73,-81,-77,-85,-84,-84,-78,-77,-83,-78,-86,-86,-87,-87,-82,-100,-90,-100,-90,-100,-84,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-89,-89,-89,-89,-89,-100,-100,-100,-87,-100,-100,-82,-100,-100,-87,-91,-88,-100,-100,-100,-100,-100,-86,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-100,-69,-64,-61,-74,-74,-74,-62,-79,-79,-79,-79,-83,-84,-84,-84,-85,-75,-83,-75,-83,-83,-75,-84,-100,-85,-85,-85,-78,-78,-84,-79,-86,-86,-86,-88,-83,-100,-100,-100,-100,-83,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-88,-90,-89,-88,-90,-90,-100,-76,-89,-100,-78,-82,-100,-100,-89,-100,-89,-82,-100,-100,-100,-100,-84,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-65,-100,-73,-61,-61,-70,-69,-69,-62,-80,-81,-81,-80,-80,-84,-83,-83,-83,-72,-79,-73,-79,-79,-73,-79,-80,-81,-81,-81,-79,-79,-87,-79,-90,-100,-100,-88,-88,-100,-89,-100,-88,-86,-87,-100,-100,-89,-100,-89,-100,-89,-87,-88,-87,-90,-100,-100,-100,-85,-84,-100,-81,-90,-100,-100,-100,-100,-100,-91,-100,-85,-100,-88,-86,-100,-100,-100,-100,-100,-100,-100,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-100,-100,-67,-65,-69,-74,-74,-74,-69,-78,-79,-78,-79,-82,-83,-84,-83,-83,-74,-78,-73,-78,-78,-73,-78,-80,-81,-82,-82,-100,-100,-82,-100,-88,-88,-89,-87,-82,-100,-91,-100,-100,-85,-81,-100,-100,-100,-86,-100,-85,-100,-100,-100,-100,-90,-91,-90,-91,-87,-100,-100,-80,-87,-100,-100,-100,-100,-100,-87,-100,-87,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-63,-100,-70,-64,-70,-100,-100,-100,-69,-79,-79,-79,-79,-100,-86,-86,-85,-85,-100,-81,-100,-81,-81,-100,-81,-82,-86,-86,-86,-76,-76,-83,-76,-87,-86,-87,-90,-83,-100,-89,-89,-90,-100,-82,-100,-100,-89,-100,-89,-100,-91,-100,-100,-91,-91,-90,-100,-100,-100,-100,-100,-100,-90,-100,-100,-84,-84,-100,-90,-100,-100,-100,-86,-100,-100,-100,-84,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-61,-100,-66,-63,-70,-70,-70,-71,-70,-100,-100,-100,-100,-85,-84,-83,-83,-83,-77,-78,-77,-78,-78,-76,-78,-79,-83,-84,-83,-75,-75,-100,-75,-86,-85,-86,-85,-100,-100,-89,-100,-89,-100,-83,-100,-100,-88,-100,-100,-83,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-85,-100,-81,-85,-83,-100,-85,-100,-100,-84,-100,-100,-100,-91,-85,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,209,3
-66,-70,-68,-61,-65,-65,-67,-66,-64,-79,-77,-78,-78,-100,-80,-80,-80,-80,-74,-77,-74,-76,-77,-73,-76,-100,-86,-85,-86,-79,-80,-100,-80,-92,-100,-100,-85,-82,-100,-92,-100,-91,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-86,-85,-100,-82,-86,-100,-78,-100,-83,-100,-86,-100,-85,-83,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-70,-100,-68,-60,-64,-65,-64,-65,-65,-78,-77,-78,-77,-100,-81,-80,-80,-80,-74,-75,-74,-75,-76,-73,-75,-100,-86,-85,-86,-77,-77,-100,-77,-89,-89,-90,-85,-100,-100,-93,-100,-90,-100,-100,-87,-86,-90,-100,-100,-100,-87,-100,-88,-86,-88,-87,-88,-87,-100,-100,-100,-80,-86,-100,-79,-82,-100,-84,-85,-100,-84,-100,-100,-100,-100,-89,-81,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-68,-67,-64,-60,-61,-69,-69,-69,-61,-80,-80,-81,-81,-100,-84,-86,-85,-85,-78,-81,-77,-80,-80,-78,-80,-81,-86,-85,-85,-79,-79,-86,-78,-89,-88,-88,-100,-85,-100,-91,-100,-90,-100,-100,-100,-90,-90,-100,-100,-100,-90,-89,-89,-91,-90,-89,-89,-89,-85,-85,-100,-100,-88,-100,-83,-100,-82,-83,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-70,-69,-68,-60,-62,-73,-74,-73,-62,-77,-79,-78,-78,-100,-86,-84,-85,-85,-75,-80,-75,-81,-81,-75,-80,-81,-86,-85,-85,-78,-78,-82,-78,-90,-90,-89,-89,-82,-100,-89,-100,-89,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-100,-100,-100,-100,-100,-80,-89,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-100,-69,-61,-63,-71,-71,-71,-64,-77,-76,-77,-77,-79,-82,-82,-82,-82,-100,-79,-100,-79,-80,-100,-80,-81,-84,-84,-83,-79,-79,-100,-79,-87,-89,-88,-89,-82,-100,-85,-100,-89,-90,-81,-100,-100,-89,-89,-100,-90,-100,-100,-100,-93,-90,-90,-92,-100,-87,-100,-100,-80,-89,-100,-100,-100,-100,-100,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-62,-67,-61,-63,-73,-73,-73,-61,-80,-80,-80,-81,-100,-100,-83,-82,-83,-73,-78,-73,-79,-79,-73,-79,-81,-84,-84,-84,-78,-100,-84,-78,-89,-100,-100,-88,-84,-100,-100,-100,-100,-87,-84,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-90,-89,-89,-89,-100,-100,-83,-89,-100,-100,-79,-79,-85,-89,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,192,4
-67,-66,-69,-59,-60,-68,-68,-68,-59,-100,-100,-100,-100,-81,-86,-84,-85,-85,-72,-83,-70,-82,-83,-70,-83,-100,-86,-85,-100,-78,-78,-84,-78,-86,-86,-87,-89,-100,-100,-92,-100,-90,-89,-100,-100,-100,-85,-89,-100,-89,-89,-87,-86,-90,-100,-92,-100,-100,-85,-100,-100,-100,-89,-100,-100,-82,-82,-100,-89,-100,-85,-83,-100,-100,-100,-88,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,350,175,5
