b8:27:eb:9f:6b:77,38:17:c3:1f:0e:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:91,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:35:13,38:17:c3:1f:01:81,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,b0:be:76:f8:30:5e,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:25:f0,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:19:d7:70,44:48:c1:a5:82:30,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:39:c0,80:8d:b7:55:25:f1,80:8d:b7:55:39:c2,80:8d:b7:55:3a:51,80:8d:b7:55:39:c1,80:8d:b7:55:3a:52,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:50,44:48:c1:a5:82:21,20:a6:cd:50:24:a2,44:48:c1:a5:82:22,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:19:45:b2,38:17:c3:19:45:b1,00:4e:35:df:06:50,38:17:c3:1e:ff:12,38:17:c3:19:45:b0,00:4e:35:df:06:51,60:32:b1:3e:1a:b8,00:4e:35:df:06:52,80:8d:b7:55:3a:40,66:2a:2f:53:7c:99,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,38:17:c3:1f:01:82,20:a6:cd:50:24:b0,38:17:c3:19:d7:61,38:17:c3:19:d7:60,38:17:c3:19:d7:62,b4:5d:50:e1:92:33,a8:bd:27:4c:bd:30,38:17:c3:1f:01:80,38:17:c3:1e:ff:01,72:32:b1:3e:1a:b8,00:4e:35:df:06:42,38:17:c3:1e:ff:00,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:30,00:4e:35:de:e1:12,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,68:ff:7b:e4:af:38,80:8d:b7:55:25:e1,68:ff:7b:e4:af:39,b4:5d:50:e1:92:23,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:02,80:8d:b7:55:25:e0,38:17:c3:19:55:52,38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:71:92,b4:5d:50:e1:96:53,38:17:c3:19:71:90,38:17:c3:19:45:a0,38:17:c3:19:45:a1,38:17:c3:19:71:91,b4:5d:50:e1:96:52,38:17:c3:1f:09:90,38:17:c3:1f:09:83,20:a6:cd:42:0b:e3,38:17:c3:1f:09:93,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,00:4e:35:de:e1:00,b4:5d:50:e1:96:51,38:17:c3:1f:09:92,38:17:c3:1f:09:91,b4:5d:50:e1:96:50,38:17:c3:19:45:a2,00:4e:35:de:e1:11,00:4e:35:de:e1:10,b4:5d:50:e1:92:21,b4:5d:50:e1:92:22,a8:bd:27:4c:bd:31,b4:5d:50:e1:92:20,a8:bd:27:4c:bd:32,38:17:c3:1f:08:50,00:4e:35:de:e1:01,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:19:55:41,00:4e:35:de:d7:52,00:4e:35:de:d7:53,38:17:c3:19:55:40,00:4e:35:de:d7:51,00:4e:35:de:d7:50,38:17:c3:1f:08:51,00:4e:35:df:0e:12,38:17:c3:1f:22:21,44:48:c1:91:95:b2,44:48:c1:91:95:b1,38:17:c3:1f:08:52,00:4e:35:de:d7:43,38:17:c3:1f:22:22,00:4e:35:de:d7:42,38:17:c3:1f:22:20,44:48:c1:91:95:b3,38:17:c3:19:36:30,38:17:c3:1f:08:42,38:17:c3:1f:08:40,38:17:c3:1f:08:41,38:17:c3:1e:fc:b0,a8:bd:27:4c:bd:22,38:17:c3:19:71:82,38:17:c3:19:71:80,38:17:c3:19:71:81,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:df:0e:11,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,00:4e:35:df:0e:01,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,00:4e:35:df:0e:10,38:17:c3:1e:fc:a2,38:17:c3:24:58:b0,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:90,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:24:58:a2,38:17:c3:1b:08:b0,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-100,-48,-50,-100,-48,-54,-54,-54,-67,-69,-68,-100,-78,-100,-79,-71,-70,-71,-70,-75,-100,-100,-73,-100,-78,-79,-73,-74,-74,-76,-78,-76,-77,-100,-74,-100,-80,-100,-81,-100,-80,-81,-100,-81,-100,-81,-100,-81,-81,-85,-100,-100,-81,-100,-87,-100,-88,-100,-87,-100,-100,-85,-86,-100,-100,-75,-86,-100,-100,-100,-92,-100,-76,-100,-100,-100,-100,-89,-89,-89,-94,-100,-77,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-36,-48,-47,-48,-48,-53,-53,-53,-68,-70,-68,-100,-78,-80,-79,-70,-70,-70,-70,-75,-74,-73,-73,-100,-78,-78,-74,-74,-73,-77,-79,-77,-77,-79,-74,-78,-80,-79,-80,-100,-81,-80,-86,-81,-87,-81,-87,-80,-81,-84,-100,-87,-81,-100,-88,-86,-88,-85,-88,-100,-90,-86,-84,-85,-84,-75,-85,-88,-87,-87,-89,-100,-75,-100,-100,-89,-89,-89,-89,-90,-100,-78,-100,-100,-79,-100,-88,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,274.2,1
-34,-50,-49,-50,-50,-57,-57,-57,-66,-66,-66,-73,-71,-71,-71,-58,-62,-62,-63,-100,-71,-71,-72,-76,-76,-75,-74,-75,-74,-74,-77,-74,-74,-75,-73,-74,-74,-75,-75,-83,-74,-83,-88,-82,-100,-83,-87,-83,-81,-86,-100,-82,-83,-100,-82,-100,-82,-85,-89,-100,-100,-79,-80,-86,-85,-100,-80,-100,-81,-100,-88,-95,-100,-100,-100,-89,-100,-100,-100,-91,-100,-78,-100,-100,-78,-84,-100,-89,-89,-89,-78,-88,-88,-89,-90,-91,-91,-91,-91,-92,-93,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-32,-50,-50,-51,-51,-58,-58,-58,-64,-64,-64,-72,-72,-73,-72,-59,-63,-63,-63,-75,-71,-71,-70,-78,-74,-75,-75,-75,-75,-72,-75,-73,-73,-74,-75,-74,-100,-75,-100,-81,-100,-82,-100,-82,-100,-83,-100,-83,-83,-84,-84,-82,-82,-86,-82,-100,-82,-100,-89,-100,-100,-79,-78,-100,-100,-75,-79,-81,-81,-100,-87,-100,-76,-100,-100,-89,-100,-100,-100,-100,-88,-80,-75,-100,-100,-100,-100,-100,-90,-100,-100,-89,-89,-100,-100,-100,-93,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-51,-50,-51,-50,-58,-58,-58,-65,-65,-65,-100,-70,-71,-70,-59,-64,-63,-64,-77,-71,-71,-71,-100,-76,-75,-74,-74,-74,-75,-75,-73,-74,-75,-74,-74,-74,-75,-74,-100,-74,-82,-100,-83,-87,-83,-100,-82,-82,-88,-100,-100,-82,-100,-83,-100,-82,-100,-89,-100,-100,-81,-81,-100,-84,-100,-80,-80,-81,-81,-88,-100,-100,-100,-100,-88,-100,-100,-100,-100,-87,-100,-75,-100,-100,-100,-100,-90,-89,-100,-100,-88,-91,-88,-100,-92,-91,-100,-100,-91,-100,-100,-89,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-52,-49,-52,-52,-58,-58,-58,-65,-65,-65,-72,-72,-72,-71,-59,-63,-63,-63,-100,-71,-71,-71,-79,-75,-75,-75,-75,-74,-100,-75,-100,-100,-100,-75,-100,-75,-100,-74,-80,-75,-83,-89,-83,-89,-83,-89,-81,-81,-100,-100,-86,-82,-100,-86,-100,-85,-100,-89,-100,-100,-81,-79,-100,-100,-76,-81,-81,-81,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-92,-90,-100,-75,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-92,-100,-88,-100,-86,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-34,-52,-51,-53,-52,-58,-58,-57,-65,-65,-65,-72,-73,-72,-73,-59,-62,-63,-62,-100,-71,-71,-72,-78,-75,-75,-75,-75,-75,-100,-76,-73,-74,-100,-75,-76,-75,-76,-75,-81,-100,-100,-100,-100,-100,-100,-100,-82,-81,-100,-100,-85,-82,-100,-86,-100,-86,-100,-89,-100,-100,-81,-80,-100,-100,-100,-100,-81,-81,-81,-86,-96,-100,-100,-100,-89,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-90,-91,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-89,-92,-87,-86,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-35,-52,-50,-52,-51,-57,-57,-57,-65,-64,-65,-67,-71,-73,-73,-59,-63,-62,-62,-76,-71,-71,-70,-76,-75,-75,-76,-75,-75,-73,-76,-73,-73,-100,-75,-76,-75,-76,-75,-100,-75,-83,-100,-84,-100,-83,-100,-82,-81,-100,-100,-85,-82,-100,-86,-100,-85,-100,-88,-94,-100,-80,-86,-86,-87,-76,-80,-81,-81,-81,-86,-100,-100,-100,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-94,-85,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,288.4,2
-33,-52,-53,-52,-51,-62,-62,-62,-68,-69,-69,-70,-73,-73,-73,-60,-100,-100,-100,-79,-100,-100,-100,-74,-71,-72,-76,-76,-76,-100,-72,-100,-100,-100,-76,-78,-76,-100,-76,-100,-76,-82,-100,-82,-100,-82,-100,-80,-80,-100,-100,-85,-80,-100,-86,-100,-85,-100,-87,-100,-100,-78,-78,-100,-100,-100,-79,-78,-100,-100,-100,-100,-79,-100,-100,-86,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-86,-100,-85,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-51,-53,-51,-51,-61,-62,-62,-77,-69,-70,-73,-74,-72,-73,-60,-66,-66,-65,-79,-100,-100,-76,-75,-71,-72,-76,-76,-77,-71,-71,-71,-71,-100,-76,-100,-75,-100,-75,-78,-75,-81,-100,-81,-88,-81,-100,-80,-79,-100,-100,-84,-79,-100,-84,-86,-84,-100,-87,-100,-100,-78,-79,-80,-81,-100,-78,-79,-79,-79,-89,-92,-100,-100,-100,-100,-100,-100,-100,-89,-100,-76,-100,-100,-76,-100,-87,-87,-86,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-51,-53,-52,-51,-62,-64,-62,-69,-70,-69,-100,-74,-73,-73,-60,-65,-65,-65,-100,-77,-76,-76,-76,-71,-71,-76,-88,-76,-71,-72,-100,-71,-78,-75,-77,-100,-77,-100,-78,-75,-81,-100,-81,-89,-81,-100,-79,-79,-100,-100,-100,-80,-100,-84,-100,-84,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-92,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-34,-52,-53,-52,-51,-62,-62,-63,-69,-68,-69,-76,-73,-73,-74,-60,-65,-65,-66,-100,-76,-76,-76,-76,-71,-72,-77,-76,-76,-100,-71,-71,-71,-100,-76,-100,-75,-77,-75,-78,-100,-81,-88,-82,-87,-81,-100,-79,-79,-100,-100,-86,-79,-100,-86,-100,-86,-100,-86,-100,-100,-78,-79,-81,-100,-100,-79,-80,-79,-79,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-34,-52,-52,-52,-52,-62,-62,-62,-69,-69,-69,-76,-74,-73,-73,-60,-65,-65,-64,-100,-76,-76,-76,-75,-71,-72,-76,-76,-76,-70,-71,-71,-71,-100,-77,-100,-75,-77,-75,-100,-76,-82,-87,-82,-88,-82,-100,-79,-79,-100,-100,-87,-79,-100,-87,-100,-86,-81,-88,-100,-100,-79,-78,-81,-80,-100,-78,-79,-79,-79,-89,-100,-100,-88,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-51,-52,-51,-50,-62,-62,-62,-69,-69,-70,-100,-72,-72,-72,-60,-65,-65,-66,-78,-77,-77,-100,-75,-71,-71,-76,-76,-76,-70,-71,-71,-71,-100,-76,-77,-76,-78,-75,-80,-76,-81,-100,-81,-100,-83,-100,-79,-81,-100,-100,-87,-79,-100,-86,-100,-87,-81,-87,-100,-100,-78,-79,-81,-81,-100,-78,-79,-79,-100,-92,-100,-100,-88,-100,-100,-89,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,302.59999999999997,3
-33,-52,-54,-53,-52,-64,-65,-100,-67,-67,-66,-100,-74,-72,-72,-61,-62,-62,-61,-100,-76,-75,-76,-75,-78,-77,-74,-74,-74,-74,-77,-73,-75,-72,-75,-73,-100,-72,-100,-78,-100,-82,-84,-82,-100,-82,-100,-81,-82,-86,-100,-85,-82,-100,-85,-100,-85,-100,-88,-100,-100,-79,-80,-82,-81,-100,-80,-83,-82,-83,-89,-100,-100,-89,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-89,-100,-91,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-100,-89,-100,-100,-90,-90,-100,-100,-100,-90,-90,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-33,-53,-52,-55,-53,-63,-63,-66,-71,-72,-72,-70,-72,-73,-73,-61,-65,-65,-65,-81,-74,-73,-73,-73,-78,-78,-75,-75,-75,-72,-78,-72,-73,-72,-75,-72,-80,-72,-80,-79,-80,-100,-83,-100,-85,-100,-100,-82,-82,-86,-100,-87,-83,-100,-86,-100,-87,-81,-100,-92,-100,-80,-79,-81,-81,-100,-81,-81,-81,-80,-90,-100,-100,-100,-100,-89,-100,-90,-88,-90,-100,-100,-74,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-91,-89,-90,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-33,-52,-52,-54,-52,-63,-64,-64,-68,-68,-69,-100,-73,-73,-72,-61,-65,-65,-66,-100,-74,-73,-73,-77,-75,-75,-75,-75,-74,-74,-76,-73,-73,-73,-74,-73,-78,-73,-78,-78,-100,-81,-100,-81,-100,-82,-82,-100,-100,-85,-100,-83,-100,-100,-82,-100,-83,-100,-87,-92,-100,-81,-80,-100,-100,-100,-81,-80,-80,-80,-91,-100,-100,-100,-100,-89,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-88,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-90,-100,-100,-100,-100,-91,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-34,-53,-52,-54,-53,-64,-64,-63,-69,-68,-68,-100,-73,-73,-73,-62,-66,-66,-65,-100,-74,-74,-74,-75,-74,-74,-75,-75,-75,-71,-75,-71,-71,-100,-75,-69,-79,-100,-79,-79,-79,-82,-100,-82,-100,-83,-100,-83,-83,-84,-84,-85,-83,-85,-84,-84,-84,-80,-89,-91,-100,-79,-80,-80,-80,-100,-79,-81,-81,-82,-88,-100,-100,-100,-100,-89,-100,-100,-92,-88,-100,-76,-74,-100,-77,-85,-100,-100,-100,-100,-77,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-91,-100,-100,-100,-100,-100,-91,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-33,-53,-54,-53,-53,-63,-62,-64,-69,-70,-70,-69,-73,-72,-72,-61,-65,-66,-65,-100,-74,-74,-73,-100,-75,-74,-75,-76,-75,-100,-75,-100,-100,-100,-76,-72,-79,-100,-80,-83,-81,-81,-100,-81,-100,-82,-100,-82,-82,-84,-100,-82,-83,-100,-82,-85,-83,-80,-89,-91,-100,-80,-80,-100,-100,-100,-80,-81,-82,-81,-88,-92,-100,-100,-100,-88,-100,-100,-90,-89,-91,-100,-100,-100,-100,-100,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-92,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-34,-53,-54,-54,-53,-64,-64,-64,-69,-71,-71,-100,-74,-73,-74,-61,-66,-66,-66,-100,-74,-74,-74,-76,-75,-76,-75,-75,-75,-72,-75,-71,-72,-72,-75,-70,-80,-70,-100,-78,-80,-100,-100,-100,-83,-100,-100,-82,-82,-100,-100,-100,-82,-100,-100,-86,-83,-80,-89,-92,-100,-80,-79,-100,-100,-100,-79,-100,-100,-100,-90,-91,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-90,-100,-100,-88,-88,-87,-100,-93,-100,-88,-89,-100,-100,-91,-100,-100,-93,-100,-100,-100,-89,-100,-100,-91,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,316.79999999999995,4
-34,-58,-53,-59,-58,-66,-66,-67,-67,-80,-67,-70,-74,-72,-74,-60,-64,-63,-63,-100,-77,-77,-76,-75,-73,-74,-80,-80,-80,-76,-73,-77,-76,-100,-80,-100,-76,-100,-76,-100,-75,-79,-100,-79,-85,-79,-100,-86,-86,-87,-100,-87,-85,-100,-87,-86,-88,-79,-89,-90,-100,-79,-100,-80,-79,-100,-80,-100,-100,-100,-85,-100,-100,-100,-100,-89,-100,-100,-100,-91,-90,-100,-100,-100,-100,-100,-100,-100,-89,-100,-76,-85,-86,-86,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,330.99999999999994,5
