38:17:c3:19:55:50,38:17:c3:19:55:51,38:17:c3:19:55:52,38:17:c3:19:55:41,38:17:c3:19:55:40,38:17:c3:19:55:42,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,b0:be:76:f8:30:5e,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:58:b1,68:ff:7b:e4:af:39,64:e5:99:c3:13:3c,00:4e:35:df:06:52,38:17:c3:24:58:a1,38:17:c3:24:58:a2,20:4e:7f:c2:ff:e8,38:17:c3:24:58:a0,32:f7:72:50:57:3b,80:8d:b7:55:3a:50,00:4e:35:df:06:50,00:4e:35:df:06:51,00:4e:35:df:06:40,68:ff:7b:e4:af:38,44:48:c1:a5:82:30,44:48:c1:a5:82:32,66:2a:2f:53:7c:99,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,38:17:c3:1f:08:50,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,ea:9e:b4:53:24:54,38:17:c3:1f:0e:12,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,80:8d:b7:55:39:d0,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,80:8d:b7:55:35:03,38:17:c3:1f:01:90,38:17:c3:1f:01:92,80:8d:b7:55:35:10,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:91,80:8d:b7:55:35:00,80:8d:b7:55:35:01,80:8d:b7:55:35:02,38:17:c3:1f:01:81,80:8d:b7:55:25:e3,80:8d:b7:55:25:e0,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,44:48:c1:a5:82:21,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:a1,44:48:c1:a5:82:20,44:48:c1:a5:82:22,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:19:d7:62,38:17:c3:1e:ff:11,38:17:c3:19:45:b0,38:17:c3:19:45:b1,38:17:c3:19:45:b2,72:32:b1:3e:1a:b7,80:8d:b7:55:25:e1,38:17:c3:1f:01:80,80:8d:b7:55:25:e2,38:17:c3:1f:01:82,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:b0,20:a6:cd:50:24:a2,72:32:b1:3e:1a:b8,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,20:a6:cd:50:24:a0,00:4e:35:df:06:41,00:4e:35:df:06:42,b4:5d:50:e1:92:33,80:8d:b7:55:39:c0,38:17:c3:19:d7:60,38:17:c3:19:d7:61,b4:5d:50:e1:92:23,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:40,38:17:c3:1e:ff:01,00:4e:35:de:e1:12,38:17:c3:1e:ff:00,60:32:b1:3e:1a:b7,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,38:17:c3:1f:09:83,00:4e:35:de:e1:02,b4:5d:50:e1:96:53,b4:5d:50:e1:92:21,38:17:c3:19:71:90,b4:5d:50:e1:92:20,b4:5d:50:e1:96:51,38:17:c3:19:71:92,b4:5d:50:e1:92:22,b4:5d:50:e1:96:52,38:17:c3:19:71:91,20:a6:cd:42:0b:e3,b4:5d:50:e1:92:31,b4:5d:50:e1:92:32,b4:5d:50:e1:92:30,b4:5d:50:e1:96:50,38:17:c3:1f:09:93,38:17:c3:1f:09:90,38:17:c3:1f:22:32,38:17:c3:1f:22:31,00:4e:35:de:e1:11,00:4e:35:de:e1:10,a8:bd:27:4c:bd:31,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:20,00:4e:35:de:e1:00,00:4e:35:de:e1:01,38:17:c3:1f:08:52,38:17:c3:1f:08:51,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,38:17:c3:1f:08:40,00:4e:35:df:0e:12,38:17:c3:19:71:82,00:4e:35:de:d7:42,38:17:c3:1f:08:42,38:17:c3:1f:22:21,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:1f:22:20,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:22,38:17:c3:1f:22:22,00:4e:35:de:d7:43,38:17:c3:1f:08:41,00:4e:35:df:0e:11,00:4e:35:df:0e:10,00:4e:35:df:0e:00,00:4e:35:df:0e:02,00:4e:35:df:0e:01,38:17:c3:1f:0f:90,38:17:c3:1f:0f:92,38:17:c3:24:4f:10,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1b:08:b0,38:17:c3:1b:08:a1,00:4e:35:de:d7:40,00:4e:35:de:d7:41,x,y,label
-77,-77,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-83,-100,-73,-100,-100,-100,-100,-100,-60,-72,-74,-81,-100,-75,-75,-87,-59,-60,-100,-80,-80,-71,-80,-100,-100,-100,-63,-64,-65,-100,-100,-100,-80,-79,-79,-80,-100,-82,-100,-82,-100,-100,-100,-79,-100,-75,-79,-79,-70,-70,-87,-87,-86,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-81,-81,-90,-70,-92,-100,-88,-100,-69,-100,-84,-100,-100,-100,-86,-100,-89,-100,-100,-90,-100,-100,-90,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-86,-86,-84,-84,-100,-100,-100,-89,-87,-100,-100,-89,-100,-90,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-60,-75,-74,-100,-100,-76,-76,-89,-59,-60,-100,-86,-100,-71,-86,-86,-86,-100,-61,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-76,-79,-79,-79,-77,-78,-78,-73,-72,-87,-88,-87,-74,-100,-100,-100,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-86,-100,-100,-100,-100,-67,-100,-100,-82,-86,-73,-100,-91,-91,-87,-100,-100,-86,-100,-100,-100,-87,-100,-88,-100,-100,-91,-100,-100,-90,-100,-100,-90,-100,-86,-86,-87,-100,-100,-100,-85,-86,-86,-87,-100,-100,-100,-88,-88,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-87,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-73,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-63,-76,-76,-83,-100,-76,-76,-87,-62,-63,-100,-100,-100,-71,-100,-100,-100,-100,-62,-64,-64,-100,-100,-100,-80,-80,-80,-100,-100,-83,-83,-82,-100,-100,-81,-77,-78,-76,-78,-78,-100,-75,-87,-88,-87,-75,-100,-100,-100,-74,-73,-100,-100,-92,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-91,-100,-100,-88,-100,-86,-86,-86,-100,-100,-100,-100,-100,-85,-85,-100,-100,-89,-100,-100,-100,-100,-85,-100,-86,-87,-86,-100,-100,-87,-100,-100,-90,-87,-88,-100,-89,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-75,-74,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-59,-74,-73,-100,-100,-76,-76,-86,-59,-59,-100,-100,-100,-67,-100,-100,-100,-100,-61,-64,-64,-100,-100,-100,-78,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-77,-78,-76,-77,-76,-100,-75,-88,-86,-86,-73,-100,-100,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-88,-100,-100,-100,-100,-67,-100,-100,-100,-86,-75,-100,-100,-89,-100,-67,-100,-83,-100,-100,-100,-87,-100,-88,-100,-100,-90,-100,-100,-89,-100,-100,-90,-100,-88,-88,-89,-100,-100,-100,-88,-100,-100,-83,-100,-100,-100,-87,-100,-86,-100,-87,-100,-86,-88,-87,-100,-100,-100,-100,-100,-89,-100,-100,-89,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-77,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-84,-100,-73,-72,-87,-60,-61,-100,-100,-100,-68,-100,-100,-100,-100,-62,-62,-63,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-76,-100,-77,-76,-73,-77,-77,-73,-100,-88,-88,-100,-73,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-69,-100,-100,-83,-83,-86,-100,-100,-100,-89,-100,-100,-100,-83,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-89,-100,-100,-90,-100,-86,-87,-88,-100,-100,-100,-100,-100,-84,-83,-100,-100,-100,-100,-100,-87,-100,-89,-100,-91,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-61,-72,-72,-100,-100,-72,-72,-86,-60,-60,-100,-100,-80,-72,-100,-100,-100,-93,-61,-62,-62,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-76,-76,-73,-76,-76,-73,-73,-88,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-82,-83,-87,-80,-100,-100,-89,-100,-69,-100,-88,-100,-100,-100,-89,-100,-89,-100,-100,-88,-100,-100,-88,-100,-100,-89,-100,-86,-86,-86,-100,-100,-100,-100,-100,-88,-86,-100,-100,-100,-89,-88,-100,-100,-88,-100,-88,-89,-88,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,515.5999999999998,18
-79,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-83,-100,-72,-100,-100,-100,-100,-100,-59,-73,-72,-100,-100,-73,-73,-91,-59,-58,-86,-100,-100,-100,-100,-100,-87,-100,-68,-69,-69,-81,-90,-100,-100,-100,-100,-100,-100,-100,-84,-83,-100,-75,-78,-76,-76,-73,-77,-77,-74,-73,-86,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-68,-69,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-85,-100,-91,-100,-100,-90,-100,-100,-100,-100,-100,-89,-100,-93,-100,-100,-100,-100,-100,-85,-85,-84,-83,-100,-89,-100,-100,-100,-100,-100,-87,-100,-87,-87,-87,-100,-100,-100,-100,-100,-89,-100,-100,-90,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-80,-79,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-82,-100,-75,-100,-100,-100,-100,-100,-60,-75,-74,-100,-100,-78,-77,-87,-59,-59,-87,-80,-81,-77,-80,-87,-87,-100,-70,-69,-70,-80,-100,-100,-77,-77,-77,-76,-100,-83,-100,-83,-100,-100,-78,-76,-76,-78,-76,-76,-77,-77,-88,-87,-88,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-80,-78,-89,-77,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-87,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-91,-91,-100,-100,-100,-86,-86,-83,-84,-100,-100,-100,-87,-87,-100,-100,-92,-88,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-100,-76,-76,-100,-100,-81,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-62,-74,-73,-100,-100,-77,-77,-86,-79,-62,-100,-100,-78,-73,-78,-100,-84,-100,-66,-67,-66,-100,-100,-100,-78,-78,-78,-79,-100,-83,-83,-83,-100,-74,-77,-78,-77,-77,-77,-76,-75,-100,-85,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-100,-100,-100,-100,-100,-100,-69,-100,-77,-78,-100,-100,-90,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-86,-86,-100,-100,-100,-100,-100,-100,-100,-90,-100,-89,-90,-89,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-100,-100,-76,-100,-81,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-60,-73,-72,-100,-100,-75,-74,-88,-60,-59,-100,-100,-80,-72,-100,-100,-100,-100,-65,-66,-66,-81,-100,-100,-79,-79,-79,-80,-100,-81,-81,-81,-100,-100,-100,-76,-77,-74,-77,-77,-73,-100,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-77,-77,-90,-74,-89,-89,-89,-100,-69,-100,-85,-100,-100,-100,-87,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-86,-87,-86,-86,-100,-88,-89,-100,-100,-100,-100,-91,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-74,-73,-75,-81,-80,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-82,-100,-73,-100,-100,-100,-100,-100,-61,-73,-73,-78,-100,-77,-76,-84,-60,-60,-100,-77,-100,-100,-77,-100,-100,-100,-64,-66,-66,-82,-100,-100,-77,-78,-78,-78,-100,-82,-82,-82,-100,-100,-100,-78,-79,-77,-78,-79,-75,-100,-86,-86,-86,-81,-100,-100,-100,-80,-80,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-91,-75,-90,-89,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-93,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-57,-69,-70,-77,-100,-76,-77,-88,-58,-58,-100,-78,-78,-76,-80,-100,-100,-100,-66,-67,-66,-100,-100,-100,-80,-79,-79,-79,-100,-84,-83,-100,-100,-100,-100,-78,-78,-77,-79,-78,-100,-75,-87,-85,-87,-100,-100,-100,-100,-79,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-90,-100,-89,-89,-88,-100,-100,-100,-86,-100,-100,-100,-86,-100,-88,-100,-100,-92,-100,-100,-89,-100,-100,-90,-100,-91,-90,-100,-100,-100,-100,-85,-86,-86,-86,-89,-90,-100,-100,-100,-100,-100,-87,-89,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,529.7999999999998,19
-75,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-63,-79,-100,-100,-100,-75,-74,-82,-64,-63,-100,-81,-81,-61,-81,-100,-100,-100,-64,-67,-67,-100,-100,-100,-79,-79,-79,-79,-100,-84,-83,-100,-100,-100,-100,-71,-71,-75,-72,-72,-76,-76,-91,-89,-91,-83,-100,-100,-100,-82,-82,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-69,-100,-100,-75,-86,-100,-100,-90,-89,-100,-69,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-89,-100,-86,-87,-87,-100,-100,-100,-100,-100,-86,-86,-88,-87,-100,-100,-86,-100,-100,-93,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-74,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-85,-78,-77,-76,-100,-74,-73,-81,-65,-65,-100,-100,-100,-72,-100,-100,-100,-100,-64,-69,-68,-79,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-72,-72,-73,-72,-72,-100,-75,-90,-100,-100,-83,-100,-100,-100,-83,-83,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-70,-100,-76,-76,-85,-100,-91,-90,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-85,-100,-100,-90,-100,-100,-90,-100,-100,-100,-100,-86,-87,-87,-100,-100,-100,-100,-100,-86,-87,-88,-88,-100,-80,-85,-100,-100,-93,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-64,-77,-77,-100,-100,-73,-73,-100,-63,-64,-100,-100,-100,-76,-100,-100,-100,-100,-66,-66,-67,-100,-100,-100,-76,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-71,-72,-73,-71,-72,-100,-76,-91,-88,-89,-81,-100,-100,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-92,-100,-100,-100,-71,-100,-75,-75,-85,-100,-88,-100,-100,-100,-70,-100,-89,-100,-100,-100,-100,-100,-85,-100,-100,-88,-100,-100,-87,-100,-100,-88,-100,-85,-86,-85,-100,-100,-100,-100,-100,-88,-88,-88,-89,-100,-100,-85,-89,-100,-91,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-63,-80,-80,-100,-100,-74,-74,-80,-64,-63,-100,-100,-100,-75,-100,-84,-84,-84,-64,-100,-100,-100,-100,-100,-78,-78,-78,-89,-100,-100,-84,-85,-100,-100,-100,-72,-72,-74,-71,-71,-76,-100,-90,-100,-100,-81,-100,-100,-100,-82,-82,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-100,-75,-75,-86,-100,-100,-100,-100,-100,-72,-100,-88,-100,-100,-100,-92,-100,-86,-100,-100,-88,-100,-100,-88,-100,-100,-89,-100,-85,-100,-100,-100,-100,-100,-100,-100,-87,-88,-90,-89,-100,-100,-86,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-74,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-81,-100,-74,-100,-100,-100,-100,-100,-64,-100,-75,-77,-100,-73,-73,-83,-65,-65,-100,-79,-78,-74,-79,-85,-86,-86,-65,-67,-67,-87,-100,-100,-76,-76,-76,-100,-100,-84,-84,-84,-100,-100,-82,-72,-72,-73,-72,-73,-100,-77,-91,-100,-100,-81,-100,-100,-100,-81,-81,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-81,-100,-87,-100,-100,-100,-100,-70,-100,-77,-77,-86,-76,-100,-90,-92,-100,-71,-100,-86,-100,-100,-100,-91,-100,-100,-100,-100,-88,-100,-100,-88,-100,-100,-88,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-88,-89,-89,-100,-85,-87,-100,-100,-100,-89,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-75,-74,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-65,-75,-75,-77,-100,-73,-73,-83,-65,-65,-100,-84,-100,-75,-77,-85,-85,-86,-65,-68,-68,-100,-93,-100,-75,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-76,-76,-88,-90,-89,-80,-100,-100,-100,-81,-81,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-93,-100,-100,-100,-100,-100,-77,-77,-86,-77,-90,-91,-100,-100,-100,-100,-88,-100,-100,-100,-92,-100,-85,-100,-100,-89,-100,-100,-89,-100,-100,-88,-100,-86,-86,-86,-100,-100,-100,-100,-100,-88,-88,-89,-89,-100,-85,-86,-100,-100,-90,-100,-90,-91,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,543.9999999999999,20
-71,-71,-72,-77,-78,-77,-100,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-68,-71,-71,-76,-100,-76,-76,-85,-68,-68,-84,-100,-82,-100,-82,-100,-100,-100,-66,-73,-73,-86,-100,-100,-78,-78,-78,-78,-100,-100,-100,-100,-100,-70,-100,-76,-77,-76,-77,-77,-100,-74,-87,-86,-87,-100,-100,-100,-100,-100,-43,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-76,-76,-90,-100,-91,-100,-100,-100,-100,-100,-82,-100,-100,-100,-88,-100,-86,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-83,-82,-89,-89,-100,-86,-100,-100,-100,-92,-90,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-74,-72,-76,-76,-100,-76,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-65,-71,-100,-100,-100,-76,-76,-85,-65,-66,-84,-100,-100,-78,-100,-86,-85,-86,-67,-70,-70,-81,-100,-100,-78,-79,-100,-100,-100,-88,-88,-90,-100,-100,-100,-77,-78,-76,-77,-77,-76,-76,-87,-87,-88,-80,-100,-100,-100,-81,-81,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-77,-77,-100,-76,-100,-100,-100,-100,-70,-100,-82,-100,-100,-100,-100,-100,-87,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-82,-82,-100,-100,-100,-88,-87,-84,-84,-89,-100,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
-79,-75,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-83,-100,-70,-100,-100,-100,-100,-100,-100,-70,-71,-76,-100,-78,-77,-85,-100,-100,-85,-100,-100,-80,-100,-100,-100,-100,-68,-68,-69,-81,-100,-100,-100,-100,-100,-100,-100,-88,-88,-88,-100,-100,-100,-78,-77,-78,-77,-77,-74,-74,-86,-86,-86,-82,-100,-100,-100,-82,-81,-92,-100,-91,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-68,-68,-100,-100,-77,-93,-75,-90,-90,-100,-100,-100,-100,-81,-100,-100,-100,-90,-100,-86,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-91,-100,-86,-85,-85,-85,-91,-100,-90,-91,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,558.1999999999999,21
