60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,44:48:c1:91:d0:14,b4:5d:50:e1:96:42,44:48:c1:91:d0:12,44:48:c1:91:d0:11,44:48:c1:91:d0:10,38:17:c3:1f:14:02,b4:5d:50:e1:96:41,38:17:c3:1f:14:00,b4:5d:50:e1:96:43,20:a6:cd:42:0a:c3,9c:d6:43:60:92:e0,44:48:c1:91:d0:04,44:48:c1:91:d0:00,38:17:c3:1f:14:01,44:48:c1:91:d0:02,44:48:c1:91:d0:01,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d2,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:1f:09:80,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,38:17:c3:1f:09:81,38:17:c3:1f:09:82,44:48:c1:91:95:a2,44:48:c1:91:95:a3,38:17:c3:24:47:52,44:48:c1:91:95:b3,44:48:c1:91:95:a1,38:17:c3:1f:14:10,38:17:c3:24:47:51,38:17:c3:24:47:50,38:17:c3:1f:14:11,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:14:12,38:17:c3:1f:19:d2,a8:bd:27:4c:aa:92,38:17:c3:1f:09:93,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:09:92,38:17:c3:1f:19:d0,44:48:c1:91:aa:22,38:17:c3:1f:09:91,38:17:c3:19:45:b2,38:17:c3:1f:09:90,38:17:c3:19:45:b0,38:17:c3:19:45:b1,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,a8:bd:27:4c:aa:82,38:17:c3:19:45:a2,20:a6:cd:42:0a:c2,a8:bd:27:4c:aa:80,a8:bd:27:4c:aa:81,ac:e2:d3:c4:08:e6,20:a6:cd:42:13:f0,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:72,20:a6:cd:42:0b:f3,38:17:c3:19:d7:71,38:17:c3:19:d7:60,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:25:f1,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:25:f2,66:2a:2f:53:7c:99,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,ea:9e:b4:53:24:54,80:8d:b7:55:35:02,80:8d:b7:55:3a:52,80:8d:b7:55:3a:50,80:8d:b7:55:3a:51,b0:be:76:f8:30:5e,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,38:17:c3:1e:ff:10,80:8d:b7:55:35:00,38:17:c3:19:71:90,80:8d:b7:55:35:12,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:36:30,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:00,80:8d:b7:55:39:c1,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,20:a6:cd:50:24:a0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:29:d1,00:4e:35:df:06:41,38:17:c3:1e:ff:01,00:4e:35:df:06:52,68:ff:7b:e4:af:38,80:8d:b7:55:29:c1,00:4e:35:de:e1:12,80:8d:b7:55:29:c2,20:a6:cd:50:24:b0,80:8d:b7:55:29:c0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:22:31,38:17:c3:1f:22:30,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:01,38:17:c3:1f:0e:02,x,y,label
-100,-100,-71,-71,-70,-100,-78,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-88,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-62,-100,-100,-100,-62,-100,-61,-62,-62,-100,-100,-100,-63,-77,-78,-100,-100,-100,-100,-100,-85,-85,-79,-86,-100,-82,-83,-81,-83,-84,-84,-81,-100,-100,-100,-84,-89,-81,-100,-84,-88,-88,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-73,-73,-73,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-59,-60,-61,-100,-100,-100,-61,-78,-78,-100,-80,-100,-100,-100,-84,-85,-79,-86,-100,-81,-100,-81,-79,-79,-79,-81,-100,-100,-80,-84,-86,-80,-100,-84,-86,-87,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-84,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-69,-69,-68,-100,-80,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-59,-100,-100,-100,-60,-100,-59,-61,-60,-100,-100,-100,-61,-76,-78,-100,-77,-80,-79,-100,-83,-84,-79,-87,-79,-81,-100,-81,-81,-80,-79,-86,-100,-100,-80,-82,-86,-80,-100,-84,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-86,-100,-100,-84,-89,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-57,-61,-60,-100,-100,-100,-60,-76,-78,-100,-77,-80,-79,-100,-84,-84,-79,-87,-79,-100,-100,-82,-81,-80,-100,-85,-81,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-91,-100,-86,-100,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-59,-61,-62,-100,-100,-100,-61,-79,-80,-100,-79,-100,-100,-100,-84,-85,-78,-87,-100,-83,-83,-82,-81,-81,-82,-85,-81,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-100,-82,-82,-82,-85,-91,-100,-84,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-56,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-59,-60,-60,-100,-100,-100,-61,-79,-78,-78,-76,-100,-100,-79,-85,-86,-78,-87,-100,-83,-80,-100,-81,-80,-82,-83,-100,-100,-100,-85,-86,-100,-100,-85,-85,-85,-100,-100,-100,-85,-86,-100,-84,-82,-82,-82,-85,-91,-100,-85,-100,-100,-84,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,775,175,36
-100,-100,-70,-70,-70,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-56,-61,-60,-100,-100,-100,-60,-84,-84,-86,-83,-100,-100,-100,-81,-81,-84,-88,-100,-83,-83,-83,-86,-86,-87,-100,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-72,-71,-71,-100,-74,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-55,-100,-100,-100,-55,-100,-56,-58,-58,-100,-100,-100,-58,-82,-83,-86,-83,-100,-100,-76,-81,-82,-82,-87,-100,-80,-100,-80,-85,-84,-84,-84,-100,-100,-100,-82,-83,-81,-100,-81,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-94,-100,-100,-100,-100,-100,-100,-100,-86,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-70,-70,-70,-100,-76,-77,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-56,-58,-58,-100,-100,-100,-58,-80,-80,-79,-80,-100,-100,-76,-81,-81,-80,-88,-100,-81,-83,-81,-85,-84,-84,-84,-79,-79,-79,-81,-81,-81,-100,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-70,-70,-70,-100,-76,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-58,-63,-61,-100,-100,-100,-62,-80,-79,-80,-79,-100,-100,-81,-81,-81,-79,-90,-100,-83,-92,-83,-85,-84,-84,-85,-78,-79,-79,-81,-81,-82,-100,-81,-82,-82,-100,-100,-100,-100,-86,-100,-100,-100,-77,-78,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-70,-70,-70,-100,-75,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-58,-60,-60,-100,-100,-100,-59,-78,-79,-78,-79,-80,-80,-78,-81,-81,-79,-90,-81,-82,-83,-82,-85,-85,-85,-85,-78,-100,-100,-81,-100,-83,-100,-81,-100,-81,-100,-100,-100,-100,-86,-89,-100,-100,-77,-100,-86,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-69,-69,-70,-100,-76,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-58,-58,-59,-100,-100,-100,-58,-78,-79,-78,-79,-80,-80,-78,-81,-81,-79,-90,-81,-82,-100,-82,-85,-85,-85,-83,-77,-77,-78,-81,-82,-83,-100,-81,-83,-81,-100,-100,-100,-100,-88,-89,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,792,175,37
-100,-100,-71,-71,-71,-100,-76,-77,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-89,-100,-100,-100,-100,-100,-86,-100,-100,-100,-53,-100,-100,-100,-100,-100,-58,-100,-100,-100,-58,-100,-58,-60,-61,-100,-100,-100,-61,-76,-77,-81,-79,-79,-81,-80,-85,-84,-77,-90,-81,-83,-100,-82,-85,-86,-86,-100,-79,-80,-100,-79,-100,-82,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-87,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-67,-67,-67,-100,-76,-74,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-51,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-100,-62,-62,-61,-100,-100,-100,-61,-77,-76,-78,-78,-79,-78,-80,-85,-86,-76,-90,-80,-83,-88,-82,-85,-86,-85,-100,-80,-100,-100,-85,-100,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-67,-66,-66,-100,-76,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-56,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-100,-61,-61,-61,-100,-100,-100,-61,-78,-76,-79,-78,-79,-78,-80,-84,-86,-76,-89,-80,-84,-100,-84,-85,-86,-85,-100,-80,-100,-100,-85,-81,-83,-100,-83,-100,-100,-100,-100,-100,-83,-89,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-66,-66,-66,-100,-79,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-89,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-51,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-100,-61,-61,-62,-100,-100,-100,-61,-76,-76,-79,-78,-100,-79,-100,-85,-86,-76,-89,-100,-83,-90,-83,-85,-85,-85,-100,-100,-100,-100,-85,-80,-83,-100,-83,-80,-80,-100,-100,-100,-80,-89,-100,-81,-83,-83,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-66,-66,-66,-100,-79,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-87,-89,-100,-100,-100,-100,-100,-87,-100,-100,-100,-55,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-100,-61,-62,-62,-100,-100,-100,-61,-76,-78,-80,-78,-100,-79,-80,-85,-86,-78,-89,-100,-83,-100,-83,-86,-86,-85,-100,-100,-100,-100,-85,-80,-83,-100,-85,-80,-80,-100,-100,-100,-80,-100,-100,-82,-82,-82,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-66,-66,-66,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-61,-100,-100,-100,-60,-100,-61,-61,-62,-100,-100,-100,-61,-79,-79,-80,-79,-100,-100,-80,-84,-85,-79,-88,-100,-83,-86,-83,-85,-85,-85,-91,-82,-100,-82,-85,-81,-83,-100,-85,-83,-83,-100,-100,-100,-100,-100,-100,-82,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,809,175,38
-100,-100,-73,-73,-73,-100,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-53,-100,-100,-100,-53,-100,-54,-57,-57,-100,-100,-100,-58,-82,-81,-100,-81,-82,-83,-100,-87,-87,-81,-89,-83,-85,-100,-84,-82,-82,-83,-100,-100,-100,-100,-87,-81,-85,-100,-90,-81,-81,-100,-100,-100,-84,-100,-92,-82,-78,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-73,-73,-73,-100,-77,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-100,-100,-55,-100,-100,-100,-56,-100,-55,-57,-57,-100,-100,-100,-57,-81,-81,-100,-81,-82,-83,-79,-89,-88,-81,-89,-83,-83,-100,-84,-82,-82,-83,-100,-100,-100,-100,-88,-80,-83,-100,-88,-81,-81,-100,-100,-100,-84,-100,-92,-82,-78,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-74,-74,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-55,-100,-100,-100,-56,-100,-55,-57,-57,-100,-100,-100,-56,-81,-81,-100,-81,-100,-85,-81,-89,-88,-81,-89,-100,-83,-83,-83,-82,-82,-83,-100,-82,-100,-100,-88,-80,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-74,-73,-73,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-55,-57,-57,-100,-100,-100,-56,-80,-80,-79,-81,-100,-85,-80,-88,-88,-79,-90,-100,-100,-100,-83,-82,-83,-83,-100,-83,-84,-100,-86,-82,-100,-100,-86,-80,-80,-100,-100,-100,-100,-100,-100,-100,-77,-78,-76,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
-100,-100,-74,-73,-74,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-56,-100,-100,-100,-56,-100,-55,-56,-57,-100,-100,-100,-57,-80,-80,-79,-81,-84,-85,-80,-88,-88,-80,-89,-100,-84,-100,-84,-83,-83,-83,-87,-83,-84,-100,-88,-82,-84,-100,-86,-80,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,826,175,39
