b0:be:76:f8:30:5e,00:4e:35:df:06:51,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,00:4e:35:df:06:52,00:4e:35:de:e1:12,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,80:8d:b7:55:39:d0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,38:17:c3:19:d7:72,38:17:c3:19:d7:71,80:8d:b7:55:39:c0,80:8d:b7:55:35:10,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,38:17:c3:1e:ff:12,38:17:c3:1e:ff:10,80:8d:b7:55:35:02,80:8d:b7:55:35:03,80:8d:b7:55:35:01,38:17:c3:19:d7:62,80:8d:b7:55:35:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:01:92,38:17:c3:1f:01:91,00:4e:35:df:06:50,38:17:c3:1f:0e:00,38:17:c3:1f:01:90,38:17:c3:19:d7:60,20:a6:cd:50:24:a1,66:2a:2f:53:7c:99,00:4e:35:de:e1:11,80:8d:b7:55:25:e2,80:8d:b7:55:25:e3,b4:5d:50:e1:92:33,ac:e2:d3:c4:08:e6,20:a6:cd:50:24:a2,44:48:c1:a5:82:20,20:a6:cd:50:24:a0,80:8d:b7:55:25:e1,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,60:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,80:8d:b7:55:3a:50,38:17:c3:19:55:50,38:17:c3:19:d7:61,80:8d:b7:55:3a:42,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1e:ff:01,b4:5d:50:e1:92:32,68:ff:7b:e4:af:39,b4:5d:50:e1:96:43,80:8d:b7:55:3a:40,20:a6:cd:50:24:b0,38:17:c3:1f:22:30,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:01:81,38:17:c3:1f:01:82,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:de:e1:10,38:17:c3:19:55:52,38:17:c3:19:55:51,38:17:c3:19:45:a1,38:17:c3:1f:01:80,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:41,38:17:c3:1e:ff:02,b4:5d:50:e1:92:23,80:8d:b7:55:25:e0,38:17:c3:19:45:b0,00:4e:35:df:06:42,68:ff:7b:e4:af:38,38:17:c3:1e:ff:11,38:17:c3:1f:09:83,38:17:c3:19:71:90,b4:5d:50:e1:92:30,b4:5d:50:e1:96:53,b4:5d:50:e1:92:22,b4:5d:50:e1:96:50,00:4e:35:df:06:40,72:32:b1:3e:1a:b8,38:17:c3:19:45:a2,38:17:c3:19:71:91,00:4e:35:de:e1:00,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:19:55:42,38:17:c3:19:55:41,38:17:c3:1f:09:93,38:17:c3:19:45:a0,20:a6:cd:42:0b:f0,38:17:c3:19:71:92,20:a6:cd:42:0b:e3,38:17:c3:1f:09:90,38:17:c3:19:55:40,b4:5d:50:e1:92:20,b4:5d:50:e1:92:21,00:4e:35:de:d7:43,00:4e:35:de:e1:02,a8:bd:27:4c:bd:30,38:17:c3:1f:08:50,44:48:c1:91:95:b0,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,44:48:c1:91:95:b2,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:21,a8:bd:27:4c:bd:20,00:4e:35:de:d7:53,00:4e:35:de:d7:52,00:4e:35:de:e1:01,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:08:51,38:17:c3:1f:08:52,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:30,00:4e:35:df:0e:12,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,00:4e:35:df:0e:01,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:a1,00:4e:35:df:0e:00,38:17:c3:1e:fc:a0,00:4e:35:df:0e:02,38:17:c3:1e:fc:a2,64:e5:99:c3:13:3c,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:b0,38:17:c3:24:4f:12,38:17:c3:24:4f:11,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:1f:0f:90,38:17:c3:24:4f:10,38:17:c3:24:58:a0,38:17:c3:24:4f:00,38:17:c3:24:4f:02,38:17:c3:24:4f:01,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,9c:d6:43:60:92:e0,x,y,label
-69,-74,-79,-81,-80,-64,-64,-63,-63,-74,-82,-80,-64,-63,-58,-57,-69,-69,-69,-65,-72,-72,-85,-84,-57,-69,-72,-84,-100,-90,-76,-76,-76,-100,-76,-77,-77,-100,-100,-74,-77,-89,-86,-100,-86,-81,-82,-82,-82,-82,-100,-52,-100,-82,-69,-69,-100,-100,-69,-87,-100,-68,-100,-91,-100,-82,-83,-100,-68,-89,-89,-81,-100,-100,-100,-52,-52,-82,-86,-87,-100,-100,-68,-87,-100,-100,-75,-100,-78,-82,-100,-75,-100,-100,-100,-90,-82,-100,-79,-100,-75,-90,-100,-100,-86,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-80,-78,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-71,-73,-80,-80,-80,-64,-63,-63,-63,-73,-75,-79,-64,-63,-58,-57,-69,-69,-69,-66,-72,-72,-84,-84,-58,-69,-72,-84,-100,-100,-76,-76,-76,-100,-77,-77,-77,-100,-100,-73,-77,-100,-100,-100,-86,-75,-82,-81,-82,-82,-100,-52,-100,-82,-69,-69,-100,-100,-69,-87,-100,-69,-100,-91,-100,-82,-93,-100,-69,-90,-100,-82,-100,-100,-100,-52,-52,-75,-86,-87,-100,-100,-69,-100,-100,-100,-75,-100,-85,-83,-100,-75,-100,-100,-100,-100,-100,-100,-84,-100,-74,-100,-100,-100,-86,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-80,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-67,-74,-81,-81,-80,-64,-64,-64,-64,-75,-75,-80,-64,-64,-58,-58,-69,-69,-69,-65,-72,-72,-85,-84,-57,-69,-72,-84,-100,-100,-76,-74,-76,-100,-77,-77,-77,-100,-100,-73,-77,-88,-100,-100,-86,-75,-81,-81,-82,-86,-100,-52,-100,-84,-69,-69,-100,-100,-69,-86,-87,-69,-100,-100,-100,-83,-90,-100,-71,-91,-87,-82,-100,-100,-100,-52,-52,-75,-87,-87,-100,-100,-69,-87,-100,-100,-75,-100,-84,-82,-100,-75,-100,-100,-100,-91,-83,-100,-84,-100,-75,-86,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-100,-100,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-69,-75,-81,-81,-80,-64,-64,-63,-63,-75,-80,-80,-64,-63,-58,-58,-69,-69,-69,-66,-72,-72,-84,-83,-58,-69,-72,-84,-100,-100,-76,-74,-76,-86,-77,-77,-77,-100,-100,-75,-77,-89,-100,-100,-59,-80,-81,-82,-82,-86,-100,-52,-100,-84,-69,-69,-100,-100,-69,-87,-86,-69,-100,-100,-100,-82,-90,-100,-71,-90,-89,-82,-100,-100,-100,-52,-52,-79,-86,-88,-100,-100,-70,-87,-100,-100,-75,-100,-84,-82,-100,-75,-100,-100,-100,-89,-83,-100,-84,-100,-75,-86,-100,-100,-86,-100,-100,-81,-81,-100,-100,-100,-100,-100,-100,-81,-84,-83,-100,-85,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,430.39999999999986,12
-69,-73,-80,-80,-79,-59,-59,-63,-63,-73,-79,-80,-59,-63,-61,-60,-67,-67,-68,-72,-73,-73,-83,-84,-61,-68,-73,-83,-100,-100,-77,-80,-78,-100,-78,-100,-100,-100,-100,-74,-100,-100,-84,-100,-88,-79,-82,-83,-84,-100,-100,-58,-100,-81,-64,-64,-81,-100,-64,-100,-83,-70,-100,-100,-100,-84,-87,-100,-70,-100,-91,-85,-100,-100,-100,-58,-58,-79,-100,-100,-100,-100,-70,-100,-100,-100,-76,-100,-75,-81,-100,-75,-100,-100,-100,-87,-84,-100,-100,-100,-75,-84,-100,-100,-83,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-83,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-73,-80,-80,-79,-58,-59,-63,-63,-73,-80,-80,-59,-63,-61,-61,-67,-67,-67,-72,-73,-73,-83,-83,-61,-68,-73,-83,-100,-100,-78,-77,-78,-100,-78,-78,-78,-100,-89,-74,-100,-90,-84,-100,-89,-80,-79,-82,-85,-100,-100,-58,-100,-81,-64,-64,-81,-87,-64,-86,-83,-70,-100,-100,-100,-85,-85,-100,-70,-100,-91,-83,-100,-100,-100,-58,-58,-80,-85,-85,-100,-100,-70,-81,-100,-100,-76,-100,-84,-81,-100,-75,-100,-100,-100,-86,-85,-100,-100,-100,-76,-84,-100,-100,-83,-100,-100,-81,-83,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-83,-100,-100,-100,-85,-87,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-75,-100,-100,-100,-59,-59,-63,-63,-75,-80,-100,-59,-63,-61,-61,-67,-68,-67,-74,-73,-73,-84,-83,-61,-68,-73,-83,-100,-91,-78,-79,-78,-83,-77,-78,-78,-100,-89,-75,-100,-90,-84,-100,-87,-80,-81,-83,-84,-100,-100,-58,-100,-81,-64,-64,-82,-87,-64,-86,-83,-70,-100,-100,-100,-85,-85,-100,-100,-100,-91,-85,-100,-100,-100,-57,-58,-80,-85,-85,-100,-100,-100,-81,-100,-100,-75,-100,-83,-82,-100,-75,-100,-100,-100,-86,-85,-100,-100,-100,-75,-87,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-82,-100,-100,-100,-85,-100,-91,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-76,-80,-80,-80,-59,-59,-63,-63,-76,-77,-79,-59,-63,-60,-61,-67,-67,-67,-76,-73,-73,-83,-84,-61,-67,-72,-83,-100,-90,-77,-80,-78,-84,-77,-100,-77,-89,-100,-76,-77,-89,-83,-100,-85,-77,-81,-83,-84,-100,-100,-58,-100,-81,-64,-64,-82,-88,-64,-100,-83,-69,-100,-100,-100,-100,-86,-100,-68,-100,-100,-85,-100,-100,-100,-58,-58,-78,-85,-100,-100,-100,-69,-82,-100,-100,-75,-100,-84,-82,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-74,-87,-100,-100,-83,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-83,-100,-100,-100,-85,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-75,-77,-80,-80,-59,-59,-63,-63,-75,-78,-80,-59,-63,-61,-61,-67,-67,-68,-72,-73,-73,-83,-83,-61,-68,-73,-84,-100,-90,-78,-80,-78,-84,-78,-100,-77,-89,-100,-76,-77,-89,-83,-100,-86,-78,-81,-84,-84,-100,-100,-58,-100,-81,-64,-64,-80,-89,-64,-100,-83,-69,-100,-100,-100,-100,-86,-100,-70,-100,-100,-85,-100,-100,-100,-58,-58,-78,-85,-100,-100,-100,-70,-82,-100,-100,-75,-100,-87,-82,-100,-75,-100,-100,-100,-89,-100,-100,-100,-100,-75,-89,-100,-100,-82,-100,-100,-84,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-82,-100,-100,-100,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-70,-77,-80,-80,-80,-59,-59,-62,-63,-77,-79,-79,-59,-63,-61,-61,-67,-67,-67,-69,-73,-73,-84,-83,-61,-67,-73,-84,-100,-100,-78,-80,-81,-83,-79,-100,-100,-100,-100,-77,-100,-89,-84,-100,-73,-79,-82,-81,-85,-100,-100,-58,-100,-81,-64,-64,-83,-87,-64,-100,-100,-69,-100,-100,-100,-100,-83,-100,-69,-100,-90,-84,-100,-100,-100,-58,-58,-80,-86,-86,-100,-100,-69,-100,-100,-100,-75,-100,-86,-82,-100,-76,-100,-100,-100,-89,-100,-100,-100,-100,-75,-65,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-82,-100,-100,-100,-85,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,444.59999999999985,13
-69,-100,-78,-78,-77,-70,-70,-69,-69,-100,-83,-78,-70,-68,-63,-63,-72,-72,-72,-66,-74,-74,-83,-83,-62,-72,-74,-84,-100,-89,-77,-83,-79,-83,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-83,-100,-66,-84,-85,-100,-64,-100,-100,-61,-61,-100,-100,-61,-84,-82,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-84,-100,-100,-100,-64,-64,-82,-84,-85,-100,-100,-100,-100,-100,-100,-76,-100,-79,-100,-100,-76,-87,-100,-100,-88,-84,-100,-83,-100,-76,-88,-100,-100,-85,-85,-85,-78,-78,-100,-100,-100,-100,-100,-100,-100,-83,-100,-91,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-84,-83,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-70,-71,-77,-77,-77,-70,-70,-67,-68,-71,-79,-77,-70,-68,-63,-62,-71,-71,-72,-68,-74,-74,-83,-82,-62,-71,-74,-84,-100,-89,-77,-83,-79,-84,-80,-100,-100,-100,-100,-71,-100,-100,-84,-100,-87,-79,-100,-81,-85,-81,-100,-65,-100,-100,-61,-61,-83,-100,-61,-84,-84,-67,-100,-100,-100,-84,-84,-100,-67,-91,-86,-84,-100,-100,-100,-65,-64,-79,-83,-83,-100,-100,-66,-100,-100,-100,-76,-100,-79,-100,-100,-76,-87,-100,-100,-88,-84,-100,-84,-100,-76,-87,-100,-100,-85,-85,-85,-78,-78,-100,-100,-100,-100,-100,-100,-83,-83,-100,-92,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-83,-83,-100,-100,-100,-84,-83,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-69,-72,-79,-79,-79,-68,-68,-67,-67,-72,-80,-78,-68,-67,-63,-62,-72,-72,-72,-66,-74,-74,-82,-83,-63,-72,-74,-83,-100,-100,-100,-80,-100,-88,-76,-75,-75,-87,-86,-72,-75,-88,-87,-100,-83,-79,-100,-76,-85,-88,-100,-64,-100,-100,-62,-63,-83,-100,-63,-100,-87,-67,-100,-100,-100,-86,-84,-100,-67,-90,-89,-86,-100,-100,-100,-64,-64,-79,-83,-83,-100,-100,-67,-100,-100,-100,-76,-100,-83,-100,-100,-76,-100,-100,-100,-88,-86,-100,-84,-100,-76,-87,-100,-100,-84,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-92,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-87,-88,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-67,-72,-79,-78,-79,-63,-63,-63,-63,-76,-76,-77,-64,-63,-69,-64,-71,-71,-71,-68,-74,-77,-86,-85,-63,-71,-77,-86,-100,-100,-75,-77,-74,-85,-75,-76,-75,-87,-86,-76,-76,-88,-85,-100,-86,-76,-79,-82,-79,-88,-100,-65,-100,-79,-70,-70,-82,-100,-71,-100,-85,-71,-100,-100,-100,-80,-86,-100,-72,-90,-89,-79,-100,-100,-100,-65,-65,-75,-79,-79,-100,-100,-72,-100,-100,-100,-76,-100,-80,-79,-100,-76,-100,-100,-100,-100,-80,-100,-82,-100,-76,-100,-100,-100,-84,-88,-87,-82,-81,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-84,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-81,-86,-100,-100,-100,-80,-81,-89,-88,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-68,-77,-79,-78,-78,-64,-64,-63,-63,-77,-75,-79,-64,-63,-64,-64,-71,-72,-72,-67,-77,-76,-86,-86,-100,-72,-77,-86,-100,-100,-74,-74,-75,-84,-75,-75,-75,-100,-100,-77,-75,-100,-84,-100,-73,-75,-79,-81,-79,-100,-100,-64,-100,-78,-70,-70,-80,-89,-70,-100,-85,-70,-100,-100,-100,-79,-86,-100,-71,-93,-87,-79,-100,-100,-100,-64,-65,-75,-80,-79,-100,-100,-71,-100,-100,-100,-77,-100,-80,-80,-100,-77,-100,-100,-100,-100,-79,-100,-81,-100,-76,-100,-100,-100,-100,-88,-100,-81,-84,-100,-100,-100,-100,-100,-100,-82,-83,-82,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-86,-100,-100,-100,-84,-83,-87,-100,-88,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-70,-75,-78,-79,-79,-64,-64,-63,-63,-76,-75,-81,-64,-63,-64,-64,-72,-72,-72,-70,-76,-76,-86,-86,-64,-73,-100,-86,-100,-100,-75,-78,-75,-84,-75,-75,-75,-100,-100,-76,-75,-100,-84,-100,-85,-75,-79,-77,-78,-100,-100,-65,-100,-78,-70,-70,-83,-89,-70,-100,-85,-70,-100,-100,-100,-79,-86,-100,-71,-91,-85,-79,-100,-100,-100,-65,-65,-74,-80,-100,-100,-100,-71,-100,-100,-100,-77,-100,-82,-80,-100,-77,-100,-100,-100,-100,-78,-100,-82,-100,-77,-100,-100,-100,-100,-87,-88,-81,-74,-100,-100,-100,-100,-100,-100,-73,-82,-82,-91,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-81,-81,-90,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,458.79999999999984,14
-59,-100,-74,-74,-74,-67,-67,-63,-63,-72,-78,-74,-67,-63,-65,-65,-72,-72,-72,-69,-100,-78,-82,-81,-65,-69,-78,-82,-100,-100,-100,-76,-100,-85,-100,-75,-100,-92,-90,-72,-75,-89,-85,-100,-84,-79,-85,-82,-84,-100,-100,-66,-100,-84,-64,-64,-100,-90,-65,-100,-85,-70,-100,-100,-100,-84,-100,-100,-70,-93,-87,-84,-100,-100,-100,-66,-66,-78,-81,-100,-100,-100,-70,-86,-100,-100,-73,-100,-100,-83,-100,-73,-100,-100,-100,-84,-84,-100,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-86,-85,-100,-100,-100,-100,-85,-86,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-65,-73,-74,-74,-74,-67,-67,-64,-64,-73,-78,-75,-67,-63,-64,-65,-72,-72,-72,-70,-100,-78,-82,-82,-65,-72,-78,-82,-100,-100,-72,-76,-72,-86,-72,-75,-100,-92,-90,-73,-75,-89,-86,-100,-83,-79,-85,-82,-83,-100,-100,-66,-100,-84,-64,-64,-100,-82,-65,-100,-86,-69,-100,-100,-100,-83,-100,-100,-70,-92,-87,-83,-100,-100,-100,-66,-66,-78,-80,-80,-100,-100,-70,-86,-100,-100,-73,-100,-100,-83,-100,-74,-100,-100,-100,-84,-83,-100,-84,-100,-73,-83,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-79,-82,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-84,-87,-83,-100,-100,-100,-85,-86,-100,-100,-87,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-64,-72,-74,-74,-74,-67,-67,-63,-63,-72,-77,-74,-67,-63,-65,-65,-72,-72,-72,-70,-78,-79,-81,-81,-65,-72,-78,-82,-100,-100,-73,-80,-73,-86,-73,-75,-100,-100,-100,-71,-75,-100,-85,-100,-85,-77,-100,-80,-83,-82,-100,-66,-100,-100,-64,-64,-85,-82,-65,-79,-86,-70,-100,-100,-100,-83,-100,-100,-70,-92,-87,-83,-100,-100,-100,-54,-66,-77,-80,-79,-100,-100,-70,-100,-100,-100,-74,-100,-88,-100,-100,-74,-100,-100,-100,-84,-83,-100,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-86,-83,-83,-79,-83,-100,-87,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-84,-84,-82,-100,-100,-100,-85,-85,-100,-100,-87,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
-64,-71,-74,-74,-74,-67,-67,-63,-63,-70,-77,-74,-67,-63,-65,-65,-72,-72,-72,-72,-78,-78,-82,-81,-65,-72,-79,-81,-100,-100,-73,-79,-73,-100,-73,-100,-100,-100,-100,-70,-75,-100,-85,-100,-84,-77,-100,-77,-83,-83,-100,-66,-100,-83,-65,-65,-85,-100,-65,-80,-86,-70,-100,-100,-100,-83,-100,-100,-70,-92,-100,-83,-100,-100,-100,-66,-66,-77,-81,-80,-100,-100,-70,-100,-100,-100,-74,-100,-88,-85,-100,-73,-100,-100,-100,-84,-83,-100,-83,-100,-73,-81,-100,-85,-83,-100,-100,-87,-84,-100,-100,-100,-85,-100,-100,-84,-83,-83,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-85,-83,-87,-86,-100,-86,-85,-100,-100,-85,-85,-84,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,472.99999999999983,15
