b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,44:48:c1:a5:82:32,80:8d:b7:55:35:13,44:48:c1:a5:82:31,80:8d:b7:55:35:11,80:8d:b7:55:35:12,ea:9e:b4:53:24:54,80:8d:b7:55:35:03,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:3a:50,80:8d:b7:55:39:d0,44:48:c1:a5:82:30,80:8d:b7:55:35:10,00:4e:35:df:06:42,38:17:c3:1f:0e:10,38:17:c3:19:d7:70,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,38:17:c3:19:d7:62,38:17:c3:1f:01:91,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,38:17:c3:1f:01:92,80:8d:b7:55:25:f0,38:17:c3:1f:01:90,20:a6:cd:50:24:b0,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,ac:e2:d3:c4:08:e6,80:8d:b7:55:3a:42,38:17:c3:19:d7:61,00:4e:35:df:06:40,60:32:b1:3e:1a:b8,00:4e:35:de:e1:12,80:8d:b7:55:35:02,00:4e:35:df:06:50,60:32:b1:3e:1a:b7,44:48:c1:a5:82:21,44:48:c1:a5:82:22,00:4e:35:df:06:41,38:17:c3:19:45:b1,38:17:c3:19:45:b2,00:4e:35:df:06:52,80:8d:b7:55:25:e3,38:17:c3:1f:01:81,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:1f:22:31,b4:5d:50:e1:92:33,b4:5d:50:e1:92:23,38:17:c3:1e:ff:10,38:17:c3:1f:22:30,80:8d:b7:55:35:01,80:8d:b7:55:39:c1,38:17:c3:1f:22:32,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:35:00,80:8d:b7:55:39:c0,44:48:c1:a5:82:20,38:17:c3:1f:09:90,b4:5d:50:e1:92:31,38:17:c3:1f:01:82,00:4e:35:df:06:51,80:8d:b7:55:39:c2,80:8d:b7:55:3a:41,72:32:b1:3e:1a:b7,00:4e:35:de:e1:11,38:17:c3:1f:09:93,38:17:c3:1f:09:91,38:17:c3:1f:01:80,38:17:c3:19:d7:60,66:2a:2f:53:7c:99,80:8d:b7:55:25:e2,80:8d:b7:55:25:e1,72:32:b1:3e:1a:b8,20:a6:cd:50:24:a1,68:ff:7b:e4:af:39,38:17:c3:19:45:b0,20:a6:cd:50:24:a0,80:8d:b7:55:25:e0,38:17:c3:19:45:a2,38:17:c3:19:45:a1,80:8d:b7:55:3a:40,38:17:c3:19:45:a0,00:4e:35:de:e1:10,68:ff:7b:e4:af:38,20:a6:cd:50:24:a2,b4:5d:50:e1:92:22,38:17:c3:19:55:40,38:17:c3:1e:ff:02,b4:5d:50:e1:96:53,38:17:c3:19:55:51,b4:5d:50:e1:96:52,38:17:c3:19:55:50,b4:5d:50:e1:92:21,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1f:09:92,38:17:c3:19:71:90,44:48:c1:91:95:b2,38:17:c3:19:55:52,00:4e:35:de:e1:01,38:17:c3:1f:09:83,38:17:c3:19:55:41,44:48:c1:91:95:b3,20:a6:cd:42:0b:e3,00:4e:35:de:e1:02,38:17:c3:19:55:42,38:17:c3:1e:ff:00,38:17:c3:1e:ff:01,b4:5d:50:e1:92:20,00:4e:35:de:e1:00,38:17:c3:1f:22:22,00:4e:35:df:0e:12,a8:bd:27:4c:bd:31,44:48:c1:91:95:b0,38:17:c3:1f:08:50,38:17:c3:1f:08:52,38:17:c3:1f:08:51,44:48:c1:91:95:b1,a8:bd:27:4c:bd:22,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,38:17:c3:1f:08:40,00:4e:35:de:d7:53,00:4e:35:de:d7:50,00:4e:35:de:d7:51,a8:bd:27:4c:bd:32,00:4e:35:de:d7:52,a8:bd:27:4c:bd:30,a8:bd:27:4c:bd:21,00:4e:35:de:d7:43,00:4e:35:df:0e:11,38:17:c3:1f:22:20,00:4e:35:df:0e:10,38:17:c3:19:71:81,38:17:c3:19:71:80,38:17:c3:19:71:82,38:17:c3:1f:22:21,00:4e:35:de:d7:40,00:4e:35:de:d7:41,00:4e:35:de:d7:42,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:36:30,38:17:c3:1e:fc:a2,38:17:c3:1e:fc:a0,00:4e:35:df:0e:01,00:4e:35:df:0e:00,00:4e:35:df:0e:02,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:b0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,64:e5:99:c3:13:3c,38:17:c3:24:58:b0,38:17:c3:24:58:b1,38:17:c3:24:58:b2,38:17:c3:24:58:a2,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:24:4f:10,38:17:c3:24:58:a1,38:17:c3:24:58:a0,38:17:c3:1b:08:b0,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:24:4f:01,38:17:c3:1b:08:b1,38:17:c3:1b:08:b2,38:17:c3:1b:08:a1,00:4e:35:df:27:12,x,y,label
-49,-76,-76,-80,-80,-88,-85,-88,-86,-100,-100,-100,-100,-100,-100,-100,-76,-81,-89,-86,-70,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-75,-100,-70,-100,-78,-100,-70,-100,-100,-100,-70,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-100,-78,-100,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-88,-100,-100,-75,-100,-78,-100,-100,-100,-77,-100,-100,-73,-100,-74,-100,-100,-100,-100,-100,-100,-74,-83,-100,-79,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-71,-100,-100,-100,-100,-100,-66,-68,-100,-100,-100,-100,-100,-100,-71,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-46,-74,-74,-80,-80,-88,-87,-86,-89,-100,-86,-100,-100,-100,-100,-100,-74,-81,-86,-87,-69,-100,-100,-83,-80,-80,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-76,-100,-69,-100,-78,-100,-70,-100,-100,-100,-69,-100,-100,-70,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-77,-100,-78,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-77,-100,-100,-100,-78,-100,-100,-68,-100,-69,-100,-100,-100,-100,-100,-100,-69,-84,-100,-78,-100,-100,-85,-78,-100,-100,-100,-81,-100,-87,-70,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-70,-100,-70,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-43,-74,-74,-82,-81,-86,-87,-86,-87,-100,-86,-100,-100,-100,-100,-100,-74,-82,-86,-87,-72,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-77,-100,-69,-100,-81,-100,-67,-100,-100,-100,-72,-100,-100,-67,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-77,-100,-80,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-76,-100,-80,-100,-100,-100,-80,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-68,-84,-100,-81,-100,-100,-85,-81,-100,-100,-100,-100,-100,-90,-74,-100,-100,-100,-100,-100,-66,-64,-100,-100,-100,-100,-100,-100,-74,-100,-74,-66,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-46,-75,-75,-82,-82,-86,-89,-85,-87,-100,-100,-88,-100,-89,-100,-100,-75,-82,-85,-87,-72,-91,-100,-84,-84,-84,-100,-100,-100,-100,-100,-83,-100,-100,-86,-87,-87,-100,-78,-100,-72,-100,-83,-100,-64,-100,-100,-100,-71,-100,-100,-64,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-64,-86,-78,-100,-83,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-83,-100,-100,-100,-80,-100,-100,-67,-100,-67,-100,-100,-100,-100,-100,-100,-67,-100,-100,-79,-100,-100,-100,-79,-100,-100,-100,-100,-100,-89,-71,-100,-100,-100,-100,-100,-66,-67,-100,-100,-100,-100,-100,-100,-71,-100,-71,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-47,-76,-76,-83,-83,-87,-85,-87,-86,-84,-100,-88,-100,-89,-100,-100,-76,-83,-87,-86,-72,-91,-100,-100,-83,-82,-100,-100,-100,-100,-100,-83,-100,-100,-86,-87,-87,-100,-78,-100,-71,-100,-80,-100,-65,-100,-100,-100,-72,-100,-100,-65,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-65,-87,-78,-100,-82,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-87,-100,-100,-79,-100,-81,-100,-100,-100,-79,-100,-100,-68,-100,-68,-100,-100,-100,-100,-100,-100,-68,-86,-100,-80,-100,-100,-100,-80,-100,-100,-100,-100,-100,-89,-73,-100,-100,-100,-100,-100,-69,-67,-100,-100,-100,-100,-100,-100,-73,-100,-74,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,728.6000000000005,33
-46,-76,-77,-83,-84,-100,-86,-100,-87,-100,-100,-100,-100,-100,-100,-100,-77,-83,-91,-87,-74,-100,-100,-79,-80,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-79,-100,-69,-100,-100,-100,-74,-100,-100,-69,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-80,-100,-100,-100,-100,-91,-85,-86,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-100,-73,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-73,-100,-73,-100,-100,-81,-74,-100,-100,-100,-82,-100,-100,-68,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-68,-100,-68,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-42,-73,-73,-82,-82,-89,-86,-89,-87,-100,-84,-100,-89,-89,-100,-100,-73,-83,-89,-87,-72,-89,-100,-78,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-78,-100,-72,-100,-82,-100,-67,-100,-100,-100,-72,-100,-100,-67,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-67,-87,-81,-100,-82,-100,-100,-100,-100,-91,-85,-86,-100,-100,-89,-100,-100,-86,-100,-100,-82,-100,-82,-100,-100,-100,-74,-100,-100,-73,-100,-73,-100,-100,-100,-100,-100,-100,-73,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-81,-100,-100,-65,-100,-100,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-100,-65,-100,-65,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-45,-73,-74,-86,-86,-89,-85,-89,-86,-85,-84,-100,-89,-89,-100,-100,-74,-85,-89,-85,-73,-89,-100,-78,-78,-78,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-73,-100,-83,-100,-67,-100,-100,-100,-73,-100,-100,-67,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-100,-100,-67,-87,-84,-100,-82,-100,-100,-100,-100,-100,-83,-83,-100,-100,-89,-100,-100,-83,-100,-100,-84,-100,-82,-100,-100,-100,-74,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-82,-100,-74,-100,-100,-82,-74,-100,-100,-100,-83,-100,-100,-67,-100,-100,-100,-100,-100,-64,-64,-100,-100,-100,-100,-100,-100,-67,-100,-67,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-45,-75,-75,-86,-84,-86,-85,-85,-86,-85,-84,-100,-100,-100,-100,-100,-75,-85,-87,-88,-76,-100,-100,-78,-80,-80,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-84,-100,-75,-100,-79,-100,-69,-100,-100,-100,-75,-100,-100,-69,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-85,-83,-100,-78,-100,-100,-100,-100,-92,-83,-83,-100,-100,-100,-100,-100,-83,-100,-100,-84,-100,-79,-100,-100,-100,-74,-100,-100,-70,-100,-71,-100,-100,-100,-100,-100,-100,-71,-82,-100,-72,-100,-100,-82,-74,-100,-100,-100,-82,-100,-100,-67,-100,-100,-100,-100,-100,-64,-62,-100,-100,-100,-100,-100,-100,-67,-100,-67,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-44,-74,-74,-82,-82,-90,-85,-85,-85,-85,-100,-100,-89,-88,-100,-100,-74,-82,-89,-87,-75,-88,-100,-79,-79,-79,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-83,-100,-75,-100,-79,-100,-70,-100,-100,-100,-75,-100,-100,-70,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-88,-100,-100,-100,-100,-70,-85,-83,-100,-79,-100,-100,-100,-100,-92,-100,-87,-100,-100,-100,-100,-100,-88,-100,-100,-83,-100,-79,-100,-100,-100,-73,-100,-100,-72,-100,-72,-100,-100,-100,-100,-100,-100,-72,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-76,-100,-100,-69,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-100,-100,-100,-69,-100,-69,-64,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-42,-73,-74,-83,-83,-87,-87,-86,-85,-86,-100,-100,-89,-88,-100,-100,-74,-83,-87,-86,-72,-88,-100,-81,-81,-81,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-83,-100,-67,-100,-81,-100,-70,-100,-100,-100,-72,-100,-100,-70,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-70,-85,-81,-100,-81,-100,-100,-100,-100,-100,-100,-87,-100,-100,-88,-100,-100,-86,-100,-100,-81,-100,-81,-100,-100,-100,-73,-100,-100,-73,-100,-72,-100,-100,-100,-100,-100,-100,-73,-81,-100,-73,-100,-100,-81,-73,-100,-100,-100,-76,-100,-100,-69,-100,-100,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-100,-69,-100,-69,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,742.8000000000005,34
-42,-82,-81,-86,-88,-89,-90,-88,-100,-100,-84,-100,-100,-100,-100,-100,-81,-86,-90,-88,-77,-100,-100,-82,-82,-82,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-73,-100,-100,-100,-77,-100,-100,-73,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-78,-100,-100,-100,-100,-100,-100,-100,-81,-81,-100,-100,-100,-100,-100,-81,-100,-100,-78,-100,-100,-100,-100,-100,-78,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-73,-100,-100,-78,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-68,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-36,-81,-81,-86,-88,-88,-90,-88,-100,-100,-84,-100,-100,-100,-100,-100,-80,-84,-89,-89,-75,-100,-100,-85,-85,-86,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-75,-100,-85,-100,-74,-100,-100,-100,-74,-100,-100,-74,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-77,-100,-86,-100,-100,-100,-100,-91,-72,-82,-100,-100,-100,-100,-100,-81,-100,-100,-77,-100,-84,-100,-100,-100,-77,-100,-100,-72,-100,-73,-100,-100,-100,-100,-100,-100,-73,-86,-100,-78,-100,-100,-85,-77,-100,-100,-100,-86,-100,-100,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-69,-100,-67,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-40,-81,-81,-84,-84,-88,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-79,-85,-88,-87,-74,-100,-100,-85,-85,-85,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-77,-100,-74,-100,-87,-100,-72,-100,-100,-100,-74,-100,-100,-71,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-86,-100,-100,-100,-100,-91,-79,-82,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-84,-100,-100,-100,-78,-100,-100,-74,-100,-74,-100,-100,-100,-100,-100,-100,-75,-86,-100,-78,-100,-100,-83,-78,-100,-100,-100,-86,-100,-100,-68,-100,-100,-100,-100,-100,-69,-71,-100,-100,-100,-100,-100,-100,-68,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-40,-77,-77,-83,-83,-87,-88,-87,-87,-100,-83,-100,-100,-100,-100,-100,-77,-83,-87,-87,-74,-92,-100,-85,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-74,-100,-85,-100,-73,-100,-100,-100,-74,-100,-100,-73,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-77,-100,-87,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-80,-100,-100,-76,-100,-86,-100,-100,-100,-78,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-76,-100,-100,-78,-100,-100,-83,-78,-100,-100,-100,-80,-100,-100,-68,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-68,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-41,-79,-79,-83,-83,-88,-87,-89,-86,-87,-83,-100,-100,-100,-100,-100,-79,-83,-90,-87,-72,-92,-100,-85,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-77,-100,-72,-100,-87,-100,-72,-100,-100,-100,-72,-100,-100,-71,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-77,-100,-86,-100,-100,-100,-100,-100,-82,-83,-100,-100,-100,-100,-100,-83,-100,-100,-76,-100,-87,-100,-100,-100,-77,-100,-100,-76,-100,-76,-100,-100,-100,-100,-100,-100,-75,-100,-100,-77,-100,-100,-100,-77,-100,-100,-100,-80,-100,-100,-71,-100,-100,-100,-100,-100,-69,-70,-100,-100,-100,-100,-100,-100,-71,-100,-71,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-41,-81,-81,-83,-82,-88,-87,-89,-87,-87,-81,-100,-100,-100,-100,-100,-81,-83,-88,-88,-73,-100,-100,-84,-84,-84,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-85,-100,-74,-100,-100,-100,-73,-100,-100,-74,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-81,-100,-85,-100,-100,-100,-100,-100,-83,-82,-100,-100,-100,-100,-100,-83,-100,-100,-80,-100,-85,-100,-100,-100,-76,-100,-100,-74,-100,-75,-100,-100,-100,-100,-100,-100,-74,-100,-100,-77,-100,-100,-87,-77,-100,-100,-100,-86,-100,-100,-68,-100,-100,-100,-100,-100,-69,-69,-100,-100,-100,-100,-100,-100,-68,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,757.0000000000006,35
-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-88,-73,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-84,-100,-74,-100,-100,-100,-74,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-84,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-72,-71,-100,-100,-100,-100,-100,-100,-69,-100,-69,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-71,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-46,-82,-81,-86,-87,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-82,-87,-89,-88,-77,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-85,-100,-71,-100,-100,-100,-77,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-78,-100,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-78,-100,-87,-100,-100,-100,-77,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-81,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-67,-100,-66,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-84,-71,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
-48,-80,-81,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-89,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-79,-100,-85,-100,-73,-100,-100,-100,-79,-100,-100,-72,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-81,-100,-86,-100,-100,-100,-100,-82,-100,-100,-100,-100,-89,-100,-100,-87,-100,-100,-100,-100,-87,-100,-100,-100,-78,-100,-100,-82,-100,-83,-100,-100,-100,-100,-100,-100,-83,-100,-100,-78,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-67,-100,-67,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,545.0,771.2000000000006,36
