38:17:c3:1f:00:b0,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,38:17:c3:1f:14:01,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:24:47:51,38:17:c3:1f:09:93,38:17:c3:24:47:52,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,38:17:c3:1f:00:a2,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,b4:5d:50:e1:96:42,44:48:c1:91:d0:02,38:17:c3:1f:14:12,38:17:c3:1f:19:d1,38:17:c3:1f:14:11,38:17:c3:1f:19:d2,44:48:c1:91:95:b0,44:48:c1:91:95:b1,38:17:c3:19:45:b1,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:93,44:48:c1:91:95:b3,a8:bd:27:4c:aa:92,44:48:c1:91:95:a1,a8:bd:27:4c:aa:83,44:48:c1:91:95:a0,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,38:17:c3:1f:09:83,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c1,38:17:c3:1f:19:c2,20:a6:cd:42:0b:e3,44:48:c1:91:d0:11,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:50,38:17:c3:24:47:50,38:17:c3:1f:09:90,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c2,38:17:c3:1f:14:00,44:48:c1:91:d0:01,b4:5d:50:e1:96:40,38:17:c3:1f:19:d0,44:48:c1:91:95:a2,44:48:c1:91:95:b2,38:17:c3:1f:14:10,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,9c:d6:43:60:92:e0,a8:bd:27:4c:aa:80,38:17:c3:19:d7:70,38:17:c3:1f:19:c0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:a0,38:17:c3:1a:cf:d0,66:2a:2f:53:7c:99,72:32:b1:3e:1a:b7,38:17:c3:22:61:90,80:8d:b7:55:25:e3,38:17:c3:1f:19:f0,38:17:c3:22:5e:f0,20:a6:cd:42:13:f2,20:a6:cd:42:13:f1,20:a6:cd:42:13:f0,38:17:c3:19:36:30,38:17:c3:1f:09:80,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,38:17:c3:22:61:91,38:17:c3:22:61:92,38:17:c3:19:d7:71,38:17:c3:19:d7:72,38:17:c3:19:d7:62,38:17:c3:19:d7:60,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:61,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e0,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,38:17:c3:19:36:32,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,b0:be:76:f8:30:5e,68:ff:7b:e4:af:39,38:17:c3:1e:ff:10,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:35:12,80:8d:b7:55:35:01,80:8d:b7:55:35:00,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,80:8d:b7:55:3a:41,80:8d:b7:55:3a:42,80:8d:b7:55:3a:40,80:8d:b7:55:39:d0,38:17:c3:19:71:90,38:17:c3:1e:ff:12,38:17:c3:19:71:91,38:17:c3:19:71:92,38:17:c3:1e:ff:11,38:17:c3:19:36:22,80:8d:b7:55:39:c1,ea:9e:b4:53:24:54,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:39:c2,38:17:c3:1f:22:30,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,38:17:c3:1e:ff:00,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,00:4e:35:df:06:52,20:a6:cd:50:24:b0,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,00:4e:35:de:e1:12,00:4e:35:df:06:51,38:17:c3:1f:22:31,00:4e:35:df:06:50,20:a6:cd:50:24:b2,00:4e:35:df:06:41,00:4e:35:df:06:40,00:4e:35:df:06:42,20:a6:cd:50:24:b1,38:17:c3:1f:22:32,38:17:c3:1f:0e:10,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:22:21,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,80:8d:b7:55:4d:00,80:8d:b7:55:4d:01,38:17:c3:1f:0e:12,80:8d:b7:55:4d:02,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-50,-100,-88,-87,-60,-90,-100,-86,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-58,-58,-100,-100,-58,-100,-100,-100,-100,-100,-100,-81,-79,-80,-100,-79,-79,-79,-80,-80,-81,-70,-100,-73,-79,-79,-79,-81,-80,-79,-80,-100,-79,-79,-82,-82,-82,-89,-90,-73,-100,-100,-73,-100,-83,-100,-83,-83,-83,-87,-76,-75,-88,-89,-75,-80,-79,-100,-100,-80,-82,-100,-87,-81,-80,-100,-100,-100,-100,-90,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2705991580841
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-51,-100,-100,-86,-43,-100,-100,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-52,-59,-59,-100,-100,-58,-100,-100,-100,-100,-100,-100,-81,-80,-80,-100,-80,-80,-79,-81,-81,-81,-84,-100,-73,-79,-79,-79,-81,-81,-81,-79,-100,-78,-78,-82,-83,-82,-88,-90,-73,-100,-100,-73,-100,-84,-84,-83,-80,-84,-87,-76,-75,-89,-88,-75,-80,-79,-80,-81,-80,-80,-100,-88,-81,-81,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2710320363965
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-50,-100,-83,-84,-62,-84,-100,-90,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-59,-60,-100,-100,-59,-100,-100,-100,-100,-100,-100,-82,-78,-78,-100,-78,-78,-79,-82,-82,-82,-83,-100,-100,-79,-79,-100,-82,-76,-81,-78,-100,-80,-79,-100,-83,-100,-88,-100,-100,-100,-100,-100,-100,-84,-84,-83,-81,-84,-88,-100,-74,-91,-88,-100,-100,-100,-81,-81,-100,-81,-100,-89,-81,-81,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2714832823807
-72,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-94,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-50,-100,-83,-84,-40,-84,-100,-88,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-58,-57,-100,-100,-58,-100,-100,-100,-100,-100,-100,-79,-78,-77,-100,-78,-78,-81,-82,-75,-82,-84,-87,-72,-79,-80,-79,-76,-80,-80,-80,-89,-80,-81,-82,-82,-82,-89,-100,-73,-100,-100,-72,-100,-85,-100,-84,-81,-84,-88,-100,-77,-89,-89,-100,-82,-82,-81,-81,-82,-80,-100,-89,-82,-81,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2719190715888
-72,-100,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-49,-100,-100,-100,-42,-100,-100,-88,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-50,-50,-58,-58,-100,-100,-57,-100,-100,-100,-100,-100,-100,-83,-78,-78,-100,-79,-79,-82,-81,-82,-82,-82,-87,-72,-79,-80,-79,-82,-80,-79,-79,-89,-81,-81,-82,-82,-82,-89,-100,-73,-100,-100,-72,-100,-84,-100,-84,-100,-83,-100,-77,-77,-89,-89,-75,-81,-82,-100,-100,-82,-80,-100,-90,-80,-81,-100,-100,-100,-100,-90,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,493,652,2723554280678
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-48,-100,-100,-88,-55,-100,-100,-92,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-100,-77,-77,-100,-77,-71,-81,-100,-100,-81,-87,-100,-100,-82,-81,-81,-82,-100,-100,-83,-100,-81,-81,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-86,-80,-81,-100,-100,-100,-80,-100,-100,-100,-82,-100,-100,-89,-80,-100,-100,-100,-100,-100,-88,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2760088456341
-78,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-48,-100,-100,-88,-56,-100,-100,-89,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-81,-77,-76,-100,-77,-77,-82,-82,-82,-83,-87,-100,-76,-82,-81,-81,-82,-82,-82,-83,-89,-81,-81,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-84,-100,-100,-86,-81,-80,-100,-100,-81,-82,-83,-100,-100,-82,-80,-100,-90,-81,-80,-100,-100,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2763997298007
-78,-100,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-48,-100,-100,-100,-52,-100,-100,-89,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-81,-77,-76,-100,-77,-77,-80,-82,-81,-81,-63,-85,-77,-83,-83,-81,-81,-82,-82,-83,-90,-81,-81,-80,-80,-81,-100,-100,-77,-100,-100,-77,-100,-86,-87,-84,-87,-100,-100,-80,-80,-100,-100,-81,-81,-81,-88,-86,-81,-79,-100,-89,-79,-79,-100,-100,-100,-100,-88,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2768258567745
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-48,-100,-100,-100,-50,-100,-100,-90,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-56,-56,-100,-100,-56,-100,-100,-100,-100,-100,-100,-83,-77,-77,-100,-77,-77,-82,-82,-82,-82,-86,-86,-77,-83,-83,-100,-82,-82,-85,-85,-90,-82,-82,-80,-80,-81,-100,-100,-77,-100,-100,-77,-100,-100,-100,-100,-87,-100,-100,-78,-80,-100,-100,-81,-81,-81,-88,-86,-81,-80,-88,-90,-80,-79,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2772581666076
-75,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-100,-48,-100,-88,-88,-48,-87,-100,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-57,-57,-100,-100,-57,-100,-100,-100,-100,-100,-100,-78,-78,-78,-100,-77,-78,-82,-83,-82,-83,-86,-86,-100,-81,-83,-83,-82,-100,-84,-85,-90,-82,-81,-79,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-85,-100,-86,-78,-78,-100,-100,-79,-100,-100,-85,-85,-100,-72,-88,-90,-80,-80,-100,-100,-100,-100,-91,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2776929759512
-75,-100,-76,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-88,-88,-49,-87,-100,-89,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-48,-57,-56,-100,-100,-57,-100,-100,-100,-100,-100,-100,-82,-76,-77,-100,-77,-77,-82,-83,-83,-83,-90,-100,-76,-81,-83,-82,-83,-100,-84,-83,-91,-82,-81,-79,-80,-79,-100,-100,-76,-100,-100,-76,-100,-86,-86,-100,-85,-86,-86,-80,-79,-100,-100,-80,-82,-100,-84,-84,-82,-80,-100,-91,-81,-80,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,508,652,2781162007219
-73,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-52,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-55,-54,-100,-100,-54,-100,-100,-100,-100,-100,-100,-83,-79,-78,-100,-79,-79,-83,-82,-83,-84,-100,-100,-100,-80,-80,-81,-84,-100,-100,-79,-88,-82,-83,-100,-80,-80,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-88,-100,-82,-100,-100,-100,-100,-100,-82,-81,-100,-100,-100,-100,-77,-78,-100,-100,-88,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2818135981892
-73,-100,-73,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-52,-100,-100,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-56,-54,-54,-100,-100,-54,-100,-100,-100,-100,-100,-100,-83,-79,-78,-100,-79,-79,-82,-84,-83,-85,-100,-100,-75,-80,-80,-80,-84,-79,-100,-79,-87,-82,-82,-81,-79,-80,-89,-100,-78,-100,-100,-77,-100,-100,-86,-100,-81,-100,-89,-81,-81,-90,-89,-79,-81,-100,-81,-82,-100,-100,-100,-85,-77,-78,-100,-100,-88,-100,-85,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2822406316838
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-100,-51,-100,-100,-91,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-54,-100,-100,-55,-100,-100,-100,-100,-100,-100,-78,-80,-80,-100,-81,-80,-84,-83,-83,-84,-100,-100,-75,-80,-80,-80,-84,-79,-80,-79,-87,-83,-83,-80,-81,-80,-90,-100,-78,-100,-100,-77,-100,-100,-88,-100,-86,-88,-87,-81,-82,-88,-89,-79,-81,-100,-81,-82,-81,-100,-100,-86,-100,-100,-100,-100,-88,-100,-85,-100,-100,-100,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2826801094441
-75,-100,-75,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-55,-100,-100,-100,-51,-100,-100,-89,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-55,-55,-55,-100,-100,-55,-100,-100,-100,-100,-100,-100,-83,-80,-80,-100,-80,-81,-85,-84,-83,-84,-100,-100,-100,-80,-80,-80,-84,-79,-79,-78,-100,-84,-83,-80,-81,-80,-90,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-88,-87,-100,-80,-88,-89,-100,-100,-100,-100,-100,-81,-100,-100,-85,-100,-77,-100,-100,-100,-100,-85,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2831167172929
-73,-100,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-54,-100,-100,-100,-54,-100,-100,-90,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-55,-55,-100,-100,-55,-100,-100,-100,-100,-100,-100,-84,-80,-80,-100,-79,-79,-82,-84,-85,-84,-100,-100,-79,-80,-79,-80,-85,-79,-79,-79,-100,-83,-83,-81,-81,-81,-91,-100,-80,-100,-100,-79,-100,-100,-86,-89,-100,-100,-100,-81,-81,-100,-100,-81,-100,-81,-100,-100,-100,-77,-100,-87,-77,-76,-100,-100,-100,-100,-86,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2835377567667
-73,-100,-73,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-54,-100,-100,-100,-53,-100,-100,-90,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-54,-56,-55,-100,-100,-55,-100,-100,-100,-100,-100,-100,-82,-80,-80,-100,-79,-79,-84,-84,-84,-84,-100,-100,-80,-80,-79,-80,-85,-79,-79,-79,-100,-84,-84,-82,-81,-81,-90,-100,-80,-100,-100,-79,-100,-100,-86,-89,-100,-100,-100,-81,-81,-100,-100,-81,-82,-81,-100,-100,-100,-78,-100,-85,-78,-78,-100,-100,-100,-100,-85,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,522,652,2839623221207
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-100,-100,-100,-45,-100,-100,-90,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-58,-58,-59,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-75,-74,-100,-74,-74,-82,-85,-84,-84,-100,-100,-100,-100,-80,-100,-85,-100,-100,-100,-100,-81,-82,-100,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-89,-75,-76,-90,-100,-100,-77,-77,-100,-100,-77,-72,-100,-85,-73,-73,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,652,2873748778381
-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-57,-100,-100,-100,-48,-100,-100,-89,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-57,-57,-57,-100,-100,-58,-100,-100,-100,-100,-100,-100,-55,-75,-74,-100,-74,-74,-81,-82,-83,-84,-84,-100,-72,-82,-83,-85,-84,-82,-82,-81,-100,-82,-81,-100,-79,-100,-92,-89,-72,-100,-100,-71,-100,-100,-92,-100,-100,-100,-89,-79,-79,-90,-100,-79,-76,-77,-100,-100,-77,-74,-89,-85,-74,-75,-100,-100,-100,-100,-86,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,652,2877811452338
