60:32:b1:3e:1a:b8,72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,b4:5d:50:e1:96:43,38:17:c3:1f:14:01,38:17:c3:1f:14:00,44:48:c1:91:d0:04,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c2,9c:d6:43:60:92:e0,44:48:c1:91:d0:01,44:48:c1:91:d0:00,44:48:c1:91:d0:02,20:a6:cd:42:0a:c0,b4:5d:50:e1:96:40,20:a6:cd:42:0a:c3,a8:bd:27:4c:aa:83,44:48:c1:91:d0:11,44:48:c1:91:d0:10,44:48:c1:91:d0:14,44:48:c1:91:d0:12,38:17:c3:1f:14:12,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:1f:09:83,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d2,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,38:17:c3:19:45:b1,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:19:45:a0,44:48:c1:91:95:a1,44:48:c1:91:95:a0,38:17:c3:19:45:b2,38:17:c3:19:45:b0,38:17:c3:1f:09:91,38:17:c3:1f:09:82,44:48:c1:91:95:b3,44:48:c1:91:95:b2,44:48:c1:91:95:b0,38:17:c3:1f:09:93,44:48:c1:91:95:b1,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,38:17:c3:24:47:52,38:17:c3:24:47:50,ac:e2:d3:c4:08:e6,a8:bd:27:4c:aa:92,38:17:c3:1f:19:d0,a8:bd:27:4c:aa:93,38:17:c3:24:47:51,a8:bd:27:4c:aa:90,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,b4:5d:50:e1:96:41,38:17:c3:1f:09:80,38:17:c3:1f:09:81,44:48:c1:91:95:a3,44:48:c1:91:95:a2,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:81,38:17:c3:1f:19:c2,38:17:c3:1f:19:c1,20:a6:cd:42:13:f0,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:22:61:90,38:17:c3:1f:19:c0,66:2a:2f:53:7c:99,a8:bd:27:4c:aa:80,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f1,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:f3,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:35:03,80:8d:b7:55:35:13,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,02:54:af:fe:54:11,80:8d:b7:55:25:e2,80:8d:b7:55:35:02,80:8d:b7:55:3a:50,80:8d:b7:55:35:01,80:8d:b7:55:35:00,b0:be:76:f8:30:5e,80:8d:b7:55:3a:51,80:8d:b7:55:3a:52,ea:9e:b4:53:24:54,80:8d:b7:55:3a:40,80:8d:b7:55:35:11,80:8d:b7:55:35:12,38:17:c3:19:71:90,38:17:c3:19:71:81,38:17:c3:19:36:30,c4:49:bb:c5:3d:f0,38:17:c3:1e:ff:10,38:17:c3:1e:ff:12,38:17:c3:19:71:82,38:17:c3:1e:ff:11,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,68:ff:7b:e4:af:39,80:8d:b7:55:39:c2,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:39:d0,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,38:17:c3:1f:22:30,80:8d:b7:55:29:c0,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:d1,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,20:a6:cd:50:24:b0,38:17:c3:1f:22:20,38:17:c3:1f:22:22,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:22:21,38:17:c3:1f:0e:00,x,y,timestamp
-62,-64,-68,-67,-66,-66,-65,-65,-65,-100,-76,-100,-79,-72,-77,-75,-84,-72,-73,-72,-76,-76,-78,-84,-77,-78,-78,-78,-83,-83,-82,-83,-83,-79,-83,-83,-81,-81,-81,-80,-100,-88,-89,-100,-81,-100,-100,-88,-88,-84,-100,-90,-100,-88,-100,-100,-100,-83,-83,-100,-100,-100,-85,-84,-85,-69,-76,-75,-83,-82,-83,-81,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,746,691851518068
-62,-64,-68,-67,-67,-67,-65,-65,-65,-100,-76,-100,-79,-70,-76,-75,-82,-72,-72,-72,-76,-78,-78,-85,-78,-79,-79,-80,-83,-83,-82,-83,-83,-79,-83,-83,-81,-82,-81,-80,-100,-88,-88,-100,-100,-100,-100,-88,-88,-80,-90,-90,-100,-88,-100,-100,-100,-83,-84,-100,-86,-100,-86,-83,-87,-69,-76,-76,-82,-82,-83,-100,-85,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-86,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,746,695165702442
-67,-65,-68,-68,-67,-67,-68,-69,-69,-77,-78,-100,-77,-84,-78,-78,-86,-100,-100,-80,-100,-81,-76,-86,-86,-86,-85,-86,-84,-90,-100,-84,-84,-85,-100,-89,-90,-89,-100,-100,-86,-100,-89,-100,-100,-100,-85,-86,-100,-100,-91,-90,-100,-90,-100,-100,-100,-88,-89,-100,-100,-100,-100,-89,-100,-100,-81,-100,-100,-100,-100,-100,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,734455031177
-63,-71,-68,-68,-67,-67,-68,-69,-69,-76,-76,-76,-77,-80,-79,-77,-86,-100,-100,-80,-79,-81,-78,-86,-83,-82,-82,-83,-80,-86,-85,-81,-80,-85,-84,-85,-90,-89,-100,-100,-86,-100,-89,-100,-100,-100,-85,-86,-100,-100,-91,-90,-100,-88,-100,-100,-100,-88,-88,-100,-100,-100,-100,-88,-92,-100,-82,-83,-100,-100,-100,-83,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,737635857426
-62,-63,-66,-66,-67,-67,-71,-69,-70,-75,-77,-76,-76,-80,-79,-78,-88,-100,-100,-100,-79,-84,-78,-90,-82,-82,-82,-81,-80,-85,-85,-81,-80,-100,-85,-85,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-90,-100,-100,-91,-89,-100,-88,-100,-100,-100,-100,-87,-100,-100,-100,-100,-88,-92,-100,-82,-83,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,740806665966
-62,-64,-66,-66,-67,-68,-71,-69,-70,-75,-75,-76,-76,-79,-80,-78,-84,-80,-79,-78,-100,-83,-80,-86,-84,-85,-86,-85,-80,-85,-85,-80,-79,-82,-85,-85,-85,-84,-86,-85,-88,-86,-89,-100,-86,-100,-87,-87,-86,-86,-87,-87,-100,-86,-100,-100,-100,-87,-87,-100,-100,-100,-100,-86,-100,-67,-100,-81,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,743980285496
-62,-62,-66,-66,-67,-67,-70,-70,-70,-76,-75,-76,-76,-79,-80,-78,-84,-80,-79,-78,-79,-83,-76,-86,-84,-85,-85,-85,-79,-85,-85,-78,-78,-82,-85,-85,-85,-84,-86,-85,-88,-86,-87,-100,-85,-100,-87,-87,-86,-86,-86,-87,-100,-86,-88,-100,-100,-87,-87,-100,-100,-100,-90,-87,-90,-67,-100,-83,-100,-86,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,747281928516
-62,-61,-66,-66,-67,-66,-70,-70,-70,-76,-73,-76,-77,-82,-80,-78,-82,-78,-79,-78,-79,-83,-76,-87,-84,-85,-85,-85,-78,-84,-85,-78,-78,-84,-85,-86,-85,-87,-87,-87,-100,-86,-88,-100,-85,-100,-90,-88,-87,-100,-87,-88,-89,-87,-88,-100,-100,-87,-88,-100,-100,-100,-90,-87,-90,-66,-100,-83,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,731,750608178462
-61,-100,-69,-65,-66,-65,-64,-64,-64,-100,-100,-72,-72,-100,-100,-100,-85,-100,-100,-82,-100,-100,-79,-78,-80,-81,-82,-81,-81,-85,-86,-82,-82,-100,-87,-87,-88,-90,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-90,-100,-89,-100,-100,-100,-89,-89,-100,-100,-89,-100,-89,-100,-100,-79,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,784489353189
-66,-59,-69,-65,-64,-64,-64,-64,-64,-72,-76,-72,-72,-100,-78,-79,-81,-100,-100,-82,-79,-100,-79,-77,-80,-80,-80,-80,-80,-85,-86,-79,-79,-89,-87,-87,-88,-89,-88,-88,-89,-100,-90,-100,-100,-100,-88,-89,-100,-100,-89,-88,-88,-89,-87,-100,-100,-88,-89,-100,-100,-90,-92,-87,-91,-100,-79,-79,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,787522753917
-60,-61,-69,-69,-69,-68,-65,-65,-65,-72,-76,-72,-72,-100,-78,-79,-82,-100,-100,-100,-79,-78,-79,-77,-80,-80,-80,-80,-80,-85,-86,-79,-79,-89,-87,-87,-87,-89,-88,-87,-89,-100,-91,-100,-100,-100,-88,-89,-100,-100,-88,-88,-87,-89,-87,-100,-100,-88,-90,-89,-100,-90,-92,-87,-91,-100,-77,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,790782110634
-60,-61,-68,-59,-60,-59,-66,-65,-64,-74,-77,-74,-74,-100,-81,-81,-82,-100,-100,-100,-100,-79,-79,-80,-80,-80,-80,-80,-78,-87,-86,-79,-79,-100,-85,-87,-89,-100,-89,-86,-88,-100,-91,-87,-100,-100,-100,-90,-100,-100,-88,-88,-87,-100,-88,-90,-91,-90,-90,-88,-100,-90,-100,-90,-100,-100,-79,-79,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-87,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,794067695425
-68,-63,-68,-65,-65,-65,-66,-65,-65,-74,-77,-74,-74,-83,-81,-81,-82,-100,-100,-100,-100,-79,-79,-79,-83,-82,-82,-82,-78,-84,-86,-78,-79,-88,-84,-85,-90,-90,-89,-88,-89,-100,-91,-87,-100,-100,-90,-89,-88,-100,-88,-88,-87,-87,-86,-90,-91,-86,-88,-100,-100,-90,-100,-88,-91,-68,-79,-79,-100,-100,-88,-100,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,797334503288
-63,-59,-67,-64,-64,-64,-64,-63,-64,-73,-100,-72,-73,-83,-80,-80,-85,-100,-100,-100,-80,-100,-78,-78,-81,-80,-81,-81,-79,-85,-86,-80,-80,-88,-85,-85,-87,-90,-88,-88,-91,-100,-100,-100,-100,-100,-90,-89,-88,-100,-88,-88,-87,-87,-86,-100,-100,-86,-86,-100,-100,-91,-100,-88,-91,-68,-82,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,716,800683390579
-64,-63,-67,-68,-68,-68,-69,-69,-70,-70,-78,-70,-70,-81,-80,-80,-80,-81,-81,-100,-80,-100,-77,-80,-81,-83,-82,-81,-79,-85,-86,-81,-80,-84,-85,-89,-87,-89,-87,-88,-100,-88,-89,-90,-100,-100,-100,-100,-89,-100,-88,-87,-100,-89,-88,-89,-91,-86,-86,-86,-100,-90,-100,-87,-92,-67,-82,-100,-100,-100,-100,-100,-100,-84,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,832423728848
-64,-63,-66,-66,-67,-66,-69,-69,-70,-70,-77,-70,-70,-77,-100,-100,-77,-81,-81,-100,-100,-100,-78,-81,-80,-81,-80,-81,-79,-87,-88,-79,-80,-85,-88,-88,-87,-88,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-87,-100,-100,-100,-100,-86,-92,-67,-81,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,835632056294
-63,-70,-66,-65,-66,-65,-69,-70,-70,-74,-77,-71,-73,-77,-81,-82,-79,-100,-100,-100,-100,-100,-77,-81,-80,-81,-80,-80,-82,-87,-87,-82,-82,-85,-86,-87,-89,-87,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-82,-100,-100,-100,-86,-92,-100,-81,-100,-100,-100,-100,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,838794748637
-65,-68,-66,-66,-66,-66,-69,-71,-70,-73,-77,-71,-73,-81,-81,-82,-81,-100,-100,-80,-100,-100,-80,-81,-80,-81,-80,-79,-82,-87,-88,-82,-82,-85,-86,-86,-87,-87,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-86,-82,-100,-100,-100,-86,-100,-65,-100,-100,-100,-100,-88,-86,-100,-86,-84,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,841975006396
-63,-68,-66,-66,-66,-66,-70,-71,-70,-73,-76,-71,-72,-81,-81,-80,-81,-100,-100,-80,-81,-100,-77,-66,-80,-81,-80,-80,-83,-87,-87,-82,-82,-100,-87,-86,-87,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-87,-87,-100,-100,-100,-86,-100,-65,-100,-100,-85,-100,-88,-86,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,845073126239
-66,-67,-66,-66,-66,-66,-70,-70,-67,-72,-76,-71,-73,-100,-81,-80,-79,-100,-100,-100,-81,-100,-74,-78,-80,-80,-80,-80,-83,-87,-87,-82,-82,-86,-87,-87,-88,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-87,-100,-100,-100,-100,-86,-100,-100,-100,-100,-85,-100,-100,-100,-100,-74,-72,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,701,848221453165
-62,-67,-70,-60,-61,-60,-64,-63,-62,-100,-84,-71,-71,-100,-80,-79,-85,-100,-100,-82,-100,-83,-89,-83,-85,-86,-85,-84,-79,-89,-90,-80,-79,-100,-90,-90,-86,-85,-88,-87,-100,-100,-100,-86,-100,-100,-100,-89,-100,-100,-90,-90,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-86,-100,-100,-84,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,686,895682401063
-63,-67,-71,-61,-61,-61,-62,-63,-62,-71,-84,-71,-70,-78,-80,-79,-85,-80,-80,-79,-100,-83,-82,-79,-85,-86,-85,-84,-78,-84,-85,-80,-78,-82,-85,-86,-86,-86,-87,-87,-100,-100,-100,-86,-100,-100,-100,-90,-100,-100,-90,-90,-100,-90,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-86,-100,-100,-82,-100,-100,-100,-100,-85,-87,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,686,898867072572
-67,-66,-68,-60,-60,-60,-74,-63,-63,-70,-100,-71,-71,-81,-81,-81,-100,-80,-80,-79,-81,-100,-86,-79,-84,-85,-85,-87,-78,-87,-85,-77,-77,-83,-85,-86,-87,-86,-86,-87,-100,-100,-88,-100,-100,-100,-91,-90,-100,-85,-90,-89,-100,-89,-100,-100,-100,-100,-89,-100,-100,-100,-91,-100,-91,-100,-100,-100,-85,-100,-85,-100,-100,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,112,686,902145274029
