72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b1,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:a2,38:17:c3:1f:00:a1,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c2,b4:5d:50:e1:96:41,44:48:c1:91:d0:00,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,9c:d6:43:60:92:e0,38:17:c3:1f:14:00,44:48:c1:91:d0:11,44:48:c1:91:d0:10,b4:5d:50:e1:96:43,44:48:c1:91:d0:04,44:48:c1:91:d0:14,44:48:c1:91:d0:12,b4:5d:50:e1:96:40,38:17:c3:1f:14:01,38:17:c3:1f:14:02,44:48:c1:91:d0:02,38:17:c3:1f:09:80,38:17:c3:1f:09:83,38:17:c3:1f:09:81,44:48:c1:91:95:a3,a8:bd:27:4c:aa:82,a8:bd:27:4c:aa:83,b4:5d:50:e1:96:50,b4:5d:50:e1:96:53,b4:5d:50:e1:96:51,b4:5d:50:e1:96:52,44:48:c1:91:95:a2,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,20:a6:cd:42:0a:d1,20:a6:cd:42:0a:d0,20:a6:cd:42:0a:d2,38:17:c3:1f:14:12,38:17:c3:1f:14:11,38:17:c3:1f:14:10,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:09:91,38:17:c3:1f:09:93,38:17:c3:1f:09:90,20:a6:cd:42:0a:d3,44:48:c1:91:95:b3,38:17:c3:1f:09:92,38:17:c3:24:47:50,38:17:c3:19:45:b1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,38:17:c3:19:45:b2,44:48:c1:91:95:b2,a8:bd:27:4c:aa:92,38:17:c3:1f:19:c1,38:17:c3:1f:19:c0,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d1,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d0,38:17:c3:1f:19:d2,38:17:c3:1f:19:c2,44:48:c1:91:aa:30,44:48:c1:91:aa:31,38:17:c3:22:61:91,38:17:c3:22:61:90,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,38:17:c3:1f:00:a0,38:17:c3:19:45:a1,38:17:c3:19:45:a0,20:a6:cd:42:13:f2,44:48:c1:91:d0:01,38:17:c3:1f:09:82,44:48:c1:91:aa:21,44:48:c1:91:95:a0,38:17:c3:19:45:a2,44:48:c1:91:95:a1,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f1,38:17:c3:1f:19:f2,38:17:c3:1f:19:f0,ac:e2:d3:c4:08:e6,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,38:17:c3:19:d7:70,20:a6:cd:42:0b:e0,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f3,38:17:c3:19:d7:61,38:17:c3:19:d7:62,38:17:c3:19:36:30,80:8d:b7:55:25:f3,80:8d:b7:55:25:e3,80:8d:b7:55:35:03,80:8d:b7:55:25:f0,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:e1,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:02,80:8d:b7:55:3a:41,66:2a:2f:53:7c:99,80:8d:b7:55:3a:50,80:8d:b7:55:35:00,ea:9e:b4:53:24:54,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:3a:42,80:8d:b7:55:35:11,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,38:17:c3:19:71:90,80:8d:b7:55:35:01,38:17:c3:19:71:92,38:17:c3:1e:ff:10,b0:be:76:f8:30:5e,38:17:c3:19:71:80,68:ff:7b:e4:af:39,80:8d:b7:55:39:c0,38:17:c3:1e:ff:12,38:17:c3:1e:ff:01,38:17:c3:1e:ff:02,80:8d:b7:55:39:c2,38:17:c3:1e:ff:11,80:8d:b7:55:29:d2,80:8d:b7:55:29:d0,80:8d:b7:55:39:c1,38:17:c3:19:36:31,38:17:c3:19:36:32,38:17:c3:19:71:91,80:8d:b7:55:39:d2,80:8d:b7:55:39:d0,20:a6:cd:50:24:a0,80:8d:b7:55:29:d1,38:17:c3:1f:22:30,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:52,00:4e:35:df:06:50,20:a6:cd:50:24:b0,00:4e:35:df:06:40,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,00:4e:35:df:06:42,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:22:20,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,38:17:c3:1f:0e:00,x,y,timestamp
-100,-100,-100,-75,-74,-75,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-61,-100,-60,-61,-100,-58,-100,-100,-100,-59,-60,-100,-78,-78,-83,-78,-80,-100,-100,-78,-79,-88,-86,-82,-82,-92,-88,-81,-85,-87,-88,-100,-86,-86,-82,-100,-82,-100,-100,-82,-100,-86,-100,-72,-78,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-79,-76,-76,-84,-83,-82,-100,-100,-90,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,659,683,3012428302703
-100,-100,-100,-76,-77,-77,-86,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-63,-100,-62,-62,-100,-58,-100,-100,-100,-58,-57,-100,-78,-78,-100,-78,-80,-81,-100,-78,-79,-88,-87,-82,-79,-100,-90,-100,-90,-88,-88,-79,-88,-86,-79,-100,-82,-100,-73,-84,-100,-86,-100,-100,-78,-79,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-100,-80,-76,-76,-82,-100,-82,-100,-100,-90,-100,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,659,683,3014365700203
-100,-100,-100,-76,-77,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-61,-100,-61,-61,-100,-59,-100,-100,-100,-61,-60,-100,-88,-80,-100,-86,-100,-81,-100,-86,-85,-88,-89,-80,-79,-100,-88,-80,-83,-88,-87,-79,-88,-88,-79,-100,-100,-100,-73,-88,-100,-100,-100,-100,-75,-75,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-70,-84,-100,-100,-100,-80,-70,-70,-80,-100,-78,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,659,683,3016324568848
-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-59,-100,-58,-58,-100,-57,-100,-100,-100,-61,-60,-100,-87,-79,-100,-88,-100,-100,-100,-86,-85,-88,-89,-80,-100,-100,-87,-80,-83,-86,-87,-100,-88,-88,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-76,-75,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-71,-72,-80,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,659,683,3018160724941
-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-59,-100,-59,-59,-100,-61,-100,-100,-100,-61,-60,-100,-86,-79,-100,-88,-81,-100,-100,-100,-88,-89,-90,-81,-81,-91,-87,-80,-83,-87,-87,-80,-88,-100,-100,-100,-81,-100,-78,-85,-100,-83,-100,-80,-76,-75,-100,-79,-100,-91,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-72,-72,-80,-100,-100,-100,-100,-91,-100,-100,-90,-90,-100,-100,-100,-100,-100,-100,-100,-100,659,683,3019947812492
-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-55,-100,-56,-55,-100,-58,-100,-100,-100,-58,-57,-100,-83,-100,-83,-81,-100,-100,-100,-81,-81,-85,-86,-83,-100,-100,-85,-83,-84,-84,-83,-100,-86,-86,-100,-100,-84,-100,-76,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3070275523515
-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-58,-100,-58,-58,-100,-58,-100,-100,-100,-58,-58,-100,-81,-82,-80,-81,-76,-100,-100,-81,-81,-86,-86,-84,-100,-100,-87,-83,-83,-86,-83,-84,-86,-86,-100,-100,-83,-100,-75,-100,-100,-100,-100,-100,-75,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-74,-72,-72,-100,-84,-100,-100,-100,-88,-100,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3072063826170
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-58,-100,-58,-58,-100,-59,-100,-100,-100,-60,-58,-100,-83,-82,-81,-83,-76,-100,-100,-83,-84,-86,-86,-87,-82,-100,-87,-83,-85,-86,-100,-82,-86,-86,-100,-100,-83,-100,-75,-100,-100,-100,-100,-100,-73,-73,-100,-75,-100,-100,-87,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-73,-72,-72,-81,-82,-82,-100,-100,-87,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3073908416534
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-59,-100,-59,-59,-100,-59,-100,-100,-100,-60,-59,-100,-82,-84,-81,-82,-100,-100,-100,-82,-82,-87,-86,-87,-81,-100,-84,-83,-82,-85,-85,-81,-86,-86,-81,-90,-100,-100,-73,-85,-100,-100,-100,-72,-73,-73,-100,-71,-81,-82,-84,-100,-100,-100,-100,-100,-73,-80,-90,-100,-100,-73,-73,-74,-78,-82,-82,-100,-100,-86,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3075756249086
-100,-100,-100,-85,-84,-84,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-59,-100,-59,-59,-100,-59,-100,-100,-100,-60,-59,-100,-81,-84,-100,-81,-100,-100,-100,-82,-82,-87,-86,-80,-81,-100,-82,-80,-100,-81,-81,-81,-100,-86,-81,-90,-80,-100,-71,-83,-100,-100,-100,-71,-73,-100,-100,-71,-80,-82,-84,-100,-100,-100,-100,-100,-73,-79,-90,-100,-100,-75,-73,-74,-78,-100,-100,-100,-100,-87,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3077729512366
-100,-100,-100,-85,-81,-84,-80,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-60,-100,-59,-59,-100,-60,-100,-100,-100,-60,-62,-100,-82,-84,-81,-84,-100,-100,-100,-84,-82,-100,-90,-80,-79,-100,-82,-81,-81,-81,-81,-100,-100,-100,-100,-100,-80,-100,-72,-83,-100,-100,-100,-72,-100,-100,-100,-72,-80,-100,-100,-100,-100,-100,-100,-100,-73,-79,-100,-100,-100,-75,-74,-72,-100,-100,-100,-100,-100,-87,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,676,683,3079743968511
-100,-100,-100,-80,-78,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-62,-100,-62,-62,-100,-61,-100,-100,-100,-61,-62,-100,-79,-76,-80,-79,-78,-78,-78,-79,-81,-84,-85,-100,-100,-100,-84,-100,-88,-83,-84,-82,-83,-85,-100,-100,-100,-100,-71,-100,-100,-100,-100,-71,-75,-75,-86,-71,-86,-86,-100,-100,-100,-100,-100,-100,-71,-84,-88,-100,-100,-74,-70,-72,-100,-100,-100,-100,-100,-85,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,693,683,3130458372658
-100,-100,-100,-80,-78,-79,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-59,-100,-59,-59,-100,-57,-100,-100,-100,-57,-58,-100,-81,-76,-80,-81,-78,-78,-78,-82,-82,-84,-85,-82,-100,-91,-84,-81,-100,-83,-84,-82,-83,-83,-100,-100,-81,-100,-71,-100,-100,-100,-100,-71,-75,-75,-86,-71,-86,-86,-100,-100,-100,-100,-100,-100,-70,-84,-89,-100,-100,-74,-69,-69,-81,-83,-81,-100,-100,-85,-100,-85,-85,-100,-89,-90,-100,-100,-100,-100,-100,-100,693,683,3132282181616
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-100,-100,-59,-100,-59,-59,-100,-59,-100,-100,-100,-58,-58,-100,-84,-100,-80,-83,-100,-100,-100,-84,-83,-85,-86,-80,-100,-91,-85,-81,-100,-85,-84,-80,-85,-86,-81,-100,-80,-100,-75,-100,-100,-100,-100,-71,-100,-100,-100,-71,-83,-84,-100,-100,-100,-100,-100,-100,-69,-83,-89,-100,-100,-100,-70,-70,-80,-80,-80,-100,-100,-86,-100,-86,-86,-100,-89,-90,-100,-100,-100,-100,-100,-100,693,683,3134303273126
-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-63,-100,-63,-63,-100,-59,-100,-100,-100,-58,-58,-100,-81,-100,-83,-81,-100,-100,-100,-79,-81,-85,-85,-80,-100,-100,-85,-81,-100,-85,-84,-80,-85,-86,-81,-100,-80,-100,-73,-100,-100,-100,-100,-74,-75,-77,-100,-73,-83,-85,-100,-100,-100,-100,-100,-100,-71,-83,-100,-100,-100,-77,-71,-71,-82,-80,-82,-100,-100,-84,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,693,683,3136161171667
-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-62,-100,-62,-62,-100,-60,-100,-100,-100,-59,-60,-100,-85,-78,-84,-83,-100,-100,-100,-83,-85,-85,-85,-80,-100,-91,-100,-82,-88,-86,-100,-100,-85,-84,-100,-100,-82,-100,-73,-100,-100,-100,-100,-74,-75,-76,-100,-73,-83,-83,-100,-100,-100,-100,-100,-100,-71,-81,-90,-100,-100,-77,-71,-72,-78,-78,-78,-100,-100,-86,-100,-85,-84,-100,-90,-100,-100,-100,-100,-100,-100,-100,693,683,3138128691353
-100,-100,-100,-100,-100,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-62,-100,-62,-62,-100,-60,-100,-100,-100,-59,-60,-100,-81,-78,-84,-80,-81,-100,-82,-80,-81,-85,-85,-100,-82,-91,-84,-82,-100,-84,-84,-82,-85,-84,-100,-100,-82,-100,-72,-100,-100,-100,-100,-100,-75,-74,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-71,-81,-90,-100,-100,-76,-69,-70,-81,-78,-78,-100,-100,-86,-100,-86,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,693,683,3140020641717
-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-62,-100,-62,-61,-100,-63,-100,-100,-100,-64,-62,-100,-84,-100,-100,-85,-100,-100,-100,-85,-84,-85,-84,-100,-100,-100,-85,-82,-84,-85,-86,-79,-85,-86,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-72,-72,-100,-100,-77,-76,-100,-100,-100,-100,-100,-90,-79,-77,-87,-100,-100,-73,-78,-78,-76,-100,-100,-100,-100,-89,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,710,683,3188853625240
-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-61,-100,-61,-61,-100,-63,-100,-100,-100,-63,-62,-100,-84,-74,-100,-85,-100,-100,-100,-83,-84,-85,-84,-80,-100,-100,-83,-82,-81,-85,-83,-79,-84,-84,-100,-100,-80,-100,-100,-91,-100,-82,-100,-100,-72,-71,-100,-100,-76,-76,-100,-100,-100,-100,-100,-90,-79,-76,-87,-100,-100,-72,-78,-78,-76,-76,-77,-100,-100,-90,-100,-90,-100,-100,-88,-88,-100,-100,-100,-100,-100,-100,710,683,3190797361177
-100,-100,-100,-80,-79,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-59,-100,-58,-59,-100,-63,-100,-100,-100,-64,-64,-100,-84,-77,-82,-85,-100,-100,-100,-85,-85,-84,-84,-81,-100,-100,-80,-82,-89,-81,-80,-80,-84,-84,-100,-100,-84,-100,-100,-91,-100,-82,-100,-100,-71,-72,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-78,-87,-100,-100,-71,-79,-78,-76,-76,-77,-100,-100,-90,-100,-90,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,710,683,3192765406228
-100,-100,-100,-75,-75,-75,-87,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-59,-100,-58,-59,-100,-67,-100,-100,-100,-66,-67,-100,-82,-77,-83,-82,-78,-78,-78,-83,-83,-84,-86,-81,-100,-100,-81,-83,-100,-81,-80,-80,-85,-85,-100,-100,-84,-100,-100,-100,-100,-85,-100,-100,-73,-71,-100,-100,-78,-79,-100,-100,-100,-100,-100,-100,-100,-78,-87,-100,-100,-71,-79,-100,-76,-76,-77,-100,-100,-100,-100,-100,-100,-100,-88,-85,-100,-100,-100,-100,-100,-100,710,683,3194724429509
