60:32:b1:3e:1a:b8,20:a6:cd:42:0a:c3,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c2,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b2,38:17:c3:1f:00:b1,b4:5d:50:e1:96:43,44:48:c1:91:d0:14,44:48:c1:91:d0:12,44:48:c1:91:d0:10,38:17:c3:1f:14:00,38:17:c3:1f:14:02,44:48:c1:91:d0:11,b4:5d:50:e1:96:42,38:17:c3:1f:14:12,b4:5d:50:e1:96:51,a8:bd:27:4c:aa:81,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:14:10,b4:5d:50:e1:96:50,a8:bd:27:4c:aa:82,20:a6:cd:42:0a:d1,44:48:c1:91:95:a0,9c:d6:43:60:92:e0,38:17:c3:1f:09:83,b4:5d:50:e1:96:53,b4:5d:50:e1:96:52,38:17:c3:1f:09:80,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d0,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,44:48:c1:91:95:a1,44:48:c1:91:95:b3,38:17:c3:1f:19:d1,44:48:c1:91:95:b1,44:48:c1:91:95:b0,44:48:c1:91:95:b2,38:17:c3:1f:19:d2,38:17:c3:1f:19:d0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,38:17:c3:1f:00:a0,44:48:c1:91:d0:02,44:48:c1:91:d0:04,44:48:c1:91:d0:01,44:48:c1:91:d0:00,38:17:c3:1f:14:01,b4:5d:50:e1:96:41,a8:bd:27:4c:aa:80,44:48:c1:91:95:a3,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:90,38:17:c3:1f:09:91,38:17:c3:19:45:a1,38:17:c3:19:45:a0,38:17:c3:19:45:a2,a8:bd:27:4c:aa:93,a8:bd:27:4c:aa:90,38:17:c3:19:45:b0,b4:5d:50:e1:96:40,44:48:c1:91:95:a2,38:17:c3:1f:09:81,20:a6:cd:42:13:f1,44:48:c1:91:aa:30,b6:e6:2d:69:d5:58,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:f0,20:a6:cd:42:0b:e3,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:19:d7:72,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,38:17:c3:19:d7:60,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:25:e2,80:8d:b7:55:25:f3,80:8d:b7:55:25:f0,80:8d:b7:55:35:03,66:2a:2f:53:7c:99,80:8d:b7:55:25:f1,80:8d:b7:55:25:f2,80:8d:b7:55:25:e1,80:8d:b7:55:25:e0,80:8d:b7:55:35:01,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,b0:be:76:f8:30:5e,80:8d:b7:55:35:12,80:8d:b7:55:3a:50,80:8d:b7:55:3a:40,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,80:8d:b7:55:39:c2,38:17:c3:19:71:90,38:17:c3:1e:ff:10,ea:9e:b4:53:24:54,80:8d:b7:55:35:11,80:8d:b7:55:35:02,80:8d:b7:55:35:00,38:17:c3:1e:ff:12,38:17:c3:1e:ff:11,38:17:c3:19:71:80,38:17:c3:19:71:82,68:ff:7b:e4:af:39,38:17:c3:19:36:30,38:17:c3:1e:ff:00,38:17:c3:19:36:32,80:8d:b7:55:29:d0,38:17:c3:1e:ff:02,38:17:c3:1e:ff:01,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d2,80:8d:b7:55:29:d1,20:a6:cd:50:24:a2,80:8d:b7:55:29:c1,80:8d:b7:55:29:c0,00:4e:35:df:06:42,80:8d:b7:55:39:d0,20:a6:cd:50:24:b0,38:17:c3:19:71:92,68:ff:7b:e4:af:38,38:17:c3:1f:22:30,80:8d:b7:55:29:c2,20:a6:cd:50:24:b2,20:a6:cd:50:24:b1,38:17:c3:1f:0e:00,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:32,38:17:c3:1f:22:31,38:17:c3:1f:0e:01,x,y,timestamp
-57,-73,-78,-79,-77,-72,-59,-65,-66,-63,-63,-63,-78,-76,-77,-77,-76,-100,-77,-78,-85,-83,-73,-83,-85,-86,-84,-72,-82,-83,-82,-81,-83,-85,-79,-82,-81,-69,-78,-83,-88,-89,-88,-89,-88,-88,-88,-100,-72,-66,-79,-76,-100,-80,-100,-78,-72,-81,-85,-86,-85,-86,-100,-100,-100,-88,-89,-88,-78,-83,-78,-100,-100,-100,-100,-89,-89,-90,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,797,400064236877
-59,-100,-100,-100,-100,-72,-57,-65,-65,-63,-64,-63,-77,-77,-77,-77,-100,-79,-77,-78,-85,-85,-100,-82,-86,-86,-84,-100,-82,-83,-78,-80,-84,-85,-79,-82,-82,-88,-78,-83,-88,-87,-88,-100,-90,-88,-87,-100,-72,-65,-79,-76,-79,-80,-100,-77,-100,-81,-87,-86,-86,-86,-100,-100,-100,-88,-89,-100,-78,-83,-79,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,797,402221259429
-64,-76,-100,-100,-100,-67,-100,-67,-66,-67,-68,-67,-80,-80,-79,-79,-75,-75,-79,-78,-81,-86,-100,-100,-82,-81,-86,-100,-100,-100,-84,-81,-86,-85,-100,-100,-100,-83,-84,-100,-89,-100,-88,-88,-88,-100,-90,-100,-67,-67,-100,-77,-81,-80,-100,-80,-89,-100,-84,-85,-84,-85,-100,-100,-100,-100,-100,-100,-79,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,456870768627
-68,-75,-76,-100,-77,-67,-100,-65,-65,-67,-68,-67,-80,-79,-79,-79,-75,-75,-79,-78,-80,-86,-100,-82,-81,-81,-86,-100,-82,-100,-84,-81,-86,-85,-82,-84,-84,-83,-83,-100,-88,-100,-88,-88,-88,-100,-90,-100,-67,-63,-79,-77,-79,-80,-100,-78,-89,-100,-84,-84,-84,-84,-84,-83,-82,-91,-90,-100,-77,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,458757683261
-64,-75,-76,-100,-77,-67,-69,-65,-66,-65,-65,-65,-79,-80,-79,-80,-74,-74,-79,-78,-80,-85,-100,-82,-81,-81,-86,-86,-83,-100,-100,-81,-85,-84,-82,-84,-83,-83,-82,-100,-88,-100,-88,-87,-88,-100,-90,-100,-100,-64,-79,-100,-79,-100,-76,-78,-100,-100,-84,-84,-84,-83,-84,-83,-82,-89,-90,-100,-78,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,460801331750
-60,-77,-77,-79,-79,-69,-65,-65,-66,-64,-65,-65,-78,-82,-80,-82,-75,-75,-80,-77,-80,-88,-74,-86,-80,-81,-89,-76,-87,-100,-84,-82,-89,-88,-82,-87,-86,-71,-82,-100,-90,-100,-88,-89,-89,-100,-100,-100,-100,-64,-77,-74,-79,-77,-77,-77,-75,-100,-84,-84,-84,-83,-84,-83,-83,-88,-88,-90,-78,-83,-82,-100,-100,-100,-100,-87,-89,-89,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,462842511072
-60,-75,-76,-76,-76,-67,-65,-64,-64,-64,-63,-62,-86,-78,-77,-78,-75,-75,-76,-77,-80,-85,-68,-86,-80,-81,-86,-68,-85,-100,-84,-82,-85,-85,-100,-85,-85,-67,-100,-100,-88,-100,-88,-89,-87,-100,-100,-100,-100,-64,-79,-74,-81,-81,-76,-77,-69,-83,-87,-88,-88,-85,-84,-83,-83,-86,-87,-87,-78,-83,-100,-100,-100,-100,-100,-86,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,464943176436
-64,-78,-76,-76,-80,-69,-67,-69,-69,-66,-67,-66,-81,-79,-79,-79,-74,-75,-80,-78,-78,-88,-68,-85,-79,-79,-87,-68,-85,-86,-79,-100,-88,-87,-84,-84,-84,-67,-100,-86,-87,-100,-88,-89,-89,-100,-100,-100,-100,-68,-82,-100,-81,-83,-74,-80,-69,-83,-85,-85,-85,-85,-100,-100,-100,-86,-92,-89,-78,-84,-100,-100,-100,-100,-100,-86,-87,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,782,467053239091
-64,-80,-81,-81,-80,-65,-57,-71,-71,-61,-61,-61,-100,-79,-78,-79,-83,-77,-79,-100,-77,-90,-83,-83,-77,-78,-90,-100,-83,-100,-83,-100,-89,-91,-100,-84,-83,-83,-100,-100,-89,-100,-90,-90,-89,-100,-100,-100,-100,-72,-81,-100,-100,-100,-100,-100,-100,-100,-88,-87,-88,-88,-100,-100,-100,-87,-86,-90,-100,-100,-88,-100,-100,-100,-90,-89,-87,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,516128304437
-58,-79,-81,-81,-79,-65,-56,-69,-70,-62,-61,-61,-80,-79,-79,-80,-75,-74,-79,-84,-74,-88,-83,-82,-74,-75,-88,-82,-81,-100,-82,-86,-87,-87,-100,-83,-81,-82,-100,-100,-87,-100,-88,-88,-88,-100,-100,-100,-100,-69,-80,-79,-82,-80,-74,-85,-84,-100,-90,-87,-88,-88,-87,-88,-85,-87,-88,-90,-87,-86,-88,-100,-100,-100,-100,-89,-87,-90,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,518083418082
-58,-79,-100,-100,-79,-66,-56,-69,-68,-59,-61,-59,-80,-81,-82,-81,-75,-76,-81,-83,-75,-88,-81,-82,-75,-75,-88,-82,-81,-100,-81,-86,-88,-90,-100,-83,-82,-80,-100,-100,-89,-100,-88,-89,-88,-100,-93,-100,-100,-69,-82,-79,-82,-80,-75,-82,-82,-85,-88,-100,-89,-89,-87,-88,-85,-87,-88,-91,-83,-86,-100,-100,-100,-100,-100,-100,-87,-91,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,520167709852
-58,-79,-100,-100,-100,-65,-59,-68,-68,-60,-61,-61,-80,-81,-82,-81,-75,-74,-81,-83,-76,-100,-81,-83,-76,-76,-100,-80,-83,-100,-80,-86,-88,-90,-100,-83,-82,-80,-100,-100,-87,-100,-88,-88,-87,-100,-93,-100,-65,-69,-82,-77,-82,-83,-75,-82,-81,-85,-88,-88,-87,-88,-100,-100,-100,-89,-88,-90,-83,-100,-100,-100,-100,-100,-100,-100,-100,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,522197603393
-61,-82,-84,-100,-85,-69,-66,-68,-68,-62,-62,-62,-82,-81,-81,-81,-73,-73,-81,-100,-75,-88,-81,-88,-74,-75,-100,-80,-87,-100,-83,-100,-87,-88,-100,-87,-87,-79,-100,-100,-87,-100,-88,-88,-87,-100,-100,-100,-69,-69,-82,-79,-81,-82,-73,-82,-81,-87,-84,-84,-85,-85,-100,-100,-100,-89,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,524207598080
-69,-80,-83,-84,-84,-66,-67,-72,-71,-65,-64,-64,-82,-81,-80,-80,-73,-80,-80,-100,-79,-88,-81,-84,-78,-79,-90,-80,-83,-100,-83,-100,-88,-88,-84,-83,-83,-79,-83,-100,-92,-100,-100,-100,-100,-100,-100,-100,-66,-72,-79,-78,-81,-82,-81,-100,-100,-87,-85,-85,-87,-85,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,767,526182311100
-68,-67,-67,-66,-67,-68,-66,-64,-64,-60,-62,-60,-100,-77,-77,-77,-74,-74,-77,-100,-84,-85,-100,-87,-83,-84,-86,-100,-85,-100,-84,-100,-85,-85,-100,-87,-86,-100,-100,-100,-89,-100,-89,-90,-91,-100,-90,-100,-100,-64,-77,-100,-77,-77,-100,-87,-100,-100,-89,-90,-100,-91,-100,-100,-100,-88,-89,-88,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,602826493988
-67,-78,-77,-76,-67,-68,-66,-64,-64,-59,-59,-59,-83,-77,-77,-77,-72,-72,-77,-100,-81,-85,-100,-87,-80,-80,-86,-79,-85,-100,-80,-100,-85,-85,-100,-87,-86,-79,-100,-100,-89,-100,-89,-90,-90,-100,-90,-100,-100,-64,-77,-84,-77,-77,-72,-87,-80,-82,-89,-90,-100,-91,-100,-100,-85,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-88,-88,-89,-87,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,604781217841
-70,-79,-79,-76,-80,-68,-100,-64,-64,-62,-61,-61,-83,-77,-79,-77,-74,-73,-77,-100,-81,-85,-100,-87,-80,-80,-86,-79,-87,-100,-83,-100,-87,-86,-100,-85,-86,-81,-100,-100,-89,-100,-100,-100,-90,-100,-100,-100,-67,-64,-79,-83,-80,-77,-73,-100,-80,-83,-89,-100,-100,-100,-100,-100,-85,-88,-87,-90,-100,-100,-100,-100,-100,-100,-100,-88,-87,-89,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,606786682111
-68,-81,-79,-100,-79,-68,-100,-65,-65,-62,-62,-62,-100,-80,-80,-81,-74,-74,-80,-89,-81,-86,-80,-87,-80,-81,-100,-80,-87,-100,-81,-100,-85,-86,-100,-87,-86,-81,-100,-100,-89,-100,-88,-100,-87,-100,-91,-100,-67,-64,-79,-83,-79,-80,-75,-100,-80,-83,-89,-90,-89,-87,-100,-100,-100,-88,-87,-100,-100,-100,-100,-100,-100,-100,-100,-90,-87,-89,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,608835338360
-70,-81,-100,-100,-79,-66,-66,-71,-72,-62,-62,-61,-81,-80,-80,-80,-72,-71,-80,-87,-79,-85,-81,-83,-78,-79,-86,-80,-83,-100,-82,-100,-85,-86,-100,-83,-83,-81,-100,-100,-89,-100,-88,-100,-87,-100,-91,-100,-67,-72,-80,-100,-80,-81,-71,-86,-80,-100,-90,-90,-89,-87,-100,-100,-100,-90,-89,-92,-100,-100,-100,-100,-100,-100,-100,-90,-87,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,610825257005
-66,-100,-100,-100,-84,-68,-65,-70,-72,-65,-63,-63,-78,-78,-79,-79,-68,-71,-79,-87,-79,-87,-81,-83,-79,-79,-86,-79,-83,-100,-78,-84,-87,-87,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-72,-79,-81,-77,-78,-67,-86,-80,-85,-90,-100,-89,-100,-100,-100,-100,-89,-89,-92,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,752,612798848463
-59,-77,-100,-80,-100,-67,-67,-67,-67,-63,-62,-62,-82,-80,-78,-79,-75,-76,-77,-86,-75,-88,-100,-87,-75,-75,-88,-80,-88,-100,-82,-86,-88,-89,-88,-88,-88,-81,-87,-100,-89,-100,-100,-100,-91,-100,-93,-100,-67,-67,-77,-77,-77,-78,-100,-100,-100,-100,-88,-88,-100,-100,-100,-100,-100,-92,-100,-89,-100,-100,-88,-100,-100,-100,-100,-88,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,737,660551985216
-63,-71,-100,-80,-100,-68,-67,-67,-67,-63,-62,-62,-82,-80,-79,-80,-72,-76,-79,-86,-77,-88,-100,-87,-76,-76,-88,-80,-88,-100,-83,-86,-88,-88,-88,-88,-89,-77,-87,-100,-89,-100,-100,-100,-91,-100,-93,-100,-67,-67,-77,-77,-77,-78,-72,-100,-100,-100,-88,-88,-100,-100,-86,-85,-87,-92,-100,-88,-100,-100,-88,-100,-100,-100,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,737,662547090527
-64,-79,-100,-100,-100,-69,-63,-67,-100,-63,-64,-63,-100,-81,-79,-80,-75,-100,-80,-100,-78,-88,-100,-89,-78,-77,-89,-78,-88,-100,-82,-88,-89,-88,-100,-89,-89,-77,-100,-100,-90,-100,-100,-100,-91,-100,-100,-100,-70,-67,-100,-77,-100,-100,-73,-100,-100,-100,-89,-88,-100,-88,-86,-85,-87,-90,-90,-88,-100,-100,-100,-100,-100,-100,-100,-88,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,737,664544125995
-62,-79,-100,-100,-100,-69,-63,-66,-66,-63,-64,-63,-100,-81,-81,-80,-74,-100,-80,-80,-78,-100,-81,-89,-78,-78,-90,-80,-100,-100,-78,-86,-89,-90,-100,-88,-88,-84,-100,-100,-90,-100,-100,-100,-91,-100,-91,-100,-70,-66,-78,-77,-81,-79,-73,-82,-81,-100,-89,-88,-91,-88,-100,-100,-100,-90,-90,-90,-82,-100,-100,-100,-100,-100,-100,-89,-100,-88,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,121,737,666437428390
