72:32:b1:3e:1a:b8,60:32:b1:3e:1a:b8,60:32:b1:3e:1a:b7,38:17:c3:1f:00:b2,38:17:c3:1f:00:b0,38:17:c3:1f:00:b1,38:17:c3:1f:00:a1,38:17:c3:1f:00:a2,38:17:c3:1f:00:a0,20:a6:cd:42:0a:c3,38:17:c3:1f:14:02,38:17:c3:1f:14:00,38:17:c3:1f:14:01,20:a6:cd:42:0a:c2,20:a6:cd:42:0a:c1,20:a6:cd:42:0a:c0,44:48:c1:91:d0:12,44:48:c1:91:d0:11,b4:5d:50:e1:96:43,44:48:c1:91:d0:10,44:48:c1:91:d0:14,b4:5d:50:e1:96:40,44:48:c1:91:d0:00,b4:5d:50:e1:96:41,44:48:c1:91:d0:01,44:48:c1:91:d0:02,44:48:c1:91:d0:04,9c:d6:43:60:92:e0,20:a6:cd:42:0a:d2,20:a6:cd:42:0a:d3,20:a6:cd:42:0a:d1,38:17:c3:1f:09:83,b4:5d:50:e1:96:52,b4:5d:50:e1:96:51,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,20:a6:cd:42:0a:d0,38:17:c3:1f:14:11,a8:bd:27:4c:aa:83,38:17:c3:1f:09:82,38:17:c3:1f:14:10,38:17:c3:1f:09:81,38:17:c3:19:45:a0,38:17:c3:1f:14:12,38:17:c3:24:47:52,44:48:c1:91:95:b3,38:17:c3:24:47:50,38:17:c3:24:47:51,44:48:c1:91:95:b2,44:48:c1:91:95:b0,a8:bd:27:4c:aa:93,20:a6:cd:42:13:e2,38:17:c3:19:45:b1,44:48:c1:91:95:b1,38:17:c3:19:45:b0,a8:bd:27:4c:aa:92,38:17:c3:19:45:b2,a8:bd:27:4c:aa:91,38:17:c3:1f:19:d2,38:17:c3:1f:19:d1,44:48:c1:91:aa:22,a8:bd:27:4c:aa:90,38:17:c3:1f:19:d0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b7,b4:5d:50:e1:96:42,44:48:c1:91:95:a3,38:17:c3:1f:09:80,38:17:c3:1f:09:93,38:17:c3:1f:09:92,38:17:c3:1f:09:91,38:17:c3:1f:09:90,44:48:c1:91:95:a2,44:48:c1:91:aa:20,a8:bd:27:4c:aa:82,44:48:c1:91:aa:21,44:48:c1:91:aa:30,38:17:c3:19:45:a2,38:17:c3:19:45:a1,44:48:c1:91:95:a1,a8:bd:27:4c:aa:81,a8:bd:27:4c:aa:80,38:17:c3:22:61:90,44:48:c1:91:95:a0,ac:e2:d3:c4:08:e6,66:2a:2f:53:7c:99,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:70,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e3,38:17:c3:1f:19:f0,38:17:c3:19:d7:60,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:f3,38:17:c3:19:d7:62,38:17:c3:19:d7:61,20:a6:cd:42:0b:f1,38:17:c3:19:d7:72,38:17:c3:19:d7:71,20:a6:cd:42:0b:f2,80:8d:b7:55:25:e3,80:8d:b7:55:25:f0,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:25:e0,80:8d:b7:55:25:f3,80:8d:b7:55:35:03,80:8d:b7:55:25:f2,80:8d:b7:55:25:f1,80:8d:b7:55:3a:50,80:8d:b7:55:35:13,80:8d:b7:55:35:11,80:8d:b7:55:35:10,ea:9e:b4:53:24:54,80:8d:b7:55:3a:42,80:8d:b7:55:3a:41,80:8d:b7:55:35:01,80:8d:b7:55:35:02,80:8d:b7:55:35:00,80:8d:b7:55:35:12,80:8d:b7:55:3a:40,b0:be:76:f8:30:5e,38:17:c3:19:71:90,80:8d:b7:55:3a:52,80:8d:b7:55:3a:51,38:17:c3:19:36:30,38:17:c3:19:36:31,38:17:c3:1e:ff:10,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,38:17:c3:19:36:21,80:8d:b7:55:29:c0,20:a6:cd:50:24:a2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a0,38:17:c3:1e:ff:02,80:8d:b7:55:39:c1,80:8d:b7:55:39:c0,80:8d:b7:55:29:d0,80:8d:b7:55:29:d2,80:8d:b7:55:39:c2,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,38:17:c3:1e:ff:01,80:8d:b7:55:39:d2,80:8d:b7:55:39:d1,68:ff:7b:e4:af:38,38:17:c3:1e:ff:00,00:4e:35:df:06:40,00:4e:35:df:06:50,80:8d:b7:55:29:d1,20:a6:cd:50:24:b0,00:4e:35:df:06:52,38:17:c3:19:71:91,80:8d:b7:55:29:c2,80:8d:b7:55:29:c1,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:42,38:17:c3:1f:22:30,38:17:c3:1f:22:31,38:17:c3:1f:22:32,38:17:c3:1f:0e:01,38:17:c3:1f:22:20,38:17:c3:1f:0e:00,38:17:c3:1f:0e:02,38:17:c3:1f:22:21,38:17:c3:1f:22:22,x,y,timestamp
-100,-100,-100,-74,-75,-75,-82,-82,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-93,-100,-100,-55,-100,-100,-100,-57,-100,-100,-56,-56,-100,-55,-55,-100,-80,-83,-100,-80,-100,-83,-78,-82,-84,-83,-84,-85,-85,-84,-82,-83,-83,-83,-83,-84,-84,-91,-100,-83,-83,-100,-100,-77,-76,-76,-100,-100,-100,-100,-100,-78,-87,-100,-88,-90,-100,-100,-100,-78,-100,-100,-100,-78,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,524,738,4287835494717
-100,-100,-100,-72,-73,-73,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-47,-87,-100,-100,-60,-100,-91,-100,-57,-100,-100,-56,-57,-100,-59,-59,-100,-79,-83,-100,-100,-100,-82,-80,-83,-82,-80,-80,-82,-82,-82,-82,-82,-82,-80,-81,-83,-82,-100,-100,-82,-82,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-89,-88,-100,-100,-87,-78,-100,-100,-100,-79,-100,-100,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4327769469598
-100,-100,-100,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-86,-100,-100,-60,-100,-91,-100,-56,-100,-100,-56,-56,-100,-61,-60,-100,-79,-81,-100,-100,-100,-81,-80,-81,-81,-83,-83,-83,-84,-100,-84,-84,-82,-82,-81,-82,-85,-100,-100,-82,-82,-100,-100,-78,-79,-78,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4330958694649
-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-87,-100,-100,-60,-100,-100,-100,-56,-100,-100,-56,-56,-100,-59,-60,-100,-83,-81,-82,-80,-80,-79,-100,-80,-81,-83,-82,-83,-83,-82,-84,-84,-100,-82,-100,-82,-85,-88,-100,-83,-82,-100,-100,-78,-78,-78,-100,-100,-100,-100,-100,-81,-100,-100,-87,-100,-100,-100,-86,-100,-100,-100,-100,-79,-100,-100,-88,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4334041507460
-100,-100,-100,-73,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-87,-100,-100,-60,-100,-100,-100,-58,-100,-100,-58,-58,-100,-59,-60,-100,-83,-81,-82,-80,-80,-80,-100,-80,-81,-84,-83,-85,-83,-82,-83,-81,-82,-82,-84,-83,-81,-88,-100,-83,-85,-100,-100,-78,-78,-78,-100,-100,-80,-100,-80,-81,-100,-100,-88,-88,-100,-100,-86,-81,-100,-100,-100,-81,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4337138442719
-100,-100,-100,-73,-72,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-86,-100,-100,-60,-100,-100,-100,-55,-100,-100,-56,-56,-100,-60,-60,-100,-82,-80,-100,-80,-80,-80,-81,-78,-81,-84,-84,-84,-85,-100,-84,-83,-81,-80,-80,-84,-83,-88,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-81,-100,-100,-88,-88,-100,-100,-100,-81,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4340315996416
-100,-100,-100,-73,-72,-73,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-100,-100,-100,-100,-100,-54,-89,-100,-100,-61,-100,-100,-100,-55,-100,-100,-56,-56,-100,-61,-61,-100,-82,-81,-100,-80,-100,-78,-82,-78,-82,-84,-84,-84,-85,-82,-84,-83,-81,-80,-80,-84,-83,-90,-100,-85,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-100,-89,-87,-100,-100,-100,-86,-100,-100,-100,-81,-100,-100,-88,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,539,738,4343424835373
-100,-100,-100,-70,-69,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-91,-100,-100,-51,-100,-100,-100,-57,-100,-100,-57,-57,-100,-51,-51,-100,-76,-100,-100,-100,-100,-82,-85,-81,-83,-87,-88,-89,-88,-100,-79,-79,-83,-83,-100,-87,-100,-100,-100,-86,-86,-100,-100,-100,-80,-79,-100,-81,-74,-75,-73,-100,-100,-100,-89,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4385250148014
-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-91,-100,-100,-52,-100,-100,-100,-58,-100,-100,-57,-57,-100,-52,-51,-100,-76,-82,-100,-100,-100,-81,-85,-81,-80,-86,-88,-89,-88,-100,-79,-79,-83,-83,-83,-87,-80,-85,-100,-86,-86,-100,-100,-100,-80,-79,-100,-81,-74,-74,-73,-79,-100,-100,-89,-91,-88,-100,-100,-81,-100,-100,-100,-80,-100,-100,-90,-92,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4388334771137
-100,-100,-100,-70,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-53,-100,-88,-100,-59,-100,-100,-59,-59,-100,-52,-52,-100,-100,-82,-100,-100,-100,-81,-100,-81,-81,-86,-88,-88,-88,-90,-80,-80,-100,-83,-83,-87,-80,-85,-100,-86,-86,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-79,-100,-100,-91,-91,-100,-100,-100,-81,-100,-100,-100,-80,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4391518620407
-100,-100,-100,-69,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-53,-100,-88,-100,-58,-100,-100,-58,-58,-100,-53,-52,-100,-78,-81,-100,-100,-100,-81,-84,-82,-82,-85,-87,-87,-87,-90,-80,-80,-100,-84,-100,-87,-80,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-74,-74,-73,-100,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4394603495562
-100,-100,-100,-71,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-100,-100,-100,-53,-100,-100,-100,-58,-100,-100,-58,-57,-100,-52,-52,-100,-78,-81,-100,-100,-100,-81,-84,-81,-82,-85,-88,-87,-87,-100,-80,-81,-84,-84,-100,-87,-100,-86,-100,-86,-85,-100,-100,-100,-100,-100,-100,-100,-73,-73,-74,-82,-100,-88,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4397615302280
-100,-100,-100,-74,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-53,-100,-91,-100,-59,-100,-100,-58,-58,-100,-53,-53,-100,-78,-100,-100,-100,-100,-81,-87,-81,-100,-86,-86,-85,-86,-100,-80,-81,-83,-100,-100,-86,-100,-85,-100,-86,-86,-100,-100,-84,-84,-84,-100,-100,-73,-73,-74,-80,-100,-100,-88,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,554,738,4400670939674
-100,-100,-100,-72,-72,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-45,-100,-100,-100,-57,-100,-100,-100,-64,-100,-100,-64,-63,-100,-59,-58,-100,-100,-87,-100,-100,-100,-86,-82,-86,-85,-87,-100,-100,-90,-100,-84,-85,-81,-80,-100,-100,-82,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-73,-75,-100,-100,-82,-80,-100,-100,-89,-100,-100,-100,-100,-75,-100,-100,-81,-88,-100,-100,-100,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4448241176167
-100,-100,-100,-70,-70,-70,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-100,-60,-100,-100,-100,-62,-100,-100,-62,-62,-100,-60,-60,-100,-100,-87,-100,-100,-100,-86,-83,-87,-86,-87,-89,-90,-90,-100,-84,-82,-79,-80,-79,-89,-82,-85,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-71,-100,-73,-75,-86,-84,-79,-79,-100,-100,-89,-76,-100,-100,-100,-75,-100,-100,-79,-88,-100,-100,-100,-100,-87,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4451358609707
-100,-100,-100,-72,-73,-72,-82,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-56,-100,-100,-100,-60,-100,-100,-100,-61,-100,-100,-62,-62,-100,-60,-60,-100,-77,-85,-100,-100,-100,-86,-83,-86,-86,-100,-89,-90,-100,-83,-82,-82,-79,-80,-79,-89,-82,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-72,-75,-86,-84,-81,-82,-100,-100,-100,-76,-100,-100,-100,-75,-100,-100,-80,-87,-100,-100,-85,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4454512424602
-100,-100,-100,-72,-73,-73,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-100,-60,-100,-100,-100,-62,-100,-100,-63,-62,-100,-61,-60,-100,-78,-85,-100,-100,-100,-86,-85,-86,-86,-89,-100,-100,-100,-91,-82,-100,-80,-81,-81,-100,-100,-85,-100,-90,-100,-100,-100,-100,-100,-100,-100,-100,-72,-72,-72,-74,-100,-88,-82,-83,-100,-100,-100,-74,-100,-100,-100,-74,-100,-100,-82,-89,-100,-100,-85,-83,-88,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4457716128298
-100,-100,-100,-74,-74,-73,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-46,-100,-100,-100,-60,-100,-100,-100,-62,-100,-100,-63,-62,-100,-59,-59,-100,-81,-85,-100,-100,-100,-85,-84,-85,-85,-89,-100,-100,-100,-89,-83,-82,-80,-81,-80,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-72,-81,-74,-100,-88,-82,-83,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-82,-89,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4460854326526
-100,-100,-100,-74,-74,-74,-87,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-48,-100,-100,-100,-61,-100,-100,-100,-62,-100,-100,-63,-62,-100,-60,-60,-100,-79,-83,-84,-84,-84,-84,-84,-85,-84,-89,-100,-100,-100,-87,-83,-82,-80,-81,-80,-100,-100,-85,-100,-100,-100,-100,-100,-80,-79,-79,-100,-85,-72,-73,-81,-75,-100,-100,-82,-83,-100,-100,-100,-76,-100,-100,-100,-76,-100,-100,-83,-89,-100,-100,-100,-100,-87,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,569,738,4463981706994
-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-44,-93,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-60,-100,-100,-81,-100,-100,-100,-82,-85,-83,-82,-86,-84,-84,-83,-100,-79,-79,-85,-86,-86,-85,-100,-100,-100,-87,-86,-100,-100,-100,-100,-100,-100,-85,-73,-75,-75,-100,-100,-100,-100,-100,-87,-100,-100,-75,-100,-100,-100,-76,-100,-100,-100,-89,-100,-100,-86,-85,-89,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,584,738,4508038513540
-100,-100,-100,-74,-75,-75,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-89,-100,-90,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-57,-93,-100,-100,-60,-100,-100,-100,-57,-100,-100,-57,-57,-100,-61,-60,-100,-77,-81,-100,-100,-100,-82,-85,-82,-82,-86,-84,-84,-83,-100,-79,-79,-85,-86,-86,-84,-78,-100,-93,-87,-86,-100,-100,-100,-100,-100,-100,-83,-74,-75,-75,-100,-100,-100,-82,-81,-87,-100,-100,-75,-100,-100,-100,-76,-100,-100,-80,-88,-100,-100,-86,-83,-89,-86,-100,-89,-100,-100,-100,-100,-100,-100,-100,-100,584,738,4511136462913
-100,-100,-100,-72,-72,-72,-79,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-43,-100,-100,-100,-64,-100,-100,-100,-57,-100,-100,-56,-57,-100,-65,-64,-100,-80,-81,-100,-100,-100,-82,-100,-82,-82,-86,-84,-85,-85,-86,-78,-79,-100,-100,-100,-84,-78,-90,-93,-87,-86,-100,-100,-100,-100,-100,-100,-82,-74,-75,-75,-75,-100,-100,-82,-83,-100,-100,-100,-75,-100,-100,-100,-76,-100,-100,-81,-89,-100,-100,-81,-82,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,584,738,4514404979996
