38:17:c3:1f:0e:10,b0:be:76:f8:30:5e,38:17:c3:1f:0e:11,38:17:c3:1f:0e:12,80:8d:b7:55:39:d1,80:8d:b7:55:39:d2,80:8d:b7:55:35:11,80:8d:b7:55:35:13,80:8d:b7:55:35:12,38:17:c3:1f:01:92,38:17:c3:1f:01:91,ea:9e:b4:53:24:54,38:17:c3:1f:0e:02,38:17:c3:1f:0e:01,80:8d:b7:55:35:01,80:8d:b7:55:35:03,80:8d:b7:55:35:02,80:8d:b7:55:25:f1,80:8d:b7:55:25:f3,80:8d:b7:55:25:f2,44:48:c1:a5:82:31,44:48:c1:a5:82:32,80:8d:b7:55:39:c1,80:8d:b7:55:39:c2,38:17:c3:1f:01:81,38:17:c3:19:d7:71,38:17:c3:19:d7:72,80:8d:b7:55:25:e1,80:8d:b7:55:25:e3,80:8d:b7:55:3a:41,44:48:c1:a5:82:21,80:8d:b7:55:3a:42,60:32:b1:3e:1a:b7,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:df:06:51,38:17:c3:19:45:b2,38:17:c3:19:45:b1,38:17:c3:19:d7:61,ac:e2:d3:c4:08:e6,38:17:c3:19:d7:62,00:4e:35:df:06:40,00:4e:35:df:06:41,38:17:c3:1e:ff:01,60:32:b1:3e:1a:b8,38:17:c3:1e:ff:02,38:17:c3:1e:ff:12,2a:16:ad:ec:da:ab,38:17:c3:1e:ff:11,b4:5d:50:e1:92:33,38:17:c3:1f:09:93,38:17:c3:1f:09:92,20:a6:cd:42:0b:f3,68:ff:7b:e4:af:39,80:8d:b7:55:39:d0,80:8d:b7:55:35:10,38:17:c3:1f:01:90,38:17:c3:1f:0e:00,80:8d:b7:55:35:00,80:8d:b7:55:25:f0,44:48:c1:a5:82:30,38:17:c3:19:d7:70,00:4e:35:df:06:52,44:48:c1:a5:82:20,20:a6:cd:50:24:b0,38:17:c3:19:45:b0,00:4e:35:df:06:42,38:17:c3:1e:ff:10,38:17:c3:1f:09:90,38:17:c3:1f:22:30,66:2a:2f:53:7c:99,00:4e:35:df:06:50,80:8d:b7:55:3a:52,44:48:c1:a5:82:22,68:ff:7b:e4:af:38,38:17:c3:19:55:52,38:17:c3:1f:09:91,a8:bd:27:4c:bd:32,a8:bd:27:4c:bd:31,38:17:c3:1f:22:32,38:17:c3:1f:22:31,80:8d:b7:55:3a:50,80:8d:b7:55:25:e0,80:8d:b7:55:3a:40,00:4e:35:de:e1:12,a8:bd:27:4c:bd:30,20:a6:cd:42:0b:f0,80:8d:b7:55:3a:51,80:8d:b7:55:25:e2,20:a6:cd:50:24:a1,20:a6:cd:50:24:a2,b4:5d:50:e1:92:30,b4:5d:50:e1:92:32,80:8d:b7:55:39:c0,b4:5d:50:e1:92:31,38:17:c3:1e:ff:00,38:17:c3:1f:09:83,38:17:c3:19:d7:60,20:a6:cd:42:0b:e3,20:a6:cd:50:24:a0,72:32:b1:3e:1a:b7,b4:5d:50:e1:92:22,72:32:b1:3e:1a:b8,b4:5d:50:e1:92:23,b4:5d:50:e1:96:43,38:17:c3:1f:01:82,00:4e:35:de:e1:10,38:17:c3:19:55:51,00:4e:35:de:e1:11,38:17:c3:19:55:50,38:17:c3:19:71:90,38:17:c3:19:71:91,38:17:c3:19:45:a2,38:17:c3:19:45:a1,b4:5d:50:e1:96:53,b4:5d:50:e1:96:50,00:4e:35:de:e1:02,38:17:c3:1f:22:22,00:4e:35:de:e1:01,00:4e:35:de:e1:00,20:a6:cd:42:0b:f2,b4:5d:50:e1:92:21,38:17:c3:19:71:92,b4:5d:50:e1:92:20,38:17:c3:1f:01:80,38:17:c3:1f:08:52,38:17:c3:1f:08:50,38:17:c3:19:55:40,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:e1,38:17:c3:1f:00:b1,20:a6:cd:42:0a:c3,20:a6:cd:42:0b:e0,38:17:c3:1f:00:b0,20:a6:cd:42:0b:e2,38:17:c3:1f:08:51,38:17:c3:19:55:42,38:17:c3:1f:22:20,00:4e:35:de:d7:53,00:4e:35:de:d7:43,00:4e:35:de:d7:52,38:17:c3:19:55:41,a8:bd:27:4c:bd:22,44:48:c1:91:95:b2,00:4e:35:df:0e:12,38:17:c3:1f:22:21,a8:bd:27:4c:bd:20,38:17:c3:1f:08:42,38:17:c3:1f:08:41,44:48:c1:91:95:b0,38:17:c3:1f:08:40,44:48:c1:91:95:b3,44:48:c1:91:95:b1,00:4e:35:de:d7:51,00:4e:35:de:d7:50,a8:bd:27:4c:bd:21,00:4e:35:de:d7:40,00:4e:35:df:0e:01,00:4e:35:de:d7:42,00:4e:35:de:d7:41,38:17:c3:19:36:30,00:4e:35:df:0e:10,00:4e:35:df:0e:11,38:17:c3:19:71:81,38:17:c3:19:36:31,38:17:c3:1e:fc:a2,38:17:c3:19:71:82,38:17:c3:1e:fc:a1,38:17:c3:1e:fc:a0,38:17:c3:1e:fc:b2,38:17:c3:1e:fc:b1,38:17:c3:1e:fc:b0,38:17:c3:19:71:80,00:4e:35:df:0e:02,00:4e:35:df:0e:00,64:e5:99:c3:13:3c,38:17:c3:24:58:b2,38:17:c3:24:58:b1,38:17:c3:24:58:b0,38:17:c3:24:4f:11,38:17:c3:24:4f:12,38:17:c3:1f:0f:91,38:17:c3:1f:0f:92,38:17:c3:24:58:a2,38:17:c3:24:58:a1,38:17:c3:24:4f:10,38:17:c3:1f:0f:90,38:17:c3:24:58:a0,38:17:c3:24:4f:01,38:17:c3:24:4f:02,38:17:c3:24:4f:00,38:17:c3:1b:08:b0,38:17:c3:1b:08:b2,38:17:c3:1b:08:b1,00:4e:35:df:27:12,38:17:c3:1b:08:a2,38:17:c3:1b:08:a1,38:17:c3:1b:08:a0,00:4e:35:df:27:10,00:4e:35:df:27:11,9c:d6:43:60:92:e0,x,y,timestamp
-85,-40,-84,-85,-86,-87,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-100,-74,-100,-100,-100,-94,-100,-67,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-54,-87,-100,-100,-100,-100,-100,-88,-100,-74,-100,-100,-100,-67,-100,-100,-100,-81,-74,-80,-100,-86,-73,-100,-54,-54,-100,-100,-82,-100,-100,-83,-53,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-74,-84,-74,-100,-100,-100,-100,-100,-100,-82,-100,-81,-82,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-85,-85,-86,-100,-100,-100,-100,-79,-79,-79,-79,-79,-84,-84,-100,-100,-79,-89,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3164157428115
-100,-42,-100,-100,-86,-87,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-87,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-67,-100,-100,-100,-80,-73,-82,-100,-100,-73,-100,-53,-53,-100,-100,-80,-100,-100,-83,-53,-100,-82,-80,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-73,-83,-73,-100,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-60,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-84,-85,-86,-100,-100,-100,-100,-79,-79,-79,-79,-79,-100,-100,-100,-100,-79,-90,-100,-81,-81,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3169775829832
-100,-45,-100,-100,-86,-86,-100,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-84,-100,-100,-100,-79,-81,-82,-100,-82,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-87,-100,-100,-100,-100,-100,-100,-74,-100,-100,-100,-68,-100,-100,-100,-78,-74,-81,-100,-100,-72,-100,-51,-51,-100,-100,-82,-80,-100,-83,-51,-100,-81,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-72,-84,-72,-100,-100,-100,-100,-100,-100,-83,-100,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-60,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-83,-85,-84,-100,-100,-100,-76,-84,-85,-84,-80,-80,-100,-100,-100,-100,-80,-89,-100,-81,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3175124277642
-100,-44,-100,-100,-87,-87,-100,-86,-100,-100,-100,-84,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-82,-84,-100,-100,-100,-79,-81,-82,-100,-82,-100,-100,-100,-73,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-87,-86,-100,-100,-100,-87,-91,-100,-73,-100,-100,-100,-68,-100,-100,-100,-81,-73,-81,-100,-100,-74,-100,-53,-53,-100,-100,-80,-80,-100,-84,-52,-100,-81,-79,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-74,-86,-74,-100,-100,-100,-100,-100,-100,-83,-100,-83,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-70,-60,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-83,-85,-84,-100,-100,-100,-55,-84,-85,-85,-80,-80,-100,-100,-100,-100,-88,-89,-82,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3181089472379
-100,-45,-100,-100,-85,-85,-100,-86,-100,-100,-100,-81,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-82,-82,-78,-100,-81,-100,-100,-100,-71,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-84,-86,-100,-100,-100,-87,-91,-100,-71,-100,-100,-100,-70,-100,-100,-100,-83,-71,-80,-100,-100,-73,-100,-53,-53,-100,-100,-80,-80,-79,-85,-53,-100,-80,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-73,-85,-73,-100,-100,-100,-100,-100,-100,-83,-100,-84,-78,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-71,-62,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-85,-84,-100,-100,-100,-76,-79,-79,-80,-80,-80,-100,-100,-100,-100,-88,-89,-82,-81,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3186912569981
-100,-42,-100,-100,-87,-86,-100,-86,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-85,-81,-100,-80,-100,-100,-100,-73,-100,-100,-100,-100,-100,-68,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-86,-100,-100,-100,-87,-91,-100,-73,-100,-100,-100,-68,-100,-100,-100,-79,-73,-82,-100,-100,-74,-100,-54,-54,-100,-100,-82,-81,-81,-84,-53,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-74,-83,-74,-100,-100,-100,-100,-100,-100,-83,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-71,-59,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-59,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-74,-78,-78,-78,-80,-80,-100,-100,-100,-100,-80,-88,-82,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,266,134,3192645586750
-100,-37,-100,-100,-88,-86,-100,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-81,-100,-81,-100,-100,-100,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-71,-100,-100,-100,-83,-69,-81,-100,-100,-74,-100,-51,-51,-100,-100,-85,-81,-81,-81,-51,-100,-82,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-78,-81,-74,-100,-100,-100,-100,-100,-100,-80,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-100,-76,-49,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-85,-100,-100,-100,-79,-85,-84,-84,-80,-80,-100,-100,-100,-100,-80,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3227321475955
-100,-36,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-82,-82,-100,-82,-100,-100,-100,-68,-100,-100,-100,-100,-100,-71,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-72,-100,-100,-100,-82,-68,-81,-100,-100,-78,-100,-52,-52,-100,-100,-80,-82,-100,-81,-46,-100,-80,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-82,-78,-100,-100,-100,-100,-100,-100,-82,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-75,-49,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-87,-86,-87,-100,-100,-100,-79,-84,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3232837508662
-100,-36,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-82,-100,-82,-100,-100,-100,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-69,-100,-100,-100,-71,-100,-100,-100,-84,-70,-81,-100,-100,-77,-100,-51,-51,-100,-100,-81,-82,-83,-85,-51,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-77,-85,-78,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-50,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-85,-85,-100,-100,-100,-79,-84,-84,-83,-87,-88,-100,-100,-84,-85,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3238210688972
-100,-37,-100,-100,-85,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-82,-100,-82,-100,-100,-100,-68,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-100,-100,-86,-100,-100,-68,-100,-100,-100,-71,-100,-100,-100,-84,-68,-81,-100,-100,-77,-100,-52,-52,-100,-100,-81,-82,-83,-84,-52,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-77,-84,-78,-100,-100,-100,-100,-100,-100,-81,-100,-81,-81,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-77,-49,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-84,-83,-83,-100,-100,-100,-100,-83,-84,-83,-87,-89,-100,-100,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3243927838293
-100,-35,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-86,-100,-100,-100,-100,-86,-100,-100,-67,-100,-100,-100,-71,-100,-100,-100,-87,-67,-82,-100,-100,-77,-100,-52,-51,-100,-100,-83,-100,-83,-81,-51,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-80,-100,-100,-100,-100,-100,-100,-100,-81,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-50,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-84,-86,-86,-100,-100,-100,-100,-83,-84,-84,-87,-89,-100,-100,-84,-85,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3249576304124
-100,-36,-100,-100,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-83,-83,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-85,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-71,-100,-100,-100,-63,-69,-82,-100,-100,-100,-100,-52,-52,-100,-100,-81,-100,-100,-81,-52,-100,-82,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-77,-81,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-78,-49,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-49,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-84,-86,-85,-100,-100,-100,-73,-83,-84,-83,-87,-89,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,281,134,3255181190997
-100,-31,-100,-100,-83,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-83,-86,-83,-100,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-84,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-71,-100,-100,-100,-83,-70,-82,-100,-100,-100,-100,-46,-46,-100,-100,-84,-100,-100,-83,-45,-100,-83,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-82,-100,-100,-100,-100,-100,-100,-100,-79,-100,-81,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-66,-52,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-84,-100,-86,-85,-100,-100,-100,-73,-84,-85,-84,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3299507787126
-100,-34,-100,-100,-84,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-100,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-85,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-81,-70,-82,-100,-100,-100,-100,-46,-45,-100,-100,-84,-100,-100,-84,-45,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-81,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-66,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-85,-85,-84,-85,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-86,-100,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3304812083478
-100,-34,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-100,-69,-100,-100,-100,-100,-100,-70,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-72,-100,-100,-100,-81,-69,-83,-100,-100,-100,-100,-45,-45,-100,-100,-83,-100,-100,-84,-45,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-100,-84,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-66,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-86,-85,-84,-85,-83,-100,-100,-100,-100,-85,-84,-85,-100,-100,-100,-100,-100,-81,-100,-100,-81,-100,-100,-100,-86,-87,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3310238518684
-100,-34,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-71,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-86,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-71,-100,-100,-100,-83,-70,-83,-100,-100,-100,-100,-46,-46,-100,-100,-84,-100,-100,-82,-45,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-82,-100,-100,-100,-100,-100,-100,-100,-79,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-54,-100,-100,-100,-53,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-86,-85,-85,-84,-86,-100,-100,-100,-100,-84,-85,-85,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3315709774203
-100,-34,-100,-100,-84,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-84,-100,-84,-100,-100,-100,-70,-100,-100,-100,-100,-100,-70,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-80,-86,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-100,-70,-100,-100,-100,-83,-70,-82,-100,-100,-100,-100,-46,-46,-100,-100,-81,-100,-100,-82,-46,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-51,-100,-100,-100,-51,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-85,-85,-85,-100,-100,-100,-100,-84,-84,-84,-100,-100,-100,-100,-81,-100,-88,-100,-82,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3321182831232
-100,-35,-100,-100,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-84,-100,-84,-100,-100,-100,-67,-100,-100,-100,-100,-100,-71,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-71,-100,-100,-100,-83,-67,-84,-100,-100,-100,-100,-46,-46,-100,-100,-85,-100,-100,-83,-46,-100,-84,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-83,-100,-83,-100,-100,-100,-100,-100,-100,-100,-80,-100,-80,-79,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-100,-79,-52,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-52,-100,-100,-100,-100,-100,-100,-100,-100,-100,-86,-100,-100,-85,-85,-85,-86,-100,-100,-100,-100,-84,-84,-84,-88,-100,-100,-100,-81,-100,-87,-100,-82,-100,-100,-100,-86,-88,-100,-100,-100,-100,-100,-100,-100,-100,296,134,3326587921230
