20:a6:cd:42:0a:c0,20:a6:cd:42:0a:c1,44:48:c1:91:95:a0,44:48:c1:91:95:a1,20:a6:cd:42:0a:c2,44:48:c1:91:95:a3,44:48:c1:91:aa:20,20:a6:cd:42:0a:c3,44:48:c1:91:aa:21,44:48:c1:91:d0:00,44:48:c1:91:aa:22,44:48:c1:91:d0:01,44:48:c1:91:d0:02,38:17:c3:1f:19:d2,80:8d:b7:55:25:f2,80:8d:b7:55:25:f3,38:17:c3:1f:19:d0,80:8d:b7:55:25:f0,38:17:c3:1f:19:d1,20:a6:cd:42:0a:d1,38:17:c3:1f:14:10,20:a6:cd:42:0a:d2,38:17:c3:1f:14:11,38:17:c3:1f:00:b0,38:17:c3:1f:14:12,38:17:c3:1f:00:b1,20:a6:cd:42:0a:d0,9c:d6:43:60:92:e0,44:48:c1:91:aa:30,20:a6:cd:42:0a:d3,44:48:c1:91:aa:31,44:48:c1:91:aa:32,44:48:c1:91:d0:11,44:48:c1:91:d0:12,44:48:c1:91:d0:14,44:48:c1:91:d0:10,b4:5d:50:e1:96:50,b4:5d:50:e1:96:51,44:48:c1:91:d0:04,38:17:c3:24:47:50,38:17:c3:24:47:52,38:17:c3:24:47:51,38:17:c3:1f:19:c1,38:17:c3:22:61:90,38:17:c3:1f:00:b2,b4:5d:50:e1:96:52,b4:5d:50:e1:96:53,38:17:c3:1f:09:92,a8:bd:27:4c:aa:80,38:17:c3:1f:14:00,38:17:c3:1f:09:93,38:17:c3:1f:14:01,38:17:c3:1f:00:a0,38:17:c3:1f:14:02,a8:bd:27:4c:aa:83,38:17:c3:22:5e:f0,a8:bd:27:4c:aa:82,38:17:c3:22:5e:f1,a8:bd:27:4c:aa:81,38:17:c3:1a:cf:d0,b4:5d:50:e1:96:40,20:a6:cd:42:13:f1,60:32:b1:3e:1a:b7,72:32:b1:3e:1a:b7,60:32:b1:3e:1a:b8,38:17:c3:1f:00:a1,b4:5d:50:e1:96:41,20:a6:cd:42:13:f2,38:17:c3:1f:1c:10,b4:5d:50:e1:96:42,38:17:c3:1f:00:a2,b4:5d:50:e1:96:43,38:17:c3:1f:09:90,38:17:c3:1f:09:91,a8:bd:27:4c:aa:91,a8:bd:27:4c:aa:90,44:48:c1:91:95:b0,44:48:c1:91:95:b1,44:48:c1:91:95:b2,44:48:c1:91:95:b3,38:17:c3:19:45:b2,ac:e2:d3:c4:08:e6,38:17:c3:19:45:b0,a8:bd:27:4c:aa:93,38:17:c3:19:45:b1,a8:bd:27:4c:aa:92,38:17:c3:19:45:a0,20:a6:cd:42:13:f0,72:32:b1:3e:1a:b8,38:17:c3:1f:09:81,38:17:c3:1f:09:82,38:17:c3:1f:09:80,38:17:c3:1f:09:83,44:48:c1:91:95:a2,38:17:c3:19:45:a1,38:17:c3:19:45:a2,38:17:c3:24:56:50,38:17:c3:1f:19:f0,38:17:c3:19:d7:70,38:17:c3:19:d7:71,38:17:c3:1f:19:f2,38:17:c3:1f:19:f1,20:a6:cd:42:0b:e3,38:17:c3:19:d7:72,38:17:c3:19:36:30,38:17:c3:22:61:91,66:2a:2f:53:7c:99,20:a6:cd:42:0b:f3,20:a6:cd:42:0b:f2,20:a6:cd:42:0b:f1,20:a6:cd:42:0b:f0,20:a6:cd:42:0b:e2,20:a6:cd:42:0b:e1,20:a6:cd:42:0b:e0,38:17:c3:19:d7:62,38:17:c3:19:d7:61,80:8d:b7:55:25:e3,38:17:c3:19:d7:60,80:8d:b7:55:25:f1,38:17:c3:19:36:31,80:8d:b7:55:35:03,80:8d:b7:55:29:d0,80:8d:b7:55:3a:50,80:8d:b7:55:35:12,80:8d:b7:55:35:13,80:8d:b7:55:35:10,80:8d:b7:55:35:11,b0:be:76:f8:30:5e,38:17:c3:1e:ff:10,80:8d:b7:55:3a:52,80:8d:b7:55:3a:42,80:8d:b7:55:25:e1,80:8d:b7:55:25:e2,80:8d:b7:55:3a:51,80:8d:b7:55:3a:41,80:8d:b7:55:3a:40,80:8d:b7:55:25:e0,38:17:c3:19:71:90,80:8d:b7:55:39:d0,68:ff:7b:e4:af:39,ea:9e:b4:53:24:54,38:17:c3:19:36:32,80:8d:b7:55:35:00,38:17:c3:19:71:92,38:17:c3:19:71:91,38:17:c3:1e:ff:11,38:17:c3:1e:ff:12,80:8d:b7:55:35:01,80:8d:b7:55:35:02,68:ff:7b:e4:af:38,80:8d:b7:55:39:d1,80:8d:b7:55:39:c2,80:8d:b7:55:39:c0,80:8d:b7:55:39:c1,38:17:c3:1e:ff:01,20:a6:cd:50:24:b0,80:8d:b7:55:39:d2,80:8d:b7:55:29:c0,80:8d:b7:55:29:d1,80:8d:b7:55:29:c1,80:8d:b7:55:29:d2,80:8d:b7:55:29:c2,38:17:c3:1e:ff:00,38:17:c3:1e:ff:02,38:17:c3:1f:22:30,00:4e:35:df:06:52,38:17:c3:1f:0e:10,20:a6:cd:50:24:a2,20:a6:cd:50:24:a0,20:a6:cd:50:24:a1,00:4e:35:df:06:50,00:4e:35:df:06:51,38:17:c3:1f:22:32,20:a6:cd:50:24:b1,20:a6:cd:50:24:b2,00:4e:35:de:e1:12,38:17:c3:1f:22:31,00:4e:35:de:e1:10,38:17:c3:1f:0e:00,38:17:c3:1f:0e:12,38:17:c3:1f:0e:11,38:17:c3:1f:0e:01,38:17:c3:1f:22:21,38:17:c3:1f:22:22,38:17:c3:1f:0e:02,38:17:c3:1f:22:20,x,y,timestamp
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-86,-100,-88,-100,-100,-90,-100,-90,-70,-92,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-93,-90,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-91,-77,-100,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-100,-69,-73,-69,-91,-67,-100,-76,-100,-88,-100,-100,-100,-89,-100,-79,-78,-100,-100,-69,-69,-100,-100,-68,-70,-93,-100,-93,-71,-70,-70,-70,-71,-72,-79,-79,-81,-85,-81,-86,-100,-90,-100,-89,-91,-91,-91,-91,-85,-91,-87,-87,-89,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2075488927176
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-88,-86,-100,-85,-100,-100,-90,-100,-88,-73,-90,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-96,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-93,-90,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-94,-92,-91,-75,-100,-100,-100,-100,-74,-100,-93,-100,-100,-100,-100,-100,-100,-100,-65,-72,-68,-91,-68,-100,-80,-100,-88,-100,-100,-100,-88,-100,-78,-77,-100,-100,-68,-67,-100,-100,-68,-68,-93,-100,-91,-70,-70,-72,-70,-67,-70,-72,-79,-76,-85,-76,-86,-100,-79,-100,-87,-91,-90,-90,-88,-85,-91,-87,-87,-89,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2080511094882
-100,-100,-100,-100,-100,-100,-100,-91,-100,-100,-100,-100,-100,-100,-84,-84,-100,-84,-100,-100,-90,-100,-89,-72,-89,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-93,-90,-75,-100,-90,-100,-100,-100,-100,-100,-100,-100,-94,-92,-92,-75,-100,-100,-100,-100,-75,-100,-93,-100,-100,-100,-100,-100,-100,-100,-69,-73,-68,-91,-68,-100,-78,-100,-93,-100,-100,-100,-89,-100,-77,-77,-100,-100,-68,-68,-100,-100,-67,-68,-93,-100,-91,-70,-71,-70,-71,-73,-72,-72,-81,-80,-85,-81,-84,-100,-88,-100,-87,-91,-91,-92,-88,-85,-91,-86,-88,-89,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2085392967120
-100,-100,-100,-100,-100,-100,-100,-90,-100,-100,-100,-100,-100,-100,-84,-83,-100,-83,-100,-100,-89,-100,-88,-71,-88,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-93,-90,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-92,-76,-100,-100,-100,-100,-75,-100,-93,-100,-100,-100,-100,-100,-100,-100,-68,-65,-69,-91,-68,-100,-81,-100,-93,-100,-100,-100,-90,-100,-79,-78,-100,-100,-69,-69,-100,-100,-69,-69,-93,-100,-91,-72,-72,-71,-72,-73,-72,-72,-79,-79,-85,-81,-84,-100,-90,-100,-89,-91,-90,-91,-91,-85,-88,-88,-88,-89,-91,-88,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,537,619,2090202195035
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-78,-100,-79,-100,-100,-85,-100,-85,-62,-86,-63,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-93,-90,-76,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-86,-76,-100,-100,-100,-100,-79,-100,-93,-100,-100,-100,-100,-100,-100,-100,-65,-74,-67,-91,-66,-100,-78,-100,-93,-100,-100,-100,-90,-100,-78,-77,-100,-100,-70,-69,-100,-100,-70,-69,-93,-100,-91,-65,-66,-64,-66,-75,-76,-76,-77,-77,-85,-75,-79,-100,-90,-100,-89,-89,-91,-89,-91,-85,-88,-88,-88,-88,-89,-88,-87,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2125323613563
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-81,-100,-80,-100,-100,-86,-100,-84,-61,-85,-62,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-93,-90,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-86,-76,-100,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-100,-66,-78,-66,-91,-65,-100,-75,-100,-93,-100,-100,-100,-90,-100,-75,-77,-100,-100,-68,-66,-100,-100,-71,-66,-93,-100,-92,-64,-65,-67,-66,-77,-74,-74,-76,-78,-89,-77,-80,-100,-89,-100,-87,-90,-92,-92,-91,-85,-88,-88,-88,-90,-91,-88,-87,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2130305207884
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-80,-100,-81,-100,-100,-86,-93,-86,-60,-85,-61,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-60,-100,-100,-100,-100,-100,-100,-90,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-86,-73,-100,-100,-100,-100,-75,-100,-93,-100,-100,-100,-100,-100,-100,-100,-66,-76,-67,-91,-67,-100,-77,-100,-88,-100,-100,-100,-90,-100,-78,-78,-100,-100,-66,-66,-100,-100,-71,-66,-93,-100,-90,-66,-66,-66,-67,-77,-74,-74,-75,-76,-89,-75,-79,-100,-89,-100,-88,-89,-91,-90,-90,-85,-88,-89,-87,-90,-91,-88,-87,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2135314865434
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-79,-100,-80,-100,-100,-87,-93,-86,-63,-85,-61,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-90,-75,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-86,-77,-100,-100,-100,-100,-74,-100,-93,-100,-100,-100,-100,-100,-100,-100,-67,-64,-67,-91,-67,-100,-76,-100,-88,-100,-100,-100,-90,-100,-77,-77,-100,-100,-68,-67,-100,-100,-72,-67,-93,-100,-91,-65,-65,-65,-65,-74,-73,-75,-76,-76,-90,-77,-80,-100,-89,-100,-88,-91,-90,-89,-91,-85,-88,-89,-85,-89,-89,-88,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2140271197776
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-80,-100,-80,-100,-100,-86,-93,-86,-63,-86,-60,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-90,-77,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-88,-77,-100,-100,-100,-100,-77,-100,-93,-100,-100,-100,-100,-100,-100,-100,-67,-64,-66,-91,-67,-100,-78,-100,-92,-100,-100,-100,-90,-100,-80,-79,-100,-100,-68,-67,-100,-100,-73,-67,-93,-100,-92,-65,-65,-62,-65,-74,-73,-74,-78,-77,-90,-77,-80,-100,-90,-100,-89,-89,-90,-89,-90,-85,-88,-89,-86,-89,-89,-88,-86,-86,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2145216494076
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-80,-100,-79,-100,-100,-86,-93,-86,-67,-86,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-90,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-88,-79,-100,-100,-100,-100,-76,-100,-93,-100,-100,-100,-100,-100,-100,-100,-63,-72,-64,-91,-91,-100,-88,-100,-90,-100,-100,-100,-90,-100,-77,-77,-100,-100,-87,-68,-100,-100,-75,-68,-93,-100,-91,-65,-66,-66,-66,-76,-77,-77,-76,-76,-90,-74,-79,-100,-90,-100,-88,-89,-91,-89,-91,-85,-88,-88,-87,-91,-90,-88,-87,-87,-91,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,563,619,2150196103449
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-83,-93,-83,-67,-84,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-100,-100,-100,-100,-100,-100,-90,-74,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-89,-88,-84,-100,-100,-100,-100,-76,-100,-93,-100,-100,-100,-100,-100,-100,-100,-79,-68,-79,-91,-78,-100,-75,-100,-90,-100,-100,-100,-90,-100,-75,-75,-100,-100,-66,-89,-100,-100,-74,-67,-91,-100,-89,-80,-79,-80,-80,-76,-76,-77,-79,-79,-83,-74,-78,-90,-90,-100,-89,-84,-84,-84,-84,-85,-90,-87,-87,-91,-90,-87,-87,-87,-91,-90,-91,-89,-90,-89,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2187682318800
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-82,-93,-83,-66,-82,-66,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-100,-100,-100,-100,-100,-100,-90,-74,-100,-89,-100,-100,-100,-100,-100,-100,-100,-94,-92,-88,-74,-100,-100,-100,-100,-73,-100,-93,-100,-100,-100,-100,-100,-100,-100,-78,-69,-78,-91,-78,-100,-79,-100,-90,-100,-100,-100,-90,-100,-77,-73,-100,-100,-65,-63,-100,-100,-75,-65,-91,-100,-85,-81,-80,-81,-79,-79,-85,-79,-78,-79,-83,-78,-78,-89,-90,-100,-88,-86,-86,-87,-86,-85,-90,-86,-86,-88,-90,-86,-85,-84,-91,-89,-91,-89,-90,-88,-90,-89,-89,-87,-90,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2192822146298
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-79,-100,-79,-100,-100,-83,-93,-82,-67,-82,-68,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-90,-74,-100,-89,-100,-100,-100,-100,-100,-100,-100,-93,-90,-90,-75,-100,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-100,-100,-79,-69,-80,-91,-78,-100,-77,-100,-90,-100,-100,-100,-90,-100,-76,-79,-100,-100,-63,-64,-100,-100,-75,-65,-88,-100,-87,-79,-80,-81,-80,-77,-78,-77,-78,-79,-83,-78,-80,-89,-90,-100,-88,-84,-84,-84,-83,-85,-90,-86,-86,-88,-89,-88,-85,-85,-90,-90,-91,-89,-90,-90,-90,-89,-91,-87,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2197979777077
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-78,-100,-78,-100,-100,-82,-93,-82,-66,-82,-66,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-90,-74,-100,-89,-100,-100,-100,-100,-100,-100,-100,-93,-90,-90,-76,-100,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-100,-100,-80,-70,-80,-91,-79,-100,-77,-100,-90,-100,-100,-100,-90,-100,-76,-79,-100,-100,-65,-63,-100,-100,-64,-63,-91,-100,-87,-79,-80,-79,-80,-79,-76,-76,-78,-77,-83,-79,-79,-89,-81,-100,-88,-84,-84,-88,-84,-89,-90,-86,-86,-88,-89,-87,-85,-85,-90,-90,-91,-89,-90,-90,-89,-89,-90,-87,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2203221852179
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-78,-100,-79,-100,-100,-83,-93,-81,-67,-82,-67,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-100,-100,-73,-100,-89,-100,-100,-100,-100,-100,-100,-100,-89,-90,-90,-74,-100,-100,-100,-100,-74,-100,-93,-100,-100,-100,-100,-100,-100,-100,-79,-73,-79,-91,-78,-100,-78,-100,-90,-100,-100,-100,-90,-100,-75,-75,-100,-100,-65,-63,-100,-100,-76,-65,-92,-100,-85,-79,-79,-79,-79,-78,-78,-76,-78,-77,-82,-77,-78,-90,-81,-100,-87,-84,-85,-85,-84,-89,-90,-86,-85,-88,-88,-87,-85,-87,-90,-91,-91,-89,-87,-90,-89,-90,-90,-87,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2208424789052
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-79,-80,-100,-79,-100,-100,-82,-93,-81,-65,-82,-64,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-72,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-90,-90,-71,-100,-100,-100,-100,-72,-100,-93,-100,-100,-100,-100,-100,-100,-100,-79,-68,-79,-91,-79,-100,-80,-100,-90,-100,-100,-100,-90,-100,-75,-75,-100,-100,-67,-64,-100,-100,-72,-66,-90,-100,-85,-81,-81,-81,-81,-77,-76,-77,-78,-76,-82,-77,-79,-90,-81,-100,-86,-84,-84,-85,-84,-89,-90,-84,-83,-88,-88,-87,-86,-85,-90,-91,-91,-89,-89,-89,-89,-90,-90,-87,-90,-90,-89,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,588,619,2213584522748
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-80,-81,-100,-80,-100,-100,-81,-93,-82,-71,-81,-72,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-100,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-90,-93,-80,-100,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-69,-65,-69,-100,-70,-100,-82,-100,-90,-100,-100,-100,-90,-100,-91,-80,-100,-100,-68,-67,-100,-100,-80,-67,-92,-100,-86,-88,-86,-87,-85,-84,-85,-84,-74,-74,-81,-74,-80,-91,-86,-100,-84,-86,-85,-86,-86,-92,-91,-85,-85,-87,-88,-84,-85,-86,-90,-88,-89,-89,-91,-90,-89,-89,-89,-89,-88,-88,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,619,2256165247575
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-83,-83,-100,-83,-100,-100,-89,-93,-89,-72,-91,-73,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-100,-100,-100,-100,-100,-100,-100,-79,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-90,-93,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-68,-71,-100,-70,-100,-81,-100,-90,-100,-100,-100,-90,-100,-81,-80,-100,-100,-65,-65,-100,-100,-80,-65,-89,-100,-81,-87,-90,-90,-90,-84,-85,-84,-77,-78,-81,-76,-83,-91,-86,-100,-88,-86,-87,-87,-86,-92,-91,-85,-85,-87,-87,-84,-85,-86,-86,-86,-89,-90,-91,-89,-89,-86,-87,-89,-88,-88,-91,-93,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,619,2261266697990
-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-83,-82,-100,-82,-100,-100,-90,-93,-88,-71,-90,-72,-100,-100,-100,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-81,-100,-89,-100,-100,-100,-100,-100,-100,-100,-90,-90,-93,-79,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-64,-76,-100,-75,-100,-81,-100,-90,-100,-100,-100,-90,-100,-81,-84,-100,-100,-73,-72,-100,-100,-81,-71,-88,-100,-85,-83,-83,-84,-83,-83,-82,-84,-71,-74,-81,-73,-82,-86,-88,-100,-86,-85,-86,-86,-86,-92,-91,-84,-87,-87,-87,-87,-86,-86,-86,-87,-89,-90,-91,-87,-88,-87,-87,-89,-88,-88,-87,-92,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,614,619,2266521713457
